% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
4.402	1	1	2	0.86861	0
4.441	1	2	1	8.30357	0
4.442	1	1	2	2.25133	0
4.481	1	2	1	7.32873	0
4.482	1	1	2	1.89929	0
4.521	1	2	1	2.76829	0
4.522	1	1	2	3.33718	0
4.561	1	2	1	4.2401	0
4.562	1	1	2	3.53444	0
4.601	1	2	1	1.72755	0
4.602	1	1	2	6.33076	0
4.641	1	2	1	3.84739	0
4.642	1	1	2	2.97971	0
4.681	1	2	1	8.97212	0
4.682	1	1	2	1.29116	0
4.721	1	2	1	3.62947	0
4.722	1	1	2	2.27781	0
4.761	1	2	1	2.93584	0
4.762	1	1	2	2.38868	0
4.801	1	2	1	2.68858	0
4.802	1	1	2	2.40302	0
4.841	1	2	1	4.87284	0
4.842	1	1	2	3.70188	0
4.881	1	2	1	4.57151	0
4.882	1	1	2	7.81453	0
4.921	1	2	1	3.67977	0
4.922	1	1	2	3.18023	0
4.961	1	2	1	4.84423	0
4.962	1	1	2	5.90162	0
5.001	1	2	1	6.60642	0
5.002	1	1	2	1.44761	0
5.041	1	2	1	4.92312	0
5.042	1	1	2	7.0317	0
5.081	1	2	1	2.20518	0
5.082	1	1	2	2.49066	0
5.121	1	2	1	7.22307	0
5.122	1	1	2	5.24685	0
5.161	1	2	1	5.04768	0
5.162	1	1	2	4.97725	0
5.201	1	2	1	5.42298	0
5.202	1	1	2	5.73765	0
5.241	1	2	1	9.30184	0
5.242	1	1	2	6.8367	0
5.281	1	2	1	1.82893	0
5.282	1	1	2	4.53767	0
5.321	1	2	1	3.81885	0
5.322	1	1	2	6.31896	0
5.361	1	2	1	3.95395	0
5.362	1	1	2	3.20162	0
5.401	1	2	1	4.27473	0
5.402	1	1	2	1.69899	0
5.441	1	2	1	2.67282	0
5.442	1	1	2	6.98343	0
5.481	1	2	1	1.60164	0
5.482	1	1	2	5.56793	0
5.521	1	2	1	5.37561	0
5.522	1	1	2	8.43117	0
5.561	1	2	1	1.88988	0
5.562	1	1	2	3.36523	0
5.601	1	2	1	4.52106	0
5.602	1	1	2	5.63828	0
5.641	1	2	1	1.07639	0
5.642	1	1	2	2.50333	0
5.681	1	2	1	3.16811	0
5.682	1	1	2	10.3645	0
5.721	1	2	1	4.76447	0
5.722	1	1	2	2.22086	0
5.761	1	2	1	8.42421	0
5.762	1	1	2	1.92867	0
5.801	1	2	1	1.88024	0
5.802	1	1	2	9.77891	0
5.841	1	2	1	5.18497	0
5.842	1	1	2	3.90462	0
5.881	1	2	1	9.31224	0
5.882	1	1	2	13.1313	0
5.921	1	2	1	4.17589	0
5.922	1	1	2	2.67093	0
5.961	1	2	1	4.49337	0
5.962	1	1	2	0.625451	0
6.001	1	2	1	1.96428	0
6.002	1	1	2	1.9918	0
6.041	1	2	1	2.57654	0
6.042	1	1	2	3.60084	0
6.081	1	2	1	2.78794	0
6.082	1	1	2	1.51662	0
6.121	1	2	1	2.42703	0
6.122	1	1	2	3.43045	0
6.161	1	2	1	5.25056	0
6.162	1	1	2	5.88903	0
6.201	1	2	1	12.8458	0
6.202	1	1	2	1.79219	0
6.241	1	2	1	1.41467	0
6.242	1	1	2	1.71871	0
6.281	1	2	1	4.13806	0
6.282	1	1	2	2.80838	0
6.321	1	2	1	3.50011	0
6.322	1	1	2	3.78859	0
6.361	1	2	1	5.86944	0
6.362	1	1	2	4.72554	0
6.401	1	2	1	5.44223	0
6.402	1	1	2	5.33109	0
6.441	1	2	1	4.13775	0
6.442	1	1	2	5.22297	0
6.481	1	2	1	2.92672	0
6.482	1	1	2	3.89145	0
6.521	1	2	1	3.28614	0
6.522	1	1	2	3.57828	0
6.561	1	2	1	2.0483	0
6.562	1	1	2	1.6524	0
6.601	1	2	1	3.91165	0
6.602	1	1	2	5.39015	0
6.641	1	2	1	5.19515	0
6.642	1	1	2	10.1438	0
6.681	1	2	1	3.24557	0
6.682	1	1	2	5.33635	0
6.721	1	2	1	4.66145	0
6.722	1	1	2	2.43588	0
6.761	1	2	1	5.30404	0
6.762	1	1	2	5.23961	0
6.801	1	2	1	1.9337	0
6.802	1	1	2	5.56737	0
6.841	1	2	1	4.76522	0
6.842	1	1	2	10.7273	0
6.881	1	2	1	1.22197	0
6.882	1	1	2	6.14718	0
6.921	1	2	1	3.05415	0
6.922	1	1	2	10.0379	0
6.961	1	2	1	3.70388	0
6.962	1	1	2	1.48098	0
7.001	1	2	1	4.60357	0
7.002	1	1	2	3.73586	0
7.041	1	2	1	4.70772	0
7.042	1	1	2	4.13422	0
7.081	1	2	1	9.38669	0
7.082	1	1	2	3.67346	0
7.121	1	2	1	3.41696	0
7.122	1	1	2	2.40628	0
7.161	1	2	1	3.57863	0
7.162	1	1	2	4.47458	0
7.201	1	2	1	5.82163	0
7.202	1	1	2	7.52155	0
7.241	1	2	1	3.21762	0
7.242	1	1	2	3.11416	0
7.281	1	2	1	2.66301	0
7.282	1	1	2	5.80954	0
7.321	1	2	1	10.1954	0
7.322	1	1	2	8.79176	0
7.361	1	2	1	5.17783	0
7.362	1	1	2	3.6913	0
7.401	1	2	1	1.55531	0
7.402	1	1	2	1.74263	0
7.441	1	2	1	3.21715	0
7.442	1	1	2	4.79446	0
7.481	1	2	1	5.35673	0
7.482	1	1	2	6.03127	0
7.521	1	2	1	2.4424	0
7.522	1	1	2	3.41459	0
7.561	1	2	1	1.86958	0
7.562	1	1	2	4.30206	0
7.601	1	2	1	3.24625	0
7.602	1	1	2	2.89377	0
7.641	1	2	1	5.99455	0
7.642	1	1	2	4.48326	0
7.681	1	2	1	2.18948	0
7.682	1	1	2	1.0379	0
7.721	1	2	1	2.14907	0
7.722	1	1	2	8.07471	0
7.761	1	2	1	3.28014	0
7.762	1	1	2	2.58054	0
7.801	1	2	1	3.45344	0
7.802	1	1	2	4.07163	0
7.841	1	2	1	3.10035	0
7.842	1	1	2	1.61481	0
7.881	1	2	1	0.867007	0
7.882	1	1	2	4.9397	0
7.921	1	2	1	4.64959	0
7.922	1	1	2	4.21835	0
7.961	1	2	1	3.74472	0
7.962	1	1	2	2.97852	0
8.001	1	2	1	4.73383	0
8.002	1	1	2	11.4372	0
8.041	1	2	1	3.45443	0
8.042	1	1	2	2.63637	0
8.081	1	2	1	7.29737	0
8.082	1	1	2	5.64163	0
8.121	1	2	1	6.72121	0
8.122	1	1	2	3.99901	0
8.161	1	2	1	7.55792	0
8.162	1	1	2	3.19151	0
8.201	1	2	1	2.77345	0
8.202	1	1	2	3.87296	0
8.241	1	2	1	2.65461	0
8.242	1	1	2	2.25159	0
8.281	1	2	1	3.00584	0
8.282	1	1	2	3.13131	0
8.321	1	2	1	5.31173	0
8.322	1	1	2	5.41849	0
8.361	1	2	1	9.63724	0
8.362	1	1	2	1.2037	0
8.401	1	2	1	5.31439	0
8.402	1	1	2	6.30122	0
8.441	1	2	1	2.80251	0
8.442	1	1	2	2.54717	0
8.481	1	2	1	2.40437	0
8.482	1	1	2	5.07374	0
8.521	1	2	1	4.39216	0
8.522	1	1	2	3.92214	0
8.561	1	2	1	2.40691	0
8.562	1	1	2	2.93098	0
8.601	1	2	1	3.63039	0
8.602	1	1	2	8.86458	0
8.641	1	2	1	2.70341	0
8.642	1	1	2	6.16279	0
8.681	1	2	1	9.22047	0
8.682	1	1	2	7.63791	0
8.721	1	2	1	6.03522	0
8.722	1	1	2	2.19831	0
8.761	1	2	1	7.56016	0
8.762	1	1	2	3.77152	0
8.801	1	2	1	2.03878	0
8.802	1	1	2	2.81817	0
8.841	1	2	1	4.14452	0
8.842	1	1	2	4.12317	0
8.881	1	2	1	2.94457	0
8.882	1	1	2	8.58278	0
8.921	1	2	1	3.82226	0
8.922	1	1	2	5.77302	0
8.961	1	2	1	7.94636	0
8.962	1	1	2	4.32032	0
9.001	1	2	1	8.29315	0
9.002	1	1	2	2.87472	0
9.041	1	2	1	2.00028	0
9.042	1	1	2	1.99827	0
9.081	1	2	1	3.26882	0
9.082	1	1	2	4.77366	0
9.121	1	2	1	3.43398	0
9.122	1	1	2	5.36359	0
9.161	1	2	1	2.22207	0
9.162	1	1	2	3.42206	0
9.201	1	2	1	2.50926	0
9.202	1	1	2	3.87328	0
9.241	1	2	1	3.85222	0
9.242	1	1	2	2.35281	0
9.281	1	2	1	4.34887	0
9.282	1	1	2	3.42289	0
9.321	1	2	1	3.0488	0
9.322	1	1	2	2.30079	0
9.361	1	2	1	4.48161	0
9.362	1	1	2	3.15459	0
9.401	1	2	1	3.69554	0
9.402	1	1	2	4.96349	0
9.441	1	2	1	2.31955	0
9.442	1	1	2	8.87093	0
9.481	1	2	1	3.56719	0
9.482	1	1	2	2.31266	0
9.521	1	2	1	1.42077	0
9.522	1	1	2	5.44799	0
9.561	1	2	1	8.01264	0
9.562	1	1	2	2.87088	0
9.601	1	2	1	11.3558	0
9.602	1	1	2	3.7999	0
9.641	1	2	1	2.93165	0
9.642	1	1	2	1.56416	0
9.681	1	2	1	8.39167	0
9.682	1	1	2	7.56465	0
9.721	1	2	1	5.00428	0
9.722	1	1	2	2.42056	0
9.761	1	2	1	1.81198	0
9.762	1	1	2	3.35117	0
9.801	1	2	1	4.13097	0
9.802	1	1	2	2.22401	0
9.841	1	2	1	1.99219	0
9.842	1	1	2	6.57078	0
9.881	1	2	1	3.46639	0
9.882	1	1	2	3.51937	0
9.921	1	2	1	2.22278	0
9.922	1	1	2	3.05007	0
9.961	1	2	1	3.84588	0
9.962	1	1	2	3.55941	0
10.001	1	2	1	9.20094	0
10.002	1	1	2	7.41878	0
10.041	1	2	1	5.7192	0
10.042	1	1	2	5.46523	0
10.081	1	2	1	3.72413	0
10.082	1	1	2	4.59379	0
10.121	1	2	1	2.96853	0
10.122	1	1	2	6.06888	0
10.161	1	2	1	2.34693	0
10.162	1	1	2	2.67397	0
10.201	1	2	1	3.34247	0
10.202	1	1	2	13.4198	0
10.241	1	2	1	5.15191	0
10.242	1	1	2	1.70216	0
10.281	1	2	1	2.13256	0
10.282	1	1	2	2.46141	0
10.321	1	2	1	4.41168	0
10.322	1	1	2	9.18697	0
10.361	1	2	1	1.50613	0
10.362	1	1	2	5.19816	0
10.401	1	2	1	1.09458	0
10.402	1	1	2	9.55204	0
10.441	1	2	1	4.81152	0
10.442	1	1	2	2.38892	0
10.481	1	2	1	2.33092	0
10.482	1	1	2	1.09477	0
10.521	1	2	1	4.0795	0
10.522	1	1	2	3.89362	0
10.561	1	2	1	6.37879	0
10.562	1	1	2	5.84994	0
10.601	1	2	1	8.75291	0
10.602	1	1	2	3.01049	0
10.641	1	2	1	3.83328	0
10.642	1	1	2	2.33531	0
10.681	1	2	1	1.33033	0
10.682	1	1	2	10.7277	0
10.721	1	2	1	2.23942	0
10.722	1	1	2	5.1527	0
10.761	1	2	1	3.678	0
10.762	1	1	2	1.58658	0
10.801	1	2	1	3.26316	0
10.802	1	1	2	2.80879	0
10.841	1	2	1	4.87906	0
10.842	1	1	2	5.8762	0
10.881	1	2	1	3.98165	0
10.882	1	1	2	11.1377	0
10.921	1	2	1	3.01206	0
10.922	1	1	2	5.88965	0
10.961	1	2	1	3.26402	0
10.962	1	1	2	8.6611	0
11.001	1	2	1	1.95715	0
11.002	1	1	2	6.03719	0
11.041	1	2	1	6.13322	0
11.042	1	1	2	2.06443	0
11.081	1	2	1	3.76465	0
11.082	1	1	2	3.87574	0
11.121	1	2	1	3.01185	0
11.122	1	1	2	9.17463	0
11.161	1	2	1	3.41835	0
11.162	1	1	2	5.31491	0
11.201	1	2	1	3.74131	0
11.202	1	1	2	3.30025	0
11.241	1	2	1	3.91603	0
11.242	1	1	2	3.32051	0
11.281	1	2	1	4.71949	0
11.282	1	1	2	10.023	0
11.321	1	2	1	1.34805	0
11.322	1	1	2	5.08231	0
11.361	1	2	1	2.71015	0
11.362	1	1	2	1.54552	0
11.401	1	2	1	3.58785	0
11.402	1	1	2	6.76295	0
11.441	1	2	1	12.1321	0
11.442	1	1	2	2.81574	0
11.481	1	2	1	4.34682	0
11.482	1	1	2	9.90502	0
11.521	1	2	1	3.30463	0
11.522	1	1	2	3.05699	0
11.561	1	2	1	1.94618	0
11.562	1	1	2	8.29945	0
11.601	1	2	1	4.16559	0
11.602	1	1	2	2.92736	0
11.641	1	2	1	6.52161	0
11.642	1	1	2	2.13302	0
11.681	1	2	1	2.28217	0
11.682	1	1	2	2.66315	0
11.721	1	2	1	2.91214	0
11.722	1	1	2	5.52107	0
11.761	1	2	1	4.87099	0
11.762	1	1	2	9.42328	0
11.801	1	2	1	6.29577	0
11.802	1	1	2	2.51561	0
11.841	1	2	1	3.50666	0
11.842	1	1	2	4.81533	0
11.881	1	2	1	3.4517	0
11.882	1	1	2	5.29834	0
11.921	1	2	1	4.18575	0
11.922	1	1	2	3.27299	0
11.961	1	2	1	2.88476	0
11.962	1	1	2	13.0555	0
12.001	1	2	1	6.76863	0
12.002	1	1	2	3.20727	0
12.041	1	2	1	2.36394	0
12.042	1	1	2	5.83453	0
12.081	1	2	1	1.89539	0
12.082	1	1	2	3.45074	0
12.121	1	2	1	3.0023	0
12.122	1	1	2	2.12605	0
12.161	1	2	1	3.77218	0
12.162	1	1	2	2.0294	0
12.201	1	2	1	3.01761	0
12.202	1	1	2	3.34612	0
12.241	1	2	1	1.18405	0
12.242	1	1	2	4.2172	0
12.281	1	2	1	4.96313	0
12.282	1	1	2	2.54499	0
12.321	1	2	1	3.06599	0
12.322	1	1	2	2.79522	0
12.361	1	2	1	2.27757	0
12.362	1	1	2	3.43069	0
12.401	1	2	1	2.33987	0
12.402	1	1	2	2.78197	0
12.441	1	2	1	3.02583	0
12.442	1	1	2	3.20857	0
12.481	1	2	1	5.76925	0
12.482	1	1	2	0.748432	0
12.521	1	2	1	6.79277	0
12.522	1	1	2	4.64195	0
12.561	1	2	1	1.09079	0
12.562	1	1	2	1.25384	0
12.601	1	2	1	2.93965	0
12.602	1	1	2	4.11275	0
12.641	1	2	1	8.04281	0
12.642	1	1	2	2.17294	0
12.681	1	2	1	3.22971	0
12.682	1	1	2	3.30717	0
12.721	1	2	1	2.10697	0
12.722	1	1	2	1.38504	0
12.761	1	2	1	2.4293	0
12.762	1	1	2	6.20508	0
12.801	1	2	1	5.78334	0
12.802	1	1	2	7.27987	0
12.841	1	2	1	9.13892	0
12.842	1	1	2	1.8283	0
12.881	1	2	1	2.91101	0
12.882	1	1	2	4.17308	0
12.921	1	2	1	4.8368	0
12.922	1	1	2	3.6242	0
12.961	1	2	1	5.51366	0
12.962	1	1	2	1.68514	0
13.001	1	2	1	5.30088	0
13.002	1	1	2	1.78489	0
13.041	1	2	1	5.91955	0
13.042	1	1	2	7.13021	0
13.081	1	2	1	4.62679	0
13.082	1	1	2	5.44455	0
13.121	1	2	1	5.44726	0
13.122	1	1	2	8.43117	0
13.161	1	2	1	5.45227	0
13.162	1	1	2	3.36523	0
13.201	1	2	1	10.3564	0
13.202	1	1	2	5.63828	0
13.241	1	2	1	4.7121	0
13.242	1	1	2	2.50333	0
13.281	1	2	1	4.70455	0
13.282	1	1	2	10.3645	0
13.321	1	2	1	2.63547	0
13.322	1	1	2	2.22086	0
13.361	1	2	1	1.34677	0
13.362	1	1	2	1.92867	0
13.401	1	2	1	2.24505	0
13.402	1	1	2	9.77891	0
13.441	1	2	1	1.98254	0
13.442	1	1	2	3.90462	0
13.481	1	2	1	1.60765	0
13.482	1	1	2	13.1313	0
13.521	1	2	1	6.15906	0
13.522	1	1	2	5.11794	0
13.561	1	2	1	3.30587	0
13.562	1	1	2	1.77948	0
13.601	1	2	1	1.76877	0
13.602	1	1	2	7.93164	0
13.641	1	2	1	3.88984	0
13.642	1	1	2	2.1023	0
13.681	1	2	1	2.81306	0
13.682	1	1	2	3.16456	0
13.721	1	2	1	2.82358	0
13.722	1	1	2	3.75567	0
13.761	1	2	1	4.0921	0
13.762	1	1	2	2.20586	0
13.801	1	2	1	7.02195	0
13.802	1	1	2	2.5172	0
13.841	1	2	1	8.47768	0
13.842	1	1	2	4.03166	0
13.881	1	2	1	4.23403	0
13.882	1	1	2	4.1637	0
13.921	1	2	1	4.40059	0
13.922	1	1	2	2.80141	0
13.961	1	2	1	7.63223	0
13.962	1	1	2	4.8455	0
14.001	1	2	1	2.05697	0
14.002	1	1	2	3.06467	0
14.041	1	2	1	1.8829	0
14.042	1	1	2	1.00505	0
14.081	1	2	1	7.16207	0
14.082	1	1	2	4.80331	0
14.121	1	2	1	11.2441	0
14.122	1	1	2	3.39755	0
14.161	1	2	1	3.96618	0
14.162	1	1	2	2.3024	0
14.201	1	2	1	8.80784	0
14.202	1	1	2	2.25217	0
14.241	1	2	1	4.87379	0
14.242	1	1	2	2.99776	0
14.281	1	2	1	1.4495	0
14.282	1	1	2	5.65814	0
14.321	1	2	1	4.12796	0
14.322	1	1	2	4.69341	0
14.361	1	2	1	2.05487	0
14.362	1	1	2	1.84941	0
14.401	1	2	1	3.40033	0
14.402	1	1	2	4.60081	0
14.441	1	2	1	1.64613	0
14.442	1	1	2	4.53273	0
14.481	1	2	1	5.15633	0
14.482	1	1	2	5.11229	0
14.521	1	2	1	5.15996	0
14.522	1	1	2	5.73662	0
14.561	1	2	1	4.03987	0
14.562	1	1	2	3.23641	0
14.601	1	2	1	3.68292	0
14.602	1	1	2	2.58197	0
14.641	1	2	1	5.32181	0
14.642	1	1	2	4.34998	0
14.681	1	2	1	4.275	0
14.682	1	1	2	1.71457	0
14.721	1	2	1	5.12786	0
14.722	1	1	2	3.75846	0
14.761	1	2	1	5.12955	0
14.762	1	1	2	9.25118	0
14.801	1	2	1	2.79231	0
14.802	1	1	2	3.41656	0
14.841	1	2	1	4.15217	0
14.842	1	1	2	2.90397	0
14.881	1	2	1	5.58623	0
14.882	1	1	2	2.71625	0
14.921	1	2	1	1.47712	0
14.922	1	1	2	4.90197	0
14.961	1	2	1	5.2002	0
14.962	1	1	2	4.49538	0
15.001	1	2	1	1.6431	0
15.002	1	1	2	1.6523	0
15.041	1	2	1	5.95931	0
15.042	1	1	2	2.4114	0
15.081	1	2	1	10.9254	0
15.082	1	1	2	3.19193	0
15.121	1	2	1	4.86884	0
15.122	1	1	2	2.47329	0
15.161	1	2	1	2.91244	0
15.162	1	1	2	5.50863	0
15.201	1	2	1	5.82758	0
15.202	1	1	2	12.4984	0
15.241	1	2	1	5.04091	0
15.242	1	1	2	1.17705	0
15.281	1	2	1	10.7886	0
15.282	1	1	2	4.55641	0
15.321	1	2	1	4.76184	0
15.322	1	1	2	3.36787	0
15.361	1	2	1	10.8295	0
15.362	1	1	2	6.0223	0
15.401	1	2	1	0.993174	0
15.402	1	1	2	5.46097	0
15.441	1	2	1	7.29611	0
15.442	1	1	2	3.88947	0
15.481	1	2	1	8.94009	0
15.482	1	1	2	2.84814	0
15.521	1	2	1	6.02894	0
15.522	1	1	2	7.21116	0
15.561	1	2	1	4.73174	0
15.562	1	1	2	6.41458	0
15.601	1	2	1	10.6943	0
15.602	1	1	2	4.7856	0
15.641	1	2	1	4.15321	0
15.642	1	1	2	4.30627	0
15.681	1	2	1	11.2029	0
15.682	1	1	2	2.93267	0
15.721	1	2	1	0.866775	0
15.722	1	1	2	1.55075	0
15.761	1	2	1	7.70264	0
15.762	1	1	2	5.41516	0
15.801	1	2	1	9.1083	0
15.802	1	1	2	1.96807	0
15.841	1	2	1	5.58441	0
15.842	1	1	2	3.34478	0
15.881	1	2	1	3.52517	0
15.882	1	1	2	10.2389	0
15.921	1	2	1	1.94834	0
15.922	1	1	2	1.61617	0
15.961	1	2	1	2.54389	0
15.962	1	1	2	3.23863	0
16.001	1	2	1	3.3051	0
16.002	1	1	2	4.31799	0
16.041	1	2	1	2.67979	0
16.042	1	1	2	2.15852	0
16.081	1	2	1	2.77254	0
16.082	1	1	2	5.15696	0
16.121	1	2	1	3.86909	0
16.122	1	1	2	3.32256	0
16.161	1	2	1	1.21452	0
16.162	1	1	2	2.92684	0
16.201	1	2	1	2.24068	0
16.202	1	1	2	2.54278	0
16.241	1	2	1	5.20951	0
16.242	1	1	2	3.27241	0
16.281	1	2	1	2.88138	0
16.282	1	1	2	3.07944	0
16.321	1	2	1	4.17483	0
16.322	1	1	2	3.69193	0
16.361	1	2	1	4.14777	0
16.362	1	1	2	5.75013	0
16.401	1	2	1	1.4593	0
16.402	1	1	2	5.39307	0
