% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.000214285	1	1	0	1.91323e-14	40.3344	0
0.000214285	1	2	0	1.27004e-13	267.748	0
0.00121429	1	1	0	3.49404e-14	73.6608	0
0.00121429	1	2	0	3.1331e-13	660.515	0
0.00221428	1	1	0	3.63402e-14	76.6119	0
0.00221428	1	2	0	3.1105e-13	655.751	0
0.00321428	1	1	0	3.79824e-14	80.074	0
0.00321428	1	2	0	3.07723e-13	648.736	0
0.00421428	1	1	0	3.98679e-14	84.0489	0
0.00421428	1	2	0	3.03385e-13	639.591	0
0.00521428	1	1	0	4.19702e-14	88.4809	0
0.00521428	1	2	0	2.98028e-13	628.298	0
0.00621428	1	1	0	4.42725e-14	93.3346	0
0.00621428	1	2	0	2.91673e-13	614.9	0
0.00721428	1	1	0	4.67835e-14	98.6282	0
0.00721428	1	2	0	2.84277e-13	599.308	0
0.00821428	1	1	0	4.94962e-14	104.347	0
0.00821428	1	2	0	2.75954e-13	581.763	0
0.00921428	1	1	0	5.23982e-14	110.465	0
0.00921428	1	2	0	2.66853e-13	562.575	0
0.0102143	1	1	0	5.54702e-14	116.941	0
0.0102143	1	2	0	2.57061e-13	541.932	0
0.0112143	1	1	0	5.8666e-14	123.679	0
0.0112143	1	2	0	2.46674e-13	520.035	0
0.0122143	1	1	0	6.19949e-14	130.697	0
0.0122143	1	2	0	2.35784e-13	497.077	0
0.0132143	1	1	0	6.54422e-14	137.964	0
0.0132143	1	2	0	2.24467e-13	473.218	0
0.0142143	1	1	0	6.89853e-14	145.434	0
0.0142143	1	2	0	2.12936e-13	448.908	0
0.0152143	1	1	0	7.25978e-14	153.05	0
0.0152143	1	2	0	2.01327e-13	424.434	0
0.0162143	1	1	0	7.62122e-14	160.669	0
0.0162143	1	2	0	1.8978e-13	400.092	0
0.0172143	1	1	0	7.98535e-14	168.346	0
0.0172143	1	2	0	1.78425e-13	376.152	0
0.0182143	1	1	0	8.35154e-14	176.066	0
0.0182143	1	2	0	1.67336e-13	352.776	0
0.0192143	1	1	0	8.71782e-14	183.788	0
0.0192143	1	2	0	1.56765e-13	330.489	0
0.0202143	1	1	0	9.08139e-14	191.453	0
0.0202143	1	2	0	1.46864e-13	309.616	0
0.0212143	1	1	2	9.435e-14	198.907	0
0.0212143	1	2	1	1.37771e-13	290.447	0
0.0222143	1	1	2	9.78075e-14	206.196	0
0.0222143	1	2	1	1.29619e-13	273.262	0
0.0232143	1	1	2	1.01189e-13	213.325	0
0.0232143	1	2	1	1.22458e-13	258.164	0
0.0242143	1	1	2	1.04485e-13	220.274	0
0.0242143	1	2	1	1.16472e-13	245.545	0
0.0252143	1	1	2	1.0769e-13	227.031	0
0.0252143	1	2	1	1.11765e-13	235.621	0
0.0262143	1	1	2	1.10761e-13	233.504	0
