% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
1629	1	2	1	0	0	173	0	1	1	0
1630	1	2	1	0	0	173	0	1	1	0
1631	1	2	1	0	0	173	0	1	1	0
1632	1	2	1	0	0	173	0	1	1	0
1633	1	2	1	0	0	173	0	1	1	0
1634	1	2	1	0	0	173	0	1	1	0
1635	1	2	1	0	0	173	0	1	1	0
1636	1	2	1	0	0	173	0	1	1	0
1637	1	2	1	0	0	173	0	1	1	0
1638	1	2	1	0	0	173	0	1	1	0
1639	1	2	1	0	0	173	0	1	1	0
1640	1	2	1	0	0	173	0	1	1	0
1641	1	2	1	0	0	173	0	1	1	0
1642	1	2	1	0	0	173	0	1	1	0
1643	1	2	1	0	0	173	0	1	1	0
1644	1	2	1	0	0	173	0	1	1	0
1645	1	2	1	0	0	173	0	1	1	0
1646	1	2	1	0	0	173	0	1	1	0
1648	1	2	1	0	0	173	0	1	0	0
1648	1	1	2	0	4	453	0	1	1	0
1649	1	2	1	0	0	173	0	1	0	0
1649	1	1	2	0	4	453	0	1	1	0
1665	1	2	1	0	0	173	0	1	1	0
1665	1	1	2	0	4	453	0	1	1	0
1677	1	2	1	0	0	173	0	1	1	0
1677	1	1	2	0	4	453	0	1	1	0
1685	1	2	1	0	0	173	0	1	1	0
1685	1	1	2	0	4	453	0	1	0	0
1697	1	2	1	0	0	173	0	1	1	0
1698	1	2	1	0	0	173	0	1	1	0
1699	1	2	1	0	0	173	0	1	1	0
1700	1	2	1	0	0	173	0	1	1	0
1701	1	2	1	0	0	173	0	1	1	0
1702	1	2	1	0	0	173	0	1	1	0
1703	1	2	1	0	0	173	0	1	1	0
1704	1	2	1	0	0	173	0	1	1	0
1705	1	2	1	0	0	173	0	1	1	0
1706	1	2	1	0	0	173	0	1	1	0
1707	1	2	1	0	0	173	0	1	1	0
1708	1	2	1	0	0	173	0	1	1	0
1709	1	2	1	0	0	173	0	1	1	0
1713	1	2	1	0	0	173	0	1	1	0
1717	1	2	1	0	0	173	0	1	1	0
1720	1	2	1	0	0	173	0	1	1	0
1767	1	2	1	0	2	277	0	1	1	0
1768	1	2	1	0	2	277	0	1	1	0
1768	1	1	2	0	4	453	0	1	1	0
1769	1	2	1	0	2	277	0	1	1	0
1769	1	1	2	0	4	453	0	1	1	0
1770	1	2	1	0	2	277	0	1	1	0
1770	1	1	2	0	4	453	0	1	1	0
1771	1	2	1	0	2	277	0	1	1	0
1771	1	1	2	0	4	453	0	1	0	0
1772	1	2	1	0	2	277	0	1	1	0
1772	1	1	2	0	4	453	0	1	0	0
1773	1	2	1	0	2	277	0	1	1	0
1773	1	1	2	0	4	453	0	1	0	0
1774	1	2	1	0	2	573	0	1	1	0
1775	1	2	1	0	2	573	0	1	1	0
1776	1	2	1	0	2	573	0	1	1	0
1777	1	2	1	0	2	573	0	1	1	0
1779	1	2	1	0	2	573	0	1	1	0
1787	1	2	1	0	2	573	0	1	1	0
1798	1	1	2	0	4	903	0	1	1	0
1817	1	2	1	0	0	173	0	1	1	0
1817	1	1	2	0	0	173	0	1	1	0
1818	1	2	1	0	0	173	0	1	1	0
1818	1	1	2	0	0	173	0	1	1	0
1819	1	2	1	0	0	173	0	1	1	0
1819	1	1	2	0	0	173	0	1	1	0
1820	1	2	1	0	0	173	0	1	1	0
1820	1	1	2	0	0	173	0	1	1	0
1821	1	2	1	0	0	173	0	1	1	0
1821	1	1	2	0	0	173	0	1	1	0
1822	1	2	1	0	0	173	0	1	1	0
1822	1	1	2	0	0	173	0	1	1	0
1823	1	2	1	0	0	173	0	1	1	0
1823	1	1	2	0	0	173	0	1	1	0
1824	1	2	1	0	0	173	0	1	1	0
1824	1	1	2	0	0	173	0	1	1	0
1825	1	2	1	0	0	173	0	1	1	0
1825	1	1	2	0	0	173	0	1	1	0
1826	1	2	1	0	0	173	0	1	1	0
1826	1	1	2	0	0	173	0	1	1	0
1827	1	2	1	0	0	173	0	1	1	0
1827	1	1	2	0	0	173	0	1	1	0
1828	1	2	1	0	0	173	0	1	1	0
1828	1	1	2	0	0	173	0	1	1	0
1829	1	2	1	0	0	173	0	1	1	0
1829	1	1	2	0	0	173	0	1	1	0
1830	1	2	1	0	0	173	0	1	1	0
1830	1	1	2	0	0	173	0	1	1	0
1831	1	2	1	0	0	173	0	1	1	0
1831	1	1	2	0	0	173	0	1	1	0
1832	1	2	1	0	0	173	0	1	1	0
1832	1	1	2	0	0	173	0	1	1	0
1833	1	2	1	0	0	173	0	1	1	0
1833	1	1	2	0	0	173	0	1	0	0
1834	1	2	1	0	0	173	0	1	1	0
1834	1	1	2	0	0	173	0	1	0	0
1835	1	2	1	0	0	173	0	1	1	0
1835	1	1	2	0	0	173	0	1	0	0
1836	1	2	1	0	0	173	0	1	1	0
1836	1	1	2	0	0	173	0	1	0	0
1837	1	2	1	0	0	173	0	1	1	0
1837	1	1	2	0	0	173	0	1	0	0
1838	1	2	1	0	0	173	0	1	1	0
1838	1	1	2	0	0	173	0	1	0	0
1846	1	2	1	0	0	173	0	1	1	0
1846	1	1	2	0	0	173	0	1	0	0
1863	1	2	1	0	4	453	0	1	1	0
1866	1	2	1	0	4	453	0	1	1	0
1868	1	2	1	0	4	453	0	1	1	0
1870	1	2	1	0	4	453	0	1	1	0
1873	1	2	1	0	4	453	0	1	1	0
1876	1	2	1	0	4	453	0	1	1	0
1878	1	2	1	0	4	453	0	1	1	0
1880	1	2	1	0	4	453	0	1	1	0
1883	1	2	1	0	4	453	0	1	1	0
1928	1	1	2	0	2	277	0	1	1	0
1929	1	1	2	0	2	277	0	1	1	0
1930	1	1	2	0	2	277	0	1	1	0
1931	1	1	2	0	2	277	0	1	1	0
1932	1	1	2	0	2	277	0	1	1	0
1933	1	1	2	0	2	277	0	1	1	0
1934	1	1	2	0	2	277	0	1	1	0
1935	1	1	2	0	2	277	0	1	1	0
1936	1	1	2	0	2	277	0	1	1	0
1937	1	1	2	0	2	277	0	1	1	0
1938	1	1	2	0	2	277	0	1	1	0
1939	1	1	2	0	2	277	0	1	1	0
1940	1	1	2	0	2	277	0	1	1	0
1941	1	1	2	0	2	277	0	1	1	0
1942	1	1	2	0	2	277	0	1	1	0
1943	1	1	2	0	2	277	0	1	1	0
1966	1	1	2	0	2	277	0	1	1	0
1967	1	2	1	0	2	277	0	1	1	0
1967	1	1	2	0	2	277	0	1	1	0
1968	1	2	1	0	2	277	0	1	1	0
1968	1	1	2	0	4	453	0	1	1	0
1969	1	2	1	0	0	349	0	1	1	0
1970	1	2	1	0	0	349	0	1	1	0
1971	1	2	1	0	2	277	0	1	1	0
1971	1	1	2	0	4	453	0	1	0	0
1972	1	2	1	0	2	277	0	1	1	0
1972	1	1	2	0	4	453	0	1	0	0
1973	1	2	1	0	2	277	0	1	1	0
1973	1	1	2	0	4	453	0	1	0	0
1974	1	2	1	0	0	349	0	1	1	0
1975	1	2	1	0	0	349	0	1	1	0
1976	1	2	1	0	0	349	0	1	1	0
1977	1	2	1	0	0	349	0	1	1	0
1984	1	2	1	0	2	277	0	1	0	0
1984	1	1	2	0	4	453	0	1	1	0
1985	1	2	1	0	2	277	0	1	0	0
1985	1	1	2	0	4	453	0	1	1	0
1986	1	2	1	0	2	277	0	1	0	0
1986	1	1	2	0	4	453	0	1	1	0
1987	1	2	1	0	2	277	0	1	0	0
1987	1	1	2	0	4	453	0	1	1	0
1988	1	2	1	0	2	277	0	1	0	0
1988	1	1	2	0	4	453	0	1	1	0
1989	1	2	1	0	2	277	0	1	0	0
1989	1	1	2	0	4	453	0	1	1	0
2004	1	2	1	0	2	277	0	1	1	0
2004	1	1	2	0	4	453	0	1	0	0
2005	1	2	1	0	2	277	0	1	0	0
2005	1	1	2	0	4	453	0	1	1	0
2007	1	2	1	0	0	349	0	1	1	0
2007	1	1	2	0	4	453	0	1	1	0
2008	1	2	1	0	0	349	0	1	1	0
2009	1	2	1	0	0	349	0	1	1	0
2010	1	2	1	0	0	349	0	1	1	0
2011	1	2	1	0	0	349	0	1	1	0
2012	1	2	1	0	2	277	0	1	1	0
2012	1	1	2	0	2	277	0	1	0	0
2013	1	2	1	0	0	349	0	1	1	0
2014	1	2	1	0	0	349	0	1	1	0
2015	1	2	1	0	0	349	0	1	1	0
2016	1	2	1	0	0	349	0	1	1	0
2017	1	2	1	0	0	349	0	1	1	0
2018	1	2	1	0	0	349	0	1	1	0
2019	1	2	1	0	0	349	0	1	1	0
2020	1	2	1	0	0	349	0	1	1	0
2032	1	2	1	0	0	349	0	1	1	0
2033	1	2	1	0	2	277	0	1	0	0
2033	1	1	2	0	2	277	0	1	1	0
2034	1	2	1	0	2	277	0	1	0	0
2034	1	1	2	0	2	277	0	1	1	0
2035	1	2	1	0	2	277	0	1	0	0
2035	1	1	2	0	2	277	0	1	1	0
2036	1	1	2	0	2	573	0	1	1	0
2037	1	1	2	0	2	573	0	1	1	0
2038	1	1	2	0	2	573	0	1	1	0
2039	1	2	1	0	0	173	0	1	1	0
2039	1	1	2	0	2	277	0	1	0	0
2040	1	2	1	0	0	173	0	1	1	0
2040	1	1	2	0	2	277	0	1	0	0
2045	1	2	1	0	0	173	0	1	1	0
2045	1	1	2	0	2	277	0	1	0	0
2065	1	2	1	0	6	645	0	1	1	0
2065	1	1	2	0	0	173	0	1	1	0
2083	1	2	1	0	6	645	0	1	1	0
2083	1	1	2	0	0	173	0	1	1	0
2084	1	2	1	0	6	645	0	1	1	0
2084	1	1	2	0	0	173	0	1	1	0
2085	1	2	1	0	6	645	0	1	1	0
2085	1	1	2	0	0	173	0	1	1	0
2086	1	2	1	0	6	645	0	1	1	0
2086	1	1	2	0	0	173	0	1	1	0
2087	1	1	2	0	0	173	0	1	1	0
2128	1	1	2	0	0	173	0	1	1	0
2129	1	1	2	0	0	173	0	1	1	0
2130	1	1	2	0	0	173	0	1	1	0
2132	1	1	2	0	0	173	0	1	1	0
2133	1	1	2	0	0	173	0	1	1	0
2134	1	1	2	0	0	173	0	1	1	0
2135	1	1	2	0	0	173	0	1	1	0
2136	1	1	2	0	0	173	0	1	1	0
2138	1	1	2	0	0	173	0	1	1	0
2248	1	1	2	0	0	173	0	1	1	0
2249	1	1	2	0	0	173	0	1	1	0
2250	1	1	2	0	0	173	0	1	1	0
2251	1	1	2	0	0	173	0	1	1	0
2252	1	1	2	0	0	173	0	1	1	0
2253	1	1	2	0	0	173	0	1	1	0
2254	1	1	2	0	0	173	0	1	1	0
2274	1	1	2	0	0	173	0	1	1	0
2275	1	1	2	0	0	173	0	1	1	0
2276	1	1	2	0	0	173	0	1	1	0
2277	1	1	2	0	0	173	0	1	1	0
2278	1	1	2	0	0	173	0	1	1	0
2327	1	2	1	0	6	645	0	1	1	0
2328	1	2	1	0	6	645	0	1	1	0
2329	1	2	1	0	6	645	0	1	1	0
2330	1	2	1	0	6	645	0	1	1	0
2331	1	2	1	0	6	645	0	1	1	0
2332	1	2	1	0	6	645	0	1	1	0
2333	1	2	1	0	6	645	0	1	1	0
2334	1	2	1	0	6	645	0	1	1	0
2335	1	2	1	0	6	645	0	1	1	0
2355	1	2	1	0	6	645	0	1	1	0
2356	1	2	1	0	6	645	0	1	1	0
2357	1	2	1	0	6	645	0	1	1	0
2358	1	2	1	0	6	645	0	1	1	0
2359	1	2	1	0	6	645	0	1	1	0
2360	1	2	1	0	6	645	0	1	1	0
2407	1	2	1	0	0	173	0	1	1	0
2408	1	2	1	0	0	173	0	1	1	0
2409	1	2	1	0	0	173	0	1	1	0
2410	1	2	1	0	0	173	0	1	1	0
2411	1	2	1	0	0	173	0	1	1	0
2412	1	2	1	0	0	173	0	1	1	0
2413	1	2	1	0	0	173	0	1	1	0
2414	1	2	1	0	0	173	0	1	1	0
2415	1	2	1	0	0	173	0	1	1	0
2416	1	2	1	0	0	173	0	1	1	0
2417	1	2	1	0	0	173	0	1	1	0
2418	1	2	1	0	0	173	0	1	1	0
2419	1	2	1	0	0	173	0	1	1	0
2420	1	2	1	0	0	173	0	1	1	0
2421	1	2	1	0	0	173	0	1	1	0
2422	1	2	1	0	0	173	0	1	1	0
2423	1	2	1	0	0	173	0	1	1	0
2424	1	2	1	0	0	173	0	1	1	0
2425	1	2	1	0	0	173	0	1	1	0
2426	1	2	1	0	0	173	0	1	1	0
2427	1	2	1	0	0	173	0	1	1	0
2428	1	2	1	0	0	173	0	1	1	0
2429	1	2	1	0	0	173	0	1	1	0
2430	1	2	1	0	0	173	0	1	1	0
2431	1	2	1	0	0	173	0	1	1	0
2432	1	2	1	0	0	173	0	1	1	0
2433	1	2	1	0	0	173	0	1	1	0
2434	1	2	1	0	0	173	0	1	1	0
2435	1	2	1	0	0	173	0	1	1	0
2436	1	2	1	0	0	173	0	1	1	0
2437	1	2	1	0	0	173	0	1	1	0
2438	1	2	1	0	0	173	0	1	1	0
2439	1	2	1	0	0	173	0	1	1	0
2527	1	2	1	0	6	645	0	1	1	0
2528	1	2	1	0	6	645	0	1	1	0
2556	1	2	1	0	6	645	0	1	1	0
2576	1	2	1	0	0	173	0	1	1	0
2577	1	2	1	0	0	173	0	1	1	0
2578	1	2	1	0	0	173	0	1	1	0
2579	1	2	1	0	0	173	0	1	1	0
2580	1	2	1	0	0	173	0	1	1	0
2599	1	2	1	0	0	173	0	1	1	0
2608	1	1	2	0	2	573	0	1	1	0
2609	1	1	2	0	2	573	0	1	1	0
2610	1	1	2	0	2	573	0	1	1	0
2611	1	1	2	0	2	573	0	1	1	0
2629	1	2	1	0	0	173	0	1	1	0
2629	1	1	2	0	2	277	0	1	0	0
2630	1	2	1	0	0	173	0	1	1	0
2630	1	1	2	0	2	277	0	1	0	0
2631	1	2	1	0	0	173	0	1	1	0
2631	1	1	2	0	2	277	0	1	0	0
2632	1	2	1	0	0	173	0	1	1	0
2632	1	1	2	0	2	277	0	1	0	0
2633	1	2	1	0	0	173	0	1	1	0
2633	1	1	2	0	2	277	0	1	0	0
2634	1	2	1	0	0	173	0	1	1	0
2634	1	1	2	0	2	277	0	1	0	0
2635	1	2	1	0	0	173	0	1	1	0
2635	1	1	2	0	2	277	0	1	0	0
2639	1	2	1	0	0	173	0	1	1	0
2639	1	1	2	0	2	277	0	1	0	0
2640	1	2	1	0	0	173	0	1	1	0
2640	1	1	2	0	2	277	0	1	0	0
2641	1	2	1	0	0	173	0	1	1	0
2641	1	1	2	0	2	277	0	1	0	0
2642	1	2	1	0	0	173	0	1	1	0
2642	1	1	2	0	2	277	0	1	0	0
2643	1	2	1	0	0	173	0	1	1	0
2643	1	1	2	0	2	277	0	1	0	0
2644	1	2	1	0	0	173	0	1	1	0
2644	1	1	2	0	2	277	0	1	0	0
2687	1	2	1	0	4	453	0	1	1	0
2688	1	2	1	0	4	453	0	1	1	0
2688	1	1	2	0	2	277	0	1	1	0
2689	1	2	1	0	4	453	0	1	1	0
2689	1	1	2	0	2	277	0	1	1	0
2690	1	2	1	0	4	453	0	1	1	0
2690	1	1	2	0	2	277	0	1	1	0
2691	1	2	1	0	4	453	0	1	1	0
2691	1	1	2	0	2	277	0	1	1	0
2692	1	2	1	0	4	453	0	1	1	0
2692	1	1	2	0	2	277	0	1	1	0
2696	1	2	1	0	2	573	0	1	1	0
2703	1	2	1	0	2	277	0	1	1	0
2704	1	2	1	0	2	277	0	1	1	0
2706	1	2	1	0	2	277	0	1	1	0
2733	1	1	2	0	2	277	0	1	1	0
2734	1	1	2	0	2	277	0	1	1	0
2735	1	1	2	0	2	277	0	1	1	0
2736	1	1	2	0	2	277	0	1	1	0
2737	1	1	2	0	2	277	0	1	1	0
2767	1	1	2	0	2	277	0	1	1	0
2808	1	1	2	0	4	453	0	1	1	0
2887	1	2	1	0	0	173	0	1	1	0
2888	1	2	1	0	0	173	0	1	1	0
2888	1	1	2	0	2	277	0	1	1	0
2889	1	2	1	0	0	349	0	1	1	0
2890	1	2	1	0	0	349	0	1	1	0
2891	1	2	1	0	0	349	0	1	1	0
2892	1	2	1	0	0	349	0	1	1	0
2893	1	2	1	0	0	349	0	1	1	0
2894	1	2	1	0	0	349	0	1	1	0
2895	1	2	1	0	0	349	0	1	1	0
2896	1	2	1	0	0	349	0	1	1	0
2897	1	2	1	0	0	349	0	1	1	0
2898	1	2	1	0	0	349	0	1	1	0
2968	1	1	2	0	2	277	0	1	1	0
3048	1	1	2	0	2	277	0	1	1	0
3059	1	1	2	0	2	277	0	1	1	0
3079	1	1	2	0	2	277	0	1	1	0
3097	1	1	2	0	6	645	0	1	1	0
3111	1	1	2	0	6	645	0	1	1	0
3131	1	2	1	0	4	453	0	1	1	0
3132	1	2	1	0	4	453	0	1	1	0
3133	1	2	1	0	4	453	0	1	1	0
3134	1	2	1	0	4	453	0	1	1	0
3135	1	2	1	0	4	453	0	1	1	0
3136	1	2	1	0	4	453	0	1	1	0
3137	1	2	1	0	4	453	0	1	1	0
3138	1	2	1	0	4	453	0	1	1	0
3139	1	2	1	0	4	453	0	1	1	0
3149	1	2	1	0	4	453	0	1	1	0
3180	1	2	1	0	2	277	0	1	1	0
3181	1	2	1	0	2	277	0	1	1	0
3182	1	2	1	0	2	277	0	1	1	0
3183	1	2	1	0	2	277	0	1	1	0
3184	1	2	1	0	2	277	0	1	1	0
3185	1	2	1	0	2	277	0	1	1	0
3186	1	2	1	0	2	277	0	1	1	0
3187	1	2	1	0	2	277	0	1	1	0
3188	1	2	1	0	2	277	0	1	1	0
3189	1	2	1	0	2	277	0	1	1	0
3190	1	2	1	0	2	277	0	1	1	0
3191	1	2	1	0	2	277	0	1	1	0
3192	1	2	1	0	2	277	0	1	1	0
3193	1	2	1	0	2	277	0	1	1	0
3200	1	2	1	0	2	277	0	1	1	0
3206	1	2	1	0	2	277	0	1	1	0
3248	1	1	2	0	2	277	0	1	1	0
3267	1	1	2	0	2	277	0	1	1	0
3287	1	2	1	0	2	573	0	1	1	0
3288	1	2	1	0	2	573	0	1	1	0
3289	1	2	1	0	2	573	0	1	1	0
3290	1	2	1	0	2	573	0	1	1	0
3291	1	2	1	0	2	573	0	1	1	0
3292	1	2	1	0	2	573	0	1	1	0
3293	1	2	1	0	2	573	0	1	1	0
3299	1	2	1	0	2	277	0	1	1	0
3300	1	2	1	0	2	277	0	1	1	0
3320	1	2	1	0	2	277	0	1	1	0
3327	1	2	1	0	4	453	0	1	1	0
3332	1	2	1	0	4	453	0	1	1	0
3336	1	2	1	0	4	453	0	1	1	0
3337	1	2	1	0	4	453	0	1	1	0
3338	1	2	1	0	4	453	0	1	1	0
3339	1	2	1	0	4	453	0	1	1	0
3340	1	2	1	0	4	453	0	1	1	0
3341	1	2	1	0	4	453	0	1	1	0
3342	1	2	1	0	4	453	0	1	1	0
3343	1	2	1	0	4	453	0	1	1	0
3344	1	2	1	0	4	453	0	1	1	0
3351	1	2	1	0	4	453	0	1	1	0
3352	1	2	1	0	4	453	0	1	1	0
3361	1	2	1	0	4	453	0	1	1	0
3368	1	1	2	0	0	173	0	1	1	0
3369	1	1	2	0	0	173	0	1	1	0
3396	1	1	2	0	0	173	0	1	1	0
3407	1	2	1	0	2	573	0	1	1	0
3408	1	2	1	0	2	573	0	1	1	0
3409	1	2	1	0	2	573	0	1	1	0
3410	1	2	1	0	2	573	0	1	1	0
3411	1	2	1	0	2	573	0	1	1	0
3412	1	2	1	0	2	573	0	1	1	0
3413	1	2	1	0	2	573	0	1	1	0
3414	1	2	1	0	2	573	0	1	1	0
3415	1	2	1	0	2	573	0	1	1	0
3428	1	2	1	0	2	277	0	1	1	0
3444	1	2	1	0	2	277	0	1	1	0
3445	1	2	1	0	2	277	0	1	1	0
3454	1	1	2	0	2	277	0	1	1	0
3479	1	1	2	0	2	277	0	1	1	0
3528	1	1	2	0	0	173	0	1	1	0
3529	1	1	2	0	0	173	0	1	1	0
3557	1	1	2	0	0	173	0	1	1	0
3608	1	1	2	0	2	277	0	1	1	0
3609	1	1	2	0	2	277	0	1	1	0
3637	1	1	2	0	2	277	0	1	1	0
3688	1	1	2	0	4	453	0	1	1	0
3768	1	1	2	0	2	277	0	1	1	0
3769	1	1	2	0	2	277	0	1	1	0
3797	1	1	2	0	2	277	0	1	1	0
3848	1	1	2	0	4	453	0	1	1	0
3849	1	1	2	0	4	453	0	1	1	0
3877	1	1	2	0	4	453	0	1	1	0
3928	1	1	2	0	0	173	0	1	1	0
3929	1	1	2	0	0	173	0	1	1	0
3957	1	1	2	0	0	173	0	1	1	0
4008	1	1	2	0	0	173	0	1	1	0
4087	1	2	1	0	0	173	0	1	1	0
4088	1	2	1	0	0	173	0	1	1	0
4089	1	2	1	0	0	173	0	1	1	0
4090	1	2	1	0	0	173	0	1	1	0
4091	1	2	1	0	0	173	0	1	1	0
4092	1	2	1	0	0	173	0	1	1	0
4093	1	2	1	0	0	173	0	1	1	0
4094	1	2	1	0	0	173	0	1	1	0
4095	1	2	1	0	0	173	0	1	1	0
4096	1	2	1	0	0	173	0	1	1	0
4097	1	2	1	0	0	173	0	1	1	0
4098	1	2	1	0	0	173	0	1	1	0
4099	1	2	1	0	0	173	0	1	1	0
4100	1	2	1	0	0	173	0	1	1	0
4101	1	2	1	0	0	173	0	1	1	0
4102	1	2	1	0	0	173	0	1	1	0
4103	1	2	1	0	0	173	0	1	1	0
4104	1	2	1	0	0	173	0	1	1	0
4105	1	2	1	0	0	173	0	1	1	0
4106	1	2	1	0	0	173	0	1	1	0
4107	1	2	1	0	0	173	0	1	1	0
4108	1	2	1	0	0	173	0	1	1	0
4109	1	2	1	0	0	173	0	1	1	0
4110	1	2	1	0	0	173	0	1	1	0
4111	1	2	1	0	0	173	0	1	1	0
4112	1	2	1	0	0	173	0	1	1	0
4113	1	2	1	0	0	173	0	1	1	0
4114	1	2	1	0	0	173	0	1	1	0
4115	1	2	1	0	0	173	0	1	1	0
4116	1	2	1	0	0	173	0	1	1	0
4117	1	2	1	0	0	173	0	1	1	0
4118	1	2	1	0	0	173	0	1	1	0
4119	1	2	1	0	0	173	0	1	1	0
4120	1	2	1	0	0	173	0	1	1	0
4121	1	2	1	0	0	173	0	1	1	0
4122	1	2	1	0	0	173	0	1	1	0
4123	1	2	1	0	0	173	0	1	1	0
4124	1	2	1	0	0	173	0	1	1	0
4125	1	2	1	0	0	173	0	1	1	0
4128	1	1	2	0	0	173	0	1	1	0
4139	1	1	2	0	0	173	0	1	1	0
4177	1	1	2	0	2	277	0	1	1	0
4226	1	2	1	0	2	277	0	1	1	0
4226	1	1	2	0	4	453	0	1	1	0
4227	1	2	1	0	2	277	0	1	1	0
4227	1	1	2	0	4	453	0	1	0	0
4228	1	2	1	0	2	277	0	1	1	0
4228	1	1	2	0	4	453	0	1	0	0
4275	1	1	2	0	0	173	0	1	1	0
4324	1	1	2	0	0	173	0	1	1	0
4325	1	1	2	0	0	173	0	1	1	0
4327	1	2	1	0	0	349	0	1	1	0
4327	1	1	2	0	0	173	0	1	1	0
4328	1	2	1	0	0	349	0	1	1	0
4329	1	2	1	0	0	349	0	1	1	0
4330	1	2	1	0	0	349	0	1	1	0
4331	1	2	1	0	0	349	0	1	1	0
4332	1	2	1	0	0	349	0	1	1	0
4333	1	2	1	0	0	349	0	1	1	0
4334	1	2	1	0	0	349	0	1	1	0
4335	1	2	1	0	0	349	0	1	1	0
4336	1	2	1	0	0	349	0	1	1	0
4337	1	2	1	0	0	349	0	1	1	0
4338	1	2	1	0	0	349	0	1	1	0
4339	1	2	1	0	0	349	0	1	1	0
4340	1	2	1	0	0	349	0	1	1	0
4341	1	2	1	0	0	349	0	1	1	0
4342	1	2	1	0	0	349	0	1	1	0
4343	1	2	1	0	0	349	0	1	1	0
4344	1	2	1	0	0	349	0	1	1	0
4407	1	2	1	0	4	453	0	1	1	0
4408	1	2	1	0	4	453	0	1	1	0
4409	1	2	1	0	4	453	0	1	1	0
4413	1	2	1	0	4	453	0	1	1	0
4438	1	2	1	0	4	453	0	1	1	0
4440	1	2	1	0	4	453	0	1	1	0
4488	1	1	2	0	0	173	0	1	1	0
4489	1	1	2	0	0	173	0	1	1	0
4728	1	1	2	0	0	173	0	1	1	0
4729	1	1	2	0	0	173	0	1	1	0
4738	1	1	2	0	0	173	0	1	1	0
4758	1	1	2	0	0	173	0	1	1	0
4777	1	1	2	0	2	277	0	1	1	0
4927	1	2	1	0	2	277	0	1	1	0
4928	1	2	1	0	2	277	0	1	1	0
4929	1	2	1	0	2	277	0	1	1	0
4930	1	2	1	0	2	277	0	1	1	0
4931	1	2	1	0	2	277	0	1	1	0
4932	1	2	1	0	2	277	0	1	1	0
4933	1	2	1	0	2	277	0	1	1	0
4934	1	2	1	0	2	277	0	1	1	0
4935	1	2	1	0	2	277	0	1	1	0
4936	1	2	1	0	2	277	0	1	1	0
4937	1	2	1	0	2	277	0	1	1	0
4938	1	2	1	0	2	277	0	1	1	0
4939	1	2	1	0	2	277	0	1	1	0
4940	1	2	1	0	2	277	0	1	1	0
4941	1	2	1	0	2	277	0	1	1	0
4942	1	2	1	0	2	277	0	1	1	0
4943	1	2	1	0	2	277	0	1	1	0
4963	1	2	1	0	2	277	0	1	1	0
4964	1	2	1	0	2	277	0	1	1	0
5007	1	2	1	0	4	453	0	1	1	0
5008	1	2	1	0	4	453	0	1	1	0
5009	1	2	1	0	4	453	0	1	1	0
5010	1	2	1	0	4	453	0	1	1	0
5011	1	2	1	0	4	453	0	1	1	0
5012	1	2	1	0	4	453	0	1	1	0
5013	1	2	1	0	4	453	0	1	1	0
5014	1	2	1	0	4	453	0	1	1	0
5015	1	2	1	0	4	453	0	1	1	0
5037	1	2	1	0	4	453	0	1	1	0
5038	1	2	1	0	4	453	0	1	1	0
5039	1	2	1	0	4	453	0	1	1	0
5040	1	2	1	0	4	453	0	1	1	0
5041	1	2	1	0	4	453	0	1	1	0
