% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
1	2	1	1	2	3	292	439172	292	439172	0.00755476	0.00414937	0.00301926	0.0169453	1504.01	120.458	54	1514	
1	2	1	2	1	3	345	220276	345	220276	0.00365342	0.000890201	0.00300937	0.0070318	638.481	588.355	50	1519	
2	3	1	1	2	3	255	386070	255	386070	0.00653709	0.00264585	0.00303195	0.0129947	1514	0	1514	1514	
2	3	1	2	1	3	332	190955	332	190955	0.00363209	0.00132335	0.00301522	0.010064	575.166	656.727	57	1524	
3	4	1	1	2	3	118	178652	118	178652	0.00408412	0.00150603	0.00301952	0.0100443	1514	0	1514	1514	
3	4	1	2	1	3	220	113337	220	113337	0.00308049	0.000336667	0.00301267	0.00804728	515.168	641.464	61	1532	
4	5	1	1	2	3	67	101438	67	101438	0.00366465	0.000738371	0.00301952	0.00704439	1514	0	1514	1514	
4	5	1	2	1	3	168	87842	168	87842	0.00372068	0.0054151	0.00301682	0.0570539	522.869	676.887	69	1538	
5	6	1	1	2	3	53	80242	53	80242	0.00340478	0.000471984	0.00301952	0.00403195	1514	0	1514	1514	
5	6	1	2	1	3	144	89172	143	87622	0.00353724	0.00147795	0.00302713	0.012068	612.741	703.962	77	1550	
6	7	1	1	2	3	89	134746	78	118092	0.00384931	0.000760927	0.00301952	0.0059698	1514	0	1514	1514	
6	7	1	2	1	3	118	63988	119	65538	0.00319889	0.000536873	0.00301215	0.00704202	550.739	647.971	89	1552	
7	8	1	1	2	3	129	195306	140	211960	0.00413767	0.000852583	0.00301952	0.00698223	1514	0	1514	1514	
7	8	1	2	1	3	121	65899	121	65899	0.00336304	0.00153745	0.00302455	0.0180678	544.62	625.831	89	1552	
8	9	1	1	2	3	99	149886	99	149886	0.00521673	0.00239687	0.00301952	0.0110444	1514	0	1514	1514	
8	9	1	2	1	3	718	408479	712	403299	0.00352309	0.001592	0.00300583	0.0110427	566.431	665.404	93	1596	
9	10	1	1	2	3	94	142316	94	142316	0.00394205	0.00105984	0.00301752	0.00704425	1514	0	1514	1514	
9	10	1	2	1	3	619	350955	625	356135	0.00325884	0.00110307	0.00302206	0.0280677	569.816	669.014	133	1596	
10	11	1	1	2	3	209	316426	209	316426	0.00445037	0.00178691	0.00301952	0.0100444	1514	0	1514	1514	
10	11	1	2	1	3	248	139564	248	139564	0.00329119	0.00157273	0.00301337	0.0230458	562.758	666.691	133	1596	
11	12	1	1	2	3	183	277062	183	277062	0.00468004	0.00170547	0.00301939	0.0100434	1514	0	1514	1514	
11	12	1	2	1	3	523	291488	523	291488	0.00392649	0.00910527	0.00302435	0.117062	557.338	663.504	133	1596	
12	13	1	1	2	3	121	183194	121	183194	0.00430116	0.00105228	0.00301952	0.00604439	1514	0	1514	1514	
12	13	1	2	1	3	170	113789	170	113789	0.00314713	0.00038911	0.00302618	0.00703917	669.347	703.738	133	1596	
13	14	1	1	2	3	149	225586	149	225586	0.00416726	0.00116243	0.00301939	0.00889521	1514	0	1514	1514	
13	14	1	2	1	3	509	299770	509	299770	0.00346263	0.00348791	0.0030095	0.0540662	588.939	634.219	133	1596	
14	15	1	1	2	3	91	137774	91	137774	0.00449014	0.00194083	0.00303195	0.0100444	1514	0	1514	1514	
14	15	1	2	1	3	202	118527	202	118527	0.00370766	0.00327893	0.00301284	0.0410481	586.767	674.59	133	1596	
15	16	1	1	2	3	128	193792	128	193792	0.00417234	0.000923095	0.00301952	0.00601952	1514	0	1514	1514	
15	16	1	2	1	3	244	148473	240	147941	0.00332855	0.00115726	0.00301254	0.0140651	616.421	603.25	133	1596	
16	17	1	1	2	3	47	71158	47	71158	0.00362296	0.000724211	0.00303195	0.00504439	1514	0	1514	1514	
16	17	1	2	1	3	147	92241	151	92773	0.00323179	0.000575696	0.00302538	0.00606591	614.391	654.204	133	1596	
17	18	1	1	2	3	47	71158	47	71158	0.00355831	0.000568719	0.00301952	0.00499466	1514	0	1514	1514	
17	18	1	2	1	3	291	169276	291	169276	0.0033563	0.00177815	0.00301758	0.0250664	581.704	638.138	133	1596	
18	19	1	1	2	3	124	187736	124	187736	0.00387992	0.000806158	0.00301952	0.0059698	1514	0	1514	1514	
18	19	1	2	1	3	275	167422	275	167422	0.00326239	0.000662437	0.0030175	0.00706195	608.807	626.463	133	1595	
19	20	1	1	2	3	83	125662	83	125662	0.00422718	0.00116988	0.00301952	0.00801939	1514	0	1514	1514	
19	20	1	2	1	3	206	126150	206	126150	0.0032614	0.00114676	0.00300788	0.0180634	612.379	612.796	133	1596	
20	21	1	1	2	3	48	72672	48	72672	0.00397127	0.00227589	0.00301952	0.0120071	1514	0	1514	1514	
20	21	1	2	1	3	249	152466	249	152466	0.00335847	0.00215303	0.00302863	0.0260648	612.313	667.519	133	1596	
21	22	1	1	2	3	68	102952	68	102952	0.00365247	0.000689483	0.00301939	0.0059698	1514	0	1514	1514	
21	22	1	2	1	3	215	124526	215	124526	0.00342208	0.00211969	0.00302478	0.0300656	579.191	660.341	133	1596	
22	23	1	1	2	3	52	78728	52	78728	0.00382181	0.00165861	0.00301952	0.0100444	1514	0	1514	1514	
22	23	1	2	1	3	121	69547	121	69547	0.00323425	0.000474976	0.00302144	0.00604028	574.769	618.518	133	1596	
23	24	1	1	2	3	46	69644	46	69644	0.0033779	0.000509089	0.00301952	0.00498223	1514	0	1514	1514	
23	24	1	2	1	3	198	121735	198	121735	0.00319506	0.00043468	0.00301169	0.00606619	614.823	624.563	133	1595	
24	25	1	1	2	3	80	121120	80	121120	0.00389977	0.000914968	0.00301952	0.00694419	1514	0	1514	1514	
24	25	1	2	1	3	101	63659	101	63659	0.00350117	0.0022616	0.00300251	0.0190648	630.287	673.408	133	1596	
25	26	1	1	2	3	173	261922	173	261922	0.00435791	0.00106623	0.00303195	0.00787035	1514	0	1514	1514	
25	26	1	2	1	3	433	250328	433	250328	0.00397129	0.00702606	0.00301449	0.0870634	578.125	622.742	133	1596	
