% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
5110	1	2	1	2	0	22	2769	1	0	1	0
5110	1	2	1	2	1	22	2769	1	0	1	0
5112	1	1	2	2	0	22	2769	0	1	0	0
5112	1	1	2	2	1	22	2769	0	1	0	0
5112	1	2	1	2	0	20	2385	1	0	1	0
5112	1	2	1	2	1	20	2385	1	0	1	0
5118	1	1	2	2	0	20	4904	0	1	1	0
5118	1	1	2	2	1	20	4904	0	1	1	0
5118	1	2	1	2	0	18	1980	0	1	1	0
5118	1	2	1	2	1	18	1980	0	1	1	0
5127	1	1	2	2	0	14	1527	0	1	1	0
5127	1	1	2	2	1	14	1527	0	1	1	0
5127	1	2	1	2	0	20	2385	0	1	1	0
5127	1	2	1	2	1	20	2385	0	1	1	0
5128	1	1	2	2	0	14	3182	0	1	1	0
5128	1	1	2	2	1	14	3182	0	1	1	0
5129	1	1	2	2	0	14	1527	0	1	1	0
5129	1	1	2	2	1	14	1527	0	1	1	0
5129	1	2	1	2	0	20	2385	0	1	1	0
5129	1	2	1	2	1	20	2385	0	1	1	0
5131	1	1	2	2	0	14	1527	0	1	1	0
5131	1	1	2	2	1	14	1527	0	1	1	0
5131	1	2	1	2	0	18	1980	0	1	1	0
5131	1	2	1	2	1	18	1980	0	1	1	0
5132	1	1	2	2	0	16	3822	0	1	1	0
5132	1	1	2	2	1	16	3822	0	1	1	0
5135	1	1	2	2	0	16	3822	0	1	1	0
5135	1	1	2	2	1	16	3822	0	1	1	0
5142	1	1	2	2	0	18	1980	0	1	1	0
5142	1	1	2	2	1	18	1980	0	1	1	0
5142	1	2	1	2	0	16	1836	0	1	1	0
5142	1	2	1	2	1	16	1836	0	1	1	0
5155	1	1	2	2	0	18	4107	0	1	1	0
5155	1	1	2	2	1	18	4107	0	1	1	0
5160	1	1	2	2	0	18	4107	0	1	1	0
5160	1	1	2	2	1	18	4107	0	1	1	0
5161	1	1	2	2	0	18	4107	0	1	1	0
5161	1	1	2	2	1	18	4107	0	1	1	0
5162	1	1	2	2	0	20	4904	0	1	1	0
5162	1	1	2	2	1	20	4904	0	1	1	0
5163	1	1	2	2	0	20	2385	0	1	1	0
5163	1	1	2	2	1	20	2385	0	1	1	0
5163	1	2	1	2	0	16	1836	0	1	1	0
5163	1	2	1	2	1	16	1836	0	1	1	0
5164	1	1	2	2	0	20	2385	0	1	1	0
5164	1	1	2	2	1	20	2385	0	1	1	0
5164	1	2	1	2	0	16	1836	0	1	1	0
5164	1	2	1	2	1	16	1836	0	1	1	0
5165	1	1	2	2	0	20	2385	0	1	1	0
5165	1	1	2	2	1	20	2385	0	1	1	0
5165	1	2	1	2	0	16	1836	0	1	1	0
5165	1	2	1	2	1	16	1836	0	1	1	0
5166	1	1	2	2	0	20	2385	0	1	1	0
5166	1	1	2	2	1	20	2385	0	1	1	0
5166	1	2	1	2	0	18	1980	0	1	1	0
5166	1	2	1	2	1	18	1980	0	1	1	0
5167	1	1	2	2	0	20	2385	0	1	1	0
5167	1	1	2	2	1	20	2385	0	1	1	0
5167	1	2	1	2	0	18	1980	0	1	1	0
5167	1	2	1	2	1	18	1980	0	1	1	0
5168	1	1	2	2	0	22	2769	0	1	1	0
5168	1	1	2	2	1	22	2769	0	1	1	0
5168	1	2	1	2	0	18	1980	0	1	1	0
5168	1	2	1	2	1	18	1980	0	1	1	0
5169	1	1	2	2	0	22	2769	0	1	1	0
5169	1	1	2	2	1	22	2769	0	1	1	0
5169	1	2	1	2	0	18	1980	0	1	1	0
5169	1	2	1	2	1	18	1980	0	1	1	0
5170	1	1	2	2	0	22	2769	0	1	1	0
5170	1	1	2	2	1	22	2769	0	1	1	0
5170	1	2	1	2	0	18	1980	0	1	1	0
5170	1	2	1	2	1	18	1980	0	1	1	0
5171	1	2	1	2	0	18	4107	0	1	1	0
5171	1	2	1	2	1	18	4107	0	1	1	0
5172	1	2	1	2	0	20	4904	0	1	1	0
5172	1	2	1	2	1	20	4904	0	1	1	0
5173	1	2	1	2	0	20	4904	0	1	1	0
5173	1	2	1	2	1	20	4904	0	1	1	0
5176	1	1	2	2	0	24	3182	0	1	1	0
5176	1	1	2	2	1	24	3182	0	1	1	0
5176	1	2	1	2	0	20	2385	0	1	1	0
5176	1	2	1	2	1	20	2385	0	1	1	0
5177	1	1	2	2	0	24	3182	0	1	1	0
5177	1	1	2	2	1	24	3182	0	1	1	0
5177	1	2	1	2	0	20	2385	0	1	1	0
5177	1	2	1	2	1	20	2385	0	1	1	0
5178	1	1	2	2	0	24	3182	0	1	1	0
5178	1	1	2	2	1	24	3182	0	1	1	0
5178	1	2	1	2	0	20	2385	0	1	1	0
5178	1	2	1	2	1	20	2385	0	1	1	0
5179	1	1	2	2	0	24	3182	0	1	1	0
5179	1	1	2	2	1	24	3182	0	1	1	0
5179	1	2	1	2	0	20	2385	0	1	1	0
5179	1	2	1	2	1	20	2385	0	1	1	0
5180	1	1	2	2	0	24	3182	0	1	1	0
5180	1	1	2	2	1	24	3182	0	1	1	0
5180	1	2	1	2	0	20	2385	0	1	1	0
5180	1	2	1	2	1	20	2385	0	1	1	0
5181	1	1	2	2	0	24	3182	0	1	1	0
5181	1	1	2	2	1	24	3182	0	1	1	0
5181	1	2	1	2	0	20	2385	0	1	1	0
5181	1	2	1	2	1	20	2385	0	1	1	0
5182	1	1	2	2	0	24	3182	0	1	1	0
5182	1	1	2	2	1	24	3182	0	1	1	0
5182	1	2	1	2	0	20	2385	0	1	1	0
5182	1	2	1	2	1	20	2385	0	1	1	0
5183	1	2	1	2	0	20	4904	0	1	1	0
5183	1	2	1	2	1	20	4904	0	1	1	0
5184	1	2	1	2	0	20	4904	0	1	1	0
5184	1	2	1	2	1	20	4904	0	1	1	0
5185	1	2	1	2	0	20	4904	0	1	1	0
5185	1	2	1	2	1	20	4904	0	1	1	0
5187	1	1	2	2	0	24	3182	0	1	1	0
5187	1	1	2	2	1	24	3182	0	1	1	0
5187	1	2	1	2	0	20	2385	0	1	1	0
5187	1	2	1	2	1	20	2385	0	1	1	0
5188	1	1	2	2	0	24	3182	0	1	1	0
5188	1	1	2	2	1	24	3182	0	1	1	0
5188	1	2	1	2	0	20	2385	0	1	1	0
5188	1	2	1	2	1	20	2385	0	1	1	0
5189	1	1	2	2	0	24	3182	0	1	1	0
5189	1	1	2	2	1	24	3182	0	1	1	0
5189	1	2	1	2	0	20	2385	0	1	1	0
5189	1	2	1	2	1	20	2385	0	1	1	0
5206	1	1	2	2	0	22	2769	0	1	1	0
5206	1	1	2	2	1	22	2769	0	1	1	0
5206	1	2	1	2	0	22	2769	0	1	1	0
5206	1	2	1	2	1	22	2769	0	1	1	0
5209	1	1	2	2	0	22	5861	0	1	1	0
5209	1	1	2	2	1	22	5861	0	1	1	0
5210	1	2	1	2	0	22	5861	0	1	1	0
5210	1	2	1	2	1	22	5861	0	1	1	0
5211	1	2	1	2	0	22	5861	0	1	1	0
5211	1	2	1	2	1	22	5861	0	1	1	0
5212	1	2	1	2	0	22	5861	0	1	1	0
5212	1	2	1	2	1	22	5861	0	1	1	0
5213	1	2	1	2	0	22	5861	0	1	1	0
5213	1	2	1	2	1	22	5861	0	1	1	0
5214	1	1	2	2	0	20	2385	0	1	1	0
5214	1	1	2	2	1	20	2385	0	1	1	0
5214	1	2	1	2	0	22	2769	0	1	1	0
5214	1	2	1	2	1	22	2769	0	1	1	0
5215	1	2	1	2	0	22	5861	0	1	1	0
5215	1	2	1	2	1	22	5861	0	1	1	0
5216	1	2	1	2	0	22	5861	0	1	1	0
5216	1	2	1	2	1	22	5861	0	1	1	0
5217	1	2	1	2	0	22	5861	0	1	1	0
5217	1	2	1	2	1	22	5861	0	1	1	0
5218	1	2	1	2	0	22	5861	0	1	1	0
5218	1	2	1	2	1	22	5861	0	1	1	0
5219	1	2	1	2	0	22	5861	0	1	1	0
5219	1	2	1	2	1	22	5861	0	1	1	0
5231	1	1	2	2	0	24	6882	0	1	1	0
5231	1	1	2	2	1	24	6882	0	1	1	0
5231	1	2	1	2	0	20	4904	0	1	1	0
5231	1	2	1	2	1	20	4904	0	1	1	0
5239	1	2	1	2	0	20	4904	0	1	1	0
5239	1	2	1	2	1	20	4904	0	1	1	0
5244	1	2	1	2	0	20	4904	0	1	1	0
5244	1	2	1	2	1	20	4904	0	1	1	0
5245	1	1	2	2	0	24	3182	0	1	1	0
5245	1	1	2	2	1	24	3182	0	1	1	0
5245	1	2	1	2	0	20	2385	0	1	1	0
5245	1	2	1	2	1	20	2385	0	1	1	0
5246	1	1	2	2	0	24	3182	0	1	1	0
5246	1	1	2	2	1	24	3182	0	1	1	0
5246	1	2	1	2	0	20	2385	0	1	1	0
5246	1	2	1	2	1	20	2385	0	1	1	0
5247	1	1	2	2	0	24	3182	0	1	1	0
5247	1	1	2	2	1	24	3182	0	1	1	0
5247	1	2	1	2	0	20	2385	0	1	1	0
5247	1	2	1	2	1	20	2385	0	1	1	0
5250	1	1	2	2	0	24	3182	0	1	1	0
5250	1	1	2	2	1	24	3182	0	1	1	0
5250	1	2	1	2	0	20	2385	0	1	1	0
5250	1	2	1	2	1	20	2385	0	1	1	0
5265	1	1	2	2	0	20	4904	0	1	1	0
5265	1	1	2	2	1	20	4904	0	1	1	0
5279	1	1	2	2	0	20	2385	0	1	1	0
5279	1	1	2	2	1	20	2385	0	1	1	0
5279	1	2	1	2	0	20	2385	0	1	1	0
5279	1	2	1	2	1	20	2385	0	1	1	0
5284	1	1	2	2	0	22	2769	0	1	1	0
5284	1	1	2	2	1	22	2769	0	1	1	0
5284	1	2	1	2	0	22	2769	0	1	1	0
5284	1	2	1	2	1	22	2769	0	1	1	0
5285	1	1	2	2	0	22	2769	0	1	1	0
5285	1	1	2	2	1	22	2769	0	1	1	0
5285	1	2	1	2	0	22	2769	0	1	1	0
5285	1	2	1	2	1	22	2769	0	1	1	0
5288	1	2	1	2	0	22	5861	0	1	1	0
5288	1	2	1	2	1	22	5861	0	1	1	0
5290	1	1	2	2	0	26	3662	0	1	1	0
5290	1	1	2	2	1	26	3662	0	1	1	0
5290	1	2	1	2	0	22	2769	0	1	1	0
5290	1	2	1	2	1	22	2769	0	1	1	0
5291	1	1	2	2	0	26	3662	0	1	1	0
5291	1	1	2	2	1	26	3662	0	1	1	0
5291	1	2	1	2	0	22	2769	0	1	1	0
5291	1	2	1	2	1	22	2769	0	1	1	0
5292	1	1	2	2	0	26	3662	0	1	1	0
5292	1	1	2	2	1	26	3662	0	1	1	0
5292	1	2	1	2	0	24	3182	0	1	1	0
5292	1	2	1	2	1	24	3182	0	1	1	0
5299	1	1	2	2	0	26	7708	0	1	1	0
5299	1	1	2	2	1	26	7708	0	1	1	0
5299	1	2	1	2	0	22	2769	0	1	1	0
5299	1	2	1	2	1	22	2769	0	1	1	0
5310	1	2	1	2	0	22	5861	0	1	1	0
5310	1	2	1	2	1	22	5861	0	1	1	0
5313	1	2	1	2	0	22	5861	0	1	1	0
5313	1	2	1	2	1	22	5861	0	1	1	0
5333	1	1	2	2	0	18	1980	0	1	1	0
5333	1	1	2	2	1	18	1980	0	1	1	0
5333	1	2	1	2	0	22	2769	0	1	1	0
5333	1	2	1	2	1	22	2769	0	1	1	0
5334	1	1	2	2	0	18	4107	0	1	1	0
5334	1	1	2	2	1	18	4107	0	1	1	0
5338	1	1	2	2	0	18	4107	0	1	1	0
5338	1	1	2	2	1	18	4107	0	1	1	0
5338	1	2	1	2	0	22	5861	0	1	1	0
5338	1	2	1	2	1	22	5861	0	1	1	0
5348	1	1	2	2	0	20	4904	0	1	1	0
5348	1	1	2	2	1	20	4904	0	1	1	0
5348	1	2	1	2	0	20	4904	0	1	1	0
5348	1	2	1	2	1	20	4904	0	1	1	0
5358	1	2	1	2	0	16	3822	0	1	1	0
5358	1	2	1	2	1	16	3822	0	1	1	0
5363	1	2	1	2	0	16	3822	0	1	1	0
5363	1	2	1	2	1	16	3822	0	1	1	0
5369	1	1	2	2	0	24	3182	0	1	1	0
5369	1	1	2	2	1	24	3182	0	1	1	0
5369	1	2	1	2	0	16	1836	0	1	1	0
5369	1	2	1	2	1	16	1836	0	1	1	0
5382	1	1	2	2	0	22	2769	0	1	1	0
5382	1	1	2	2	1	22	2769	0	1	1	0
5382	1	2	1	2	0	20	2385	0	1	1	0
5382	1	2	1	2	1	20	2385	0	1	1	0
5383	1	1	2	2	0	22	2769	0	1	1	0
5383	1	1	2	2	1	22	2769	0	1	1	0
5383	1	2	1	2	0	20	2385	0	1	1	0
5383	1	2	1	2	1	20	2385	0	1	1	0
5388	1	1	2	2	0	22	5861	0	1	1	0
5388	1	1	2	2	1	22	5861	0	1	1	0
5388	1	2	1	2	0	20	4904	0	1	1	0
5388	1	2	1	2	1	20	4904	0	1	1	0
5389	1	2	1	2	0	20	4904	0	1	1	0
5389	1	2	1	2	1	20	4904	0	1	1	0
5390	1	2	1	2	0	22	5861	0	1	1	0
5390	1	2	1	2	1	22	5861	0	1	1	0
5403	1	1	2	2	0	22	2769	0	1	1	0
5403	1	1	2	2	1	22	2769	0	1	1	0
5403	1	2	1	2	0	22	2769	0	1	1	0
5403	1	2	1	2	1	22	2769	0	1	1	0
5404	1	1	2	2	0	22	2769	0	1	1	0
5404	1	1	2	2	1	22	2769	0	1	1	0
5404	1	2	1	2	0	22	2769	0	1	1	0
5404	1	2	1	2	1	22	2769	0	1	1	0
5410	1	1	2	2	0	22	2769	0	1	1	0
5410	1	1	2	2	1	22	2769	0	1	1	0
5410	1	2	1	2	0	22	2769	0	1	1	0
5410	1	2	1	2	1	22	2769	0	1	1	0
5411	1	1	2	2	0	22	5861	0	1	1	0
5411	1	1	2	2	1	22	5861	0	1	1	0
5415	1	2	1	2	0	22	5861	0	1	1	0
5415	1	2	1	2	1	22	5861	0	1	1	0
5416	1	2	1	2	0	22	5861	0	1	1	0
5416	1	2	1	2	1	22	5861	0	1	1	0
5436	1	2	1	2	0	16	3822	0	1	1	0
5436	1	2	1	2	1	16	3822	0	1	1	0
5441	1	2	1	2	0	16	3822	0	1	1	0
5441	1	2	1	2	1	16	3822	0	1	1	0
5442	1	2	1	2	0	16	3822	0	1	1	0
5442	1	2	1	2	1	16	3822	0	1	1	0
5445	1	1	2	2	0	22	2769	0	1	1	0
5445	1	1	2	2	1	22	2769	0	1	1	0
5445	1	2	1	2	0	16	1836	0	1	1	0
5445	1	2	1	2	1	16	1836	0	1	1	0
5446	1	1	2	2	0	22	2769	0	1	1	0
5446	1	1	2	2	1	22	2769	0	1	1	0
5446	1	2	1	2	0	14	1527	0	1	1	0
5446	1	2	1	2	1	14	1527	0	1	1	0
5462	1	2	1	2	0	16	3822	0	1	1	0
5462	1	2	1	2	1	16	3822	0	1	1	0
5466	1	1	2	2	0	18	4107	0	1	1	0
5466	1	1	2	2	1	18	4107	0	1	1	0
5467	1	1	2	2	0	18	1980	0	1	1	0
5467	1	1	2	2	1	18	1980	0	1	1	0
5467	1	2	1	2	0	16	1836	0	1	1	0
5467	1	2	1	2	1	16	1836	0	1	1	0
5479	1	1	2	2	0	20	4904	0	1	1	0
5479	1	1	2	2	1	20	4904	0	1	1	0
5479	1	2	1	2	0	16	3822	0	1	1	0
5479	1	2	1	2	1	16	3822	0	1	1	0
5480	1	1	2	2	0	22	2769	0	1	1	0
5480	1	1	2	2	1	22	2769	0	1	1	0
5480	1	2	1	2	0	16	1836	0	1	1	0
5480	1	2	1	2	1	16	1836	0	1	1	0
5488	1	1	2	2	0	24	3182	0	1	1	0
5488	1	1	2	2	1	24	3182	0	1	1	0
5488	1	2	1	2	0	18	4107	0	1	1	0
5488	1	2	1	2	1	18	4107	0	1	1	0
5489	1	1	2	2	0	24	6882	0	1	1	0
5489	1	1	2	2	1	24	6882	0	1	1	0
5505	1	1	2	2	0	20	2385	0	1	1	0
5505	1	1	2	2	1	20	2385	0	1	1	0
5505	1	2	1	2	0	20	2385	0	1	1	0
5505	1	2	1	2	1	20	2385	0	1	1	0
5508	1	1	2	2	0	18	1980	0	1	1	0
5508	1	1	2	2	1	18	1980	0	1	1	0
5508	1	2	1	2	0	24	3182	0	1	1	0
5508	1	2	1	2	1	24	3182	0	1	1	0
5509	1	1	2	2	0	18	1980	0	1	1	0
5509	1	1	2	2	1	18	1980	0	1	1	0
5509	1	2	1	2	0	24	3182	0	1	1	0
5509	1	2	1	2	1	24	3182	0	1	1	0
5510	1	1	2	2	0	20	2385	0	1	1	0
5510	1	1	2	2	1	20	2385	0	1	1	0
5510	1	2	1	2	0	24	3182	0	1	1	0
5510	1	2	1	2	1	24	3182	0	1	1	0
5525	1	1	2	2	0	18	4107	0	1	1	0
5525	1	1	2	2	1	18	4107	0	1	1	0
5525	1	2	1	2	0	20	2385	0	1	1	0
5525	1	2	1	2	1	20	2385	0	1	1	0
5530	1	1	2	2	0	14	1527	0	1	1	0
5530	1	1	2	2	1	14	1527	0	1	1	0
5530	1	2	1	2	0	20	2385	0	1	1	0
5530	1	2	1	2	1	20	2385	0	1	1	0
5531	1	1	2	2	0	14	3182	0	1	1	0
5531	1	1	2	2	1	14	3182	0	1	1	0
5561	1	2	1	2	0	26	7708	0	1	1	0
5561	1	2	1	2	1	26	7708	0	1	1	0
5564	1	2	1	2	0	26	7708	0	1	1	0
5564	1	2	1	2	1	26	7708	0	1	1	0
5565	1	1	2	2	0	20	2385	0	1	1	0
5565	1	1	2	2	1	20	2385	0	1	1	0
5565	1	2	1	2	0	26	3662	0	1	1	0
5565	1	2	1	2	1	26	3662	0	1	1	0
5566	1	1	2	2	0	20	2385	0	1	1	0
5566	1	1	2	2	1	20	2385	0	1	1	0
5566	1	2	1	2	0	26	3662	0	1	1	0
5566	1	2	1	2	1	26	3662	0	1	1	0
5567	1	1	2	2	0	20	2385	0	1	1	0
5567	1	1	2	2	1	20	2385	0	1	1	0
5567	1	2	1	2	0	26	3662	0	1	1	0
5567	1	2	1	2	1	26	3662	0	1	1	0
5571	1	1	2	2	0	20	2385	0	1	1	0
5571	1	1	2	2	1	20	2385	0	1	1	0
5571	1	2	1	2	0	26	3662	0	1	1	0
5571	1	2	1	2	1	26	3662	0	1	1	0
5578	1	1	2	2	0	20	2385	0	1	1	0
5578	1	1	2	2	1	20	2385	0	1	1	0
5578	1	2	1	2	0	26	7708	0	1	1	0
5578	1	2	1	2	1	26	7708	0	1	1	0
5586	1	1	2	2	0	20	2385	0	1	1	0
5586	1	1	2	2	1	20	2385	0	1	1	0
5586	1	2	1	2	0	22	2769	0	1	1	0
5586	1	2	1	2	1	22	2769	0	1	1	0
5587	1	1	2	2	0	20	2385	0	1	1	0
5587	1	1	2	2	1	20	2385	0	1	1	0
5587	1	2	1	2	0	22	2769	0	1	1	0
5587	1	2	1	2	1	22	2769	0	1	1	0
5592	1	1	2	2	0	20	2385	0	1	1	0
5592	1	1	2	2	1	20	2385	0	1	1	0
5592	1	2	1	2	0	20	2385	0	1	1	0
5592	1	2	1	2	1	20	2385	0	1	1	0
5607	1	1	2	2	0	20	2385	0	1	1	0
5607	1	1	2	2	1	20	2385	0	1	1	0
5607	1	2	1	2	0	22	2769	0	1	1	0
5607	1	2	1	2	1	22	2769	0	1	1	0
5612	1	1	2	2	0	18	1980	0	1	1	0
5612	1	1	2	2	1	18	1980	0	1	1	0
5612	1	2	1	2	0	22	2769	0	1	1	0
5612	1	2	1	2	1	22	2769	0	1	1	0
5613	1	1	2	2	0	18	4107	0	1	1	0
5613	1	1	2	2	1	18	4107	0	1	1	0
5621	1	1	2	2	0	18	1980	0	1	1	0
5621	1	1	2	2	1	18	1980	0	1	1	0
5621	1	2	1	2	0	22	5861	0	1	1	0
5621	1	2	1	2	1	22	5861	0	1	1	0
5622	1	2	1	2	0	22	5861	0	1	1	0
5622	1	2	1	2	1	22	5861	0	1	1	0
5623	1	2	1	2	0	22	5861	0	1	1	0
5623	1	2	1	2	1	22	5861	0	1	1	0
5636	1	1	2	2	0	22	2769	0	1	1	0
5636	1	1	2	2	1	22	2769	0	1	1	0
5636	1	2	1	2	0	22	2769	0	1	1	0
5636	1	2	1	2	1	22	2769	0	1	1	0
5638	1	1	2	2	0	22	5861	0	1	1	0
5638	1	1	2	2	1	22	5861	0	1	1	0
5643	1	1	2	2	0	24	3182	0	1	1	0
5643	1	1	2	2	1	24	3182	0	1	1	0
5643	1	2	1	2	0	22	2769	0	1	1	0
5643	1	2	1	2	1	22	2769	0	1	1	0
5648	1	1	2	2	0	22	2769	0	1	1	0
5648	1	1	2	2	1	22	2769	0	1	1	0
5648	1	2	1	2	0	20	4904	0	1	1	0
5648	1	2	1	2	1	20	4904	0	1	1	0
5650	1	2	1	2	0	20	4904	0	1	1	0
5650	1	2	1	2	1	20	4904	0	1	1	0
5651	1	1	2	2	0	22	5861	0	1	1	0
5651	1	1	2	2	1	22	5861	0	1	1	0
5652	1	2	1	2	0	20	4904	0	1	1	0
5652	1	2	1	2	1	20	4904	0	1	1	0
5672	1	2	1	2	0	24	6882	0	1	1	0
5672	1	2	1	2	1	24	6882	0	1	1	0
5677	1	2	1	2	0	24	6882	0	1	1	0
5677	1	2	1	2	1	24	6882	0	1	1	0
5678	1	2	1	2	0	24	6882	0	1	1	0
5678	1	2	1	2	1	24	6882	0	1	1	0
5679	1	2	1	2	0	24	6882	0	1	1	0
5679	1	2	1	2	1	24	6882	0	1	1	0
5685	1	1	2	2	0	18	1980	0	1	1	0
5685	1	1	2	2	1	18	1980	0	1	1	0
5685	1	2	1	2	0	24	3182	0	1	0	0
5685	1	2	1	2	1	24	3182	0	1	0	0
5686	1	1	2	2	0	18	1980	0	1	1	0
5686	1	1	2	2	1	18	1980	0	1	1	0
5686	1	2	1	2	0	24	3182	0	1	1	0
5686	1	2	1	2	1	24	3182	0	1	1	0
5699	1	2	1	2	0	20	4904	0	1	1	0
5699	1	2	1	2	1	20	4904	0	1	1	0
5700	1	1	2	2	0	20	4904	0	1	1	0
5700	1	1	2	2	1	20	4904	0	1	1	0
5704	1	2	1	2	0	20	4904	0	1	1	0
5704	1	2	1	2	1	20	4904	0	1	1	0
5705	1	2	1	2	0	20	4904	0	1	1	0
5705	1	2	1	2	1	20	4904	0	1	1	0
5706	1	2	1	2	0	18	4107	0	1	1	0
5706	1	2	1	2	1	18	4107	0	1	1	0
5726	1	2	1	2	0	22	5861	0	1	1	0
5726	1	2	1	2	1	22	5861	0	1	1	0
5731	1	2	1	2	0	22	5861	0	1	1	0
5731	1	2	1	2	1	22	5861	0	1	1	0
5732	1	2	1	2	0	22	5861	0	1	1	0
5732	1	2	1	2	1	22	5861	0	1	1	0
5733	1	2	1	2	0	22	5861	0	1	1	0
5733	1	2	1	2	1	22	5861	0	1	1	0
5734	1	1	2	2	0	24	3182	0	1	1	0
5734	1	1	2	2	1	24	3182	0	1	1	0
5734	1	2	1	2	0	22	2769	0	1	1	0
5734	1	2	1	2	1	22	2769	0	1	1	0
5735	1	1	2	2	0	24	3182	0	1	1	0
5735	1	1	2	2	1	24	3182	0	1	1	0
5735	1	2	1	2	0	22	2769	0	1	1	0
5735	1	2	1	2	1	22	2769	0	1	1	0
5749	1	1	2	2	0	24	3182	0	1	1	0
5749	1	1	2	2	1	24	3182	0	1	1	0
5749	1	2	1	2	0	22	2769	0	1	1	0
5749	1	2	1	2	1	22	2769	0	1	1	0
5753	1	2	1	2	0	24	6882	0	1	1	0
5753	1	2	1	2	1	24	6882	0	1	1	0
5758	1	2	1	2	0	24	6882	0	1	1	0
5758	1	2	1	2	1	24	6882	0	1	1	0
5759	1	2	1	2	0	24	6882	0	1	1	0
5759	1	2	1	2	1	24	6882	0	1	1	0
5760	1	2	1	2	0	24	6882	0	1	1	0
5760	1	2	1	2	1	24	6882	0	1	1	0
5780	1	2	1	2	0	24	6882	0	1	1	0
5780	1	2	1	2	1	24	6882	0	1	1	0
5783	1	1	2	2	0	20	4904	0	1	1	0
5783	1	1	2	2	1	20	4904	0	1	1	0
5785	1	2	1	2	0	24	6882	0	1	1	0
5785	1	2	1	2	1	24	6882	0	1	1	0
5786	1	2	1	2	0	22	5861	0	1	1	0
5786	1	2	1	2	1	22	5861	0	1	1	0
5787	1	2	1	2	0	22	5861	0	1	1	0
5787	1	2	1	2	1	22	5861	0	1	1	0
5807	1	1	2	2	0	20	2385	0	1	1	0
5807	1	1	2	2	1	20	2385	0	1	1	0
5807	1	2	1	2	0	22	2769	0	1	1	0
5807	1	2	1	2	1	22	2769	0	1	1	0
5808	1	1	2	2	0	20	4904	0	1	1	0
5808	1	1	2	2	1	20	4904	0	1	1	0
5812	1	1	2	2	0	20	4904	0	1	1	0
5812	1	1	2	2	1	20	4904	0	1	1	0
5812	1	2	1	2	0	24	6882	0	1	1	0
5812	1	2	1	2	1	24	6882	0	1	1	0
5813	1	2	1	2	0	24	6882	0	1	1	0
5813	1	2	1	2	1	24	6882	0	1	1	0
5814	1	2	1	2	0	24	6882	0	1	1	0
5814	1	2	1	2	1	24	6882	0	1	1	0
5815	1	1	2	2	0	18	1980	0	1	1	0
5815	1	1	2	2	1	18	1980	0	1	1	0
5815	1	2	1	2	0	24	3182	0	1	1	0
5815	1	2	1	2	1	24	3182	0	1	1	0
5834	1	2	1	2	0	24	6882	0	1	1	0
5834	1	2	1	2	1	24	6882	0	1	1	0
5839	1	2	1	2	0	24	6882	0	1	1	0
5839	1	2	1	2	1	24	6882	0	1	1	0
5840	1	2	1	2	0	24	6882	0	1	1	0
5840	1	2	1	2	1	24	6882	0	1	1	0
5841	1	2	1	2	0	24	6882	0	1	1	0
5841	1	2	1	2	1	24	6882	0	1	1	0
5845	1	1	2	2	0	22	2769	0	1	1	0
5845	1	1	2	2	1	22	2769	0	1	1	0
5845	1	2	1	2	0	24	3182	0	1	1	0
5845	1	2	1	2	1	24	3182	0	1	1	0
5846	1	1	2	2	0	20	2385	0	1	1	0
5846	1	1	2	2	1	20	2385	0	1	1	0
5846	1	2	1	2	0	24	3182	0	1	1	0
5846	1	2	1	2	1	24	3182	0	1	1	0
5854	1	1	2	2	0	18	1980	0	1	1	0
5854	1	1	2	2	1	18	1980	0	1	1	0
5854	1	2	1	2	0	24	3182	0	1	1	0
5854	1	2	1	2	1	24	3182	0	1	1	0
5866	1	1	2	2	0	16	3822	0	1	1	0
5866	1	1	2	2	1	16	3822	0	1	1	0
5871	1	1	2	2	0	16	3822	0	1	1	0
5871	1	1	2	2	1	16	3822	0	1	1	0
5884	1	1	2	2	0	20	2385	0	1	1	0
5884	1	1	2	2	1	20	2385	0	1	1	0
5884	1	2	1	2	0	14	1527	0	1	1	0
5884	1	2	1	2	1	14	1527	0	1	1	0
5885	1	1	2	2	0	20	2385	0	1	1	0
5885	1	1	2	2	1	20	2385	0	1	1	0
5885	1	2	1	2	0	14	1527	0	1	1	0
5885	1	2	1	2	1	14	1527	0	1	1	0
5886	1	1	2	2	0	20	2385	0	1	1	0
5886	1	1	2	2	1	20	2385	0	1	1	0
5886	1	2	1	2	0	16	1836	0	1	1	0
5886	1	2	1	2	1	16	1836	0	1	1	0
5887	1	1	2	2	0	20	2385	0	1	1	0
5887	1	1	2	2	1	20	2385	0	1	1	0
5887	1	2	1	2	0	16	1836	0	1	1	0
5887	1	2	1	2	1	16	1836	0	1	1	0
5888	1	1	2	2	0	20	2385	0	1	1	0
5888	1	1	2	2	1	20	2385	0	1	1	0
5888	1	2	1	2	0	16	1836	0	1	1	0
5888	1	2	1	2	1	16	1836	0	1	1	0
5889	1	1	2	2	0	20	2385	0	1	1	0
5889	1	1	2	2	1	20	2385	0	1	1	0
5889	1	2	1	2	0	16	1836	0	1	1	0
5889	1	2	1	2	1	16	1836	0	1	1	0
5891	1	1	2	2	0	20	2385	0	1	1	0
5891	1	1	2	2	1	20	2385	0	1	1	0
