% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
1082	1	1	2	0	2	277	0	1	0
1128	1	1	2	0	2	277	0	1	0
1131	1	1	2	0	2	277	0	1	0
1208	1	1	2	0	6	645	0	1	0
1217	1	1	2	0	6	645	0	1	0
1257	1	1	2	0	4	453	0	1	0
1306	1	1	2	0	6	645	0	1	0
1307	1	1	2	0	6	645	0	1	0
1355	1	1	2	0	8	871	0	1	0
1356	1	1	2	0	8	871	0	1	0
1404	1	2	1	0	2	277	0	1	0
1408	1	1	2	0	0	349	0	1	0
1409	1	1	2	0	0	349	0	1	0
1457	1	2	1	0	4	453	0	1	0
1458	1	2	1	0	4	453	0	1	0
1463	1	2	1	0	4	453	0	1	0
1464	1	2	1	0	4	453	0	1	0
1476	1	2	1	0	4	453	0	1	0
1488	1	2	1	0	8	871	0	1	0
1506	1	2	1	0	8	871	0	1	0
1507	1	2	1	0	8	871	0	1	0
1508	1	2	1	0	8	871	0	1	0
1509	1	2	1	0	8	871	0	1	0
1510	1	2	1	0	8	871	0	1	0
1517	1	2	1	0	8	871	0	1	0
1518	1	2	1	0	8	871	0	1	0
1519	1	2	1	0	8	871	0	1	0
1537	1	2	1	0	0	173	0	1	0
1538	1	2	1	0	0	173	0	1	0
1539	1	2	1	0	0	173	0	1	0
1540	1	2	1	0	0	173	0	1	0
1541	1	2	1	0	0	173	0	1	0
1542	1	2	1	0	0	173	0	1	0
1543	1	2	1	0	0	173	0	1	0
1544	1	2	1	0	0	173	0	1	0
1555	1	2	1	0	0	173	0	1	0
1556	1	2	1	0	0	173	0	1	0
1557	1	2	1	0	0	173	0	1	0
1558	1	2	1	0	0	173	0	1	0
1559	1	2	1	0	0	173	0	1	0
1560	1	2	1	0	0	173	0	1	0
1561	1	2	1	0	0	173	0	1	0
1562	1	2	1	0	0	173	0	1	0
1563	1	2	1	0	0	173	0	1	0
1564	1	2	1	0	0	173	0	1	0
1565	1	2	1	0	0	173	0	1	0
1566	1	2	1	0	0	173	0	1	0
1568	1	1	2	0	4	453	0	1	0
1569	1	1	2	0	4	453	0	1	0
1580	1	1	2	0	4	453	0	1	0
1581	1	1	2	0	4	453	0	1	0
1597	1	1	2	0	4	453	0	1	0
1600	1	1	2	0	4	453	0	1	0
1617	1	2	1	0	0	173	0	1	0
1618	1	2	1	0	0	173	0	1	0
1619	1	2	1	0	0	173	0	1	0
1620	1	2	1	0	0	173	0	1	0
1621	1	2	1	0	0	173	0	1	0
1622	1	2	1	0	0	173	0	1	0
1623	1	2	1	0	0	173	0	1	0
1624	1	2	1	0	0	173	0	1	0
1625	1	2	1	0	0	173	0	1	0
1626	1	2	1	0	0	173	0	1	0
1627	1	2	1	0	0	173	0	1	0
1628	1	2	1	0	0	173	0	1	0
1629	1	2	1	0	0	173	0	1	0
1630	1	2	1	0	0	173	0	1	0
1631	1	2	1	0	0	173	0	1	0
1632	1	2	1	0	0	173	0	1	0
1633	1	2	1	0	0	173	0	1	0
1634	1	2	1	0	0	173	0	1	0
1635	1	2	1	0	0	173	0	1	0
1636	1	2	1	0	0	173	0	1	0
1637	1	2	1	0	0	173	0	1	0
1638	1	2	1	0	0	173	0	1	0
1639	1	2	1	0	0	173	0	1	0
1640	1	2	1	0	0	173	0	1	0
1641	1	2	1	0	0	173	0	1	0
1642	1	2	1	0	0	173	0	1	0
1643	1	2	1	0	0	173	0	1	0
1644	1	2	1	0	0	173	0	1	0
1645	1	2	1	0	0	173	0	1	0
1646	1	2	1	0	0	173	0	1	0
1647	1	2	1	0	0	173	0	1	0
1648	1	1	2	0	4	453	0	1	0
1648	1	2	1	0	0	173	0	1	0
1649	1	1	2	0	4	453	0	1	0
1649	1	2	1	0	0	173	0	1	0
1665	1	1	2	0	4	453	0	1	0
1665	1	2	1	0	0	173	0	1	0
1677	1	1	2	0	4	453	0	1	0
1677	1	2	1	0	0	173	0	1	0
1685	1	1	2	0	4	453	0	1	0
1685	1	2	1	0	0	173	0	1	0
1697	1	2	1	0	0	173	0	1	0
1698	1	2	1	0	0	173	0	1	0
1699	1	2	1	0	0	173	0	1	0
1700	1	2	1	0	0	173	0	1	0
1701	1	2	1	0	0	173	0	1	0
1702	1	2	1	0	0	173	0	1	0
1703	1	2	1	0	0	173	0	1	0
1704	1	2	1	0	0	173	0	1	0
1705	1	2	1	0	0	173	0	1	0
1706	1	2	1	0	0	173	0	1	0
1707	1	2	1	0	0	173	0	1	0
1708	1	2	1	0	0	173	0	1	0
1709	1	2	1	0	0	173	0	1	0
1710	1	2	1	0	0	173	0	1	0
1711	1	2	1	0	0	173	0	1	0
1712	1	2	1	0	0	173	0	1	0
1713	1	2	1	0	0	173	0	1	0
1714	1	2	1	0	0	173	0	1	0
1715	1	2	1	0	0	173	0	1	0
