0.51,0
1.51,2.51184
2.51,2.84447
3.51,4.54668
4.51,4.69677
5.51,4.26517
6.51,4.60125
7.51,4.97188
8.51,5.02584
9.51,5.19875
10.51,5.40054
11.51,5.49703
12.51,5.34177
13.51,5.42101
14.51,5.83761
15.51,5.7145
16.51,5.69037
17.51,5.66104
18.51,5.76361
19.51,5.79188
20.51,5.6952
21.51,5.60963
22.51,5.59484
23.51,5.68056
24.51,5.753
25.51,5.75708
26.51,5.78124
27.51,5.77679
28.51,5.6936
29.51,5.6427
30.51,5.70867
31.51,5.81282
32.51,5.84851
33.51,5.96541
34.51,6.26272
35.51,6.2801
36.51,6.22939
37.51,6.18074
38.51,6.19784
39.51,6.29118
40.51,6.34218
