% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
1528	1	1	2	0	4	903	0	1	1	0
1533	1	2	1	0	12	2481	0	1	1	0
1536	1	2	1	0	12	2481	0	1	1	0
1539	1	1	2	0	4	903	0	1	1	0
1540	1	2	1	0	12	2481	0	1	1	0
1541	1	2	1	0	12	2481	0	1	1	0
1553	1	2	1	0	12	2481	0	1	1	0
1563	1	2	1	0	12	2481	0	1	1	0
1564	1	2	1	0	12	2481	0	1	1	0
1577	1	1	2	0	4	453	0	1	1	0
1578	1	1	2	0	4	453	0	1	1	0
1579	1	1	2	0	4	453	0	1	1	0
1603	1	1	2	0	4	453	0	1	1	0
1604	1	1	2	0	4	453	0	1	1	0
1607	1	2	1	0	8	871	0	1	1	0
1607	1	1	2	0	4	453	0	1	0	0
1608	1	2	1	0	8	871	0	1	1	0
1609	1	2	1	0	8	871	0	1	1	0
1610	1	2	1	0	8	871	0	1	1	0
1611	1	2	1	0	8	871	0	1	1	0
1612	1	2	1	0	8	871	0	1	1	0
1613	1	2	1	0	8	871	0	1	1	0
1614	1	2	1	0	8	871	0	1	1	0
1615	1	2	1	0	8	871	0	1	1	0
1616	1	2	1	0	8	871	0	1	1	0
1617	1	2	1	0	8	871	0	1	1	0
1618	1	2	1	0	8	871	0	1	1	0
1619	1	2	1	0	8	871	0	1	1	0
1620	1	2	1	0	8	871	0	1	1	0
1621	1	2	1	0	8	871	0	1	1	0
1622	1	2	1	0	8	871	0	1	1	0
1623	1	2	1	0	8	871	0	1	1	0
1624	1	2	1	0	8	871	0	1	1	0
1625	1	2	1	0	8	871	0	1	1	0
1626	1	2	1	0	8	871	0	1	1	0
1627	1	2	1	0	8	871	0	1	1	0
1628	1	2	1	0	8	871	0	1	1	0
1629	1	2	1	0	8	871	0	1	1	0
1630	1	2	1	0	8	871	0	1	1	0
1631	1	2	1	0	8	871	0	1	1	0
1632	1	2	1	0	8	871	0	1	1	0
1633	1	2	1	0	8	871	0	1	1	0
1634	1	2	1	0	8	871	0	1	1	0
1635	1	2	1	0	8	871	0	1	1	0
1636	1	2	1	0	8	871	0	1	1	0
1648	1	2	1	0	4	453	0	1	0	0
1648	1	1	2	0	14	1620	0	1	1	0
1649	1	2	1	0	4	453	0	1	1	0
1649	1	1	2	0	14	1620	0	1	1	0
1650	1	2	1	0	4	903	0	1	1	0
1651	1	2	1	0	4	903	0	1	1	0
1652	1	2	1	0	4	903	0	1	1	0
1653	1	2	1	0	4	903	0	1	1	0
1654	1	2	1	0	4	903	0	1	1	0
1655	1	2	1	0	4	453	0	1	1	0
1655	1	1	2	0	14	1620	0	1	0	0
1656	1	2	1	0	4	453	0	1	1	0
1656	1	1	2	0	14	1620	0	1	0	0
1657	1	2	1	0	4	903	0	1	1	0
1658	1	2	1	0	4	903	0	1	1	0
1659	1	2	1	0	4	903	0	1	1	0
1660	1	2	1	0	4	903	0	1	1	0
1661	1	2	1	0	4	903	0	1	1	0
1662	1	2	1	0	4	903	0	1	1	0
1663	1	2	1	0	4	903	0	1	1	0
1664	1	2	1	0	4	903	0	1	1	0
1665	1	2	1	0	4	903	0	1	1	0
1666	1	2	1	0	4	903	0	1	1	0
1667	1	2	1	0	4	903	0	1	1	0
1668	1	2	1	0	4	903	0	1	1	0
1669	1	2	1	0	4	903	0	1	1	0
1670	1	2	1	0	4	903	0	1	1	0
1671	1	2	1	0	4	903	0	1	1	0
1672	1	2	1	0	4	903	0	1	1	0
1673	1	2	1	0	4	903	0	1	1	0
1674	1	2	1	0	4	903	0	1	1	0
1675	1	2	1	0	4	453	0	1	1	0
1675	1	1	2	0	14	1620	0	1	1	0
1676	1	2	1	0	4	903	0	1	1	0
1677	1	2	1	0	4	453	0	1	1	0
1677	1	1	2	0	14	1620	0	1	0	0
1678	1	2	1	0	4	903	0	1	1	0
1679	1	2	1	0	4	903	0	1	1	0
1680	1	2	1	0	4	903	0	1	1	0
1681	1	2	1	0	4	903	0	1	1	0
1692	1	2	1	0	0	349	0	1	1	0
1693	1	2	1	0	0	349	0	1	1	0
1694	1	2	1	0	0	349	0	1	1	0
1695	1	2	1	0	0	349	0	1	1	0
1696	1	2	1	0	0	349	0	1	1	0
1697	1	2	1	0	0	173	0	1	1	0
1697	1	1	2	0	22	2865	0	1	1	0
1698	1	2	1	0	0	173	0	1	1	0
1698	1	1	2	0	22	2865	0	1	1	0
1699	1	2	1	0	0	173	0	1	1	0
1699	1	1	2	0	22	2865	0	1	1	0
1700	1	2	1	0	0	173	0	1	1	0
1700	1	1	2	0	22	2865	0	1	1	0
1701	1	2	1	0	0	173	0	1	1	0
1701	1	1	2	0	22	2865	0	1	1	0
1702	1	2	1	0	0	173	0	1	1	0
1702	1	1	2	0	22	2865	0	1	1	0
1703	1	2	1	0	0	173	0	1	1	0
1703	1	1	2	0	22	2865	0	1	1	0
1704	1	2	1	0	0	173	0	1	1	0
1704	1	1	2	0	22	2865	0	1	1	0
1705	1	2	1	0	0	173	0	1	1	0
1705	1	1	2	0	22	2865	0	1	0	0
1706	1	2	1	0	0	173	0	1	1	0
1706	1	1	2	0	22	2865	0	1	0	0
1707	1	2	1	0	0	173	0	1	1	0
1707	1	1	2	0	22	2865	0	1	0	0
1708	1	2	1	0	0	173	0	1	1	0
1708	1	1	2	0	22	2865	0	1	0	0
1709	1	2	1	0	0	173	0	1	1	0
1709	1	1	2	0	22	2865	0	1	0	0
1710	1	2	1	0	0	173	0	1	1	0
1710	1	1	2	0	22	2865	0	1	0	0
1711	1	2	1	0	0	173	0	1	1	0
1711	1	1	2	0	22	2865	0	1	0	0
1712	1	2	1	0	0	173	0	1	1	0
1712	1	1	2	0	22	2865	0	1	0	0
1713	1	2	1	0	0	173	0	1	1	0
1713	1	1	2	0	22	2865	0	1	0	0
1714	1	2	1	0	0	349	0	1	1	0
1715	1	2	1	0	0	349	0	1	1	0
1716	1	2	1	0	0	349	0	1	1	0
1717	1	2	1	0	0	349	0	1	1	0
1718	1	2	1	0	0	349	0	1	1	0
1719	1	2	1	0	0	349	0	1	1	0
1720	1	2	1	0	0	349	0	1	1	0
1721	1	2	1	0	0	349	0	1	1	0
1722	1	2	1	0	0	349	0	1	1	0
1723	1	2	1	0	0	349	0	1	1	0
1724	1	2	1	0	0	349	0	1	1	0
1725	1	2	1	0	0	349	0	1	1	0
1726	1	2	1	0	0	349	0	1	1	0
1727	1	2	1	0	4	903	0	1	1	0
1728	1	2	1	0	4	903	0	1	1	0
1729	1	2	1	0	4	903	0	1	1	0
1730	1	2	1	0	4	903	0	1	1	0
1731	1	2	1	0	4	453	0	1	1	0
1731	1	1	2	0	20	2673	0	1	1	0
1732	1	2	1	0	4	903	0	1	1	0
1733	1	2	1	0	4	903	0	1	1	0
1734	1	2	1	0	4	903	0	1	1	0
1735	1	2	1	0	4	903	0	1	1	0
1736	1	2	1	0	4	903	0	1	1	0
1737	1	2	1	0	4	903	0	1	1	0
1738	1	2	1	0	4	903	0	1	1	0
1739	1	2	1	0	4	903	0	1	1	0
1740	1	2	1	0	4	903	0	1	1	0
1741	1	2	1	0	4	903	0	1	1	0
1742	1	2	1	0	4	903	0	1	1	0
1743	1	2	1	0	4	903	0	1	1	0
1744	1	2	1	0	4	903	0	1	1	0
1745	1	2	1	0	4	903	0	1	1	0
1746	1	2	1	0	4	903	0	1	1	0
1747	1	2	1	0	4	453	0	1	1	0
1747	1	1	2	0	20	2673	0	1	1	0
1748	1	2	1	0	4	453	0	1	1	0
1748	1	1	2	0	20	2673	0	1	1	0
1749	1	2	1	0	4	453	0	1	1	0
1749	1	1	2	0	20	2673	0	1	1	0
1750	1	2	1	0	4	903	0	1	1	0
1751	1	2	1	0	4	903	0	1	1	0
1752	1	2	1	0	4	903	0	1	1	0
1753	1	2	1	0	4	453	0	1	1	0
1753	1	1	2	0	20	2673	0	1	1	0
1754	1	2	1	0	4	453	0	1	1	0
1754	1	1	2	0	20	2673	0	1	0	0
1755	1	2	1	0	4	453	0	1	1	0
1755	1	1	2	0	20	2673	0	1	0	0
1756	1	2	1	0	4	453	0	1	1	0
1756	1	1	2	0	20	2673	0	1	0	0
1757	1	2	1	0	4	453	0	1	1	0
1757	1	1	2	0	20	2673	0	1	0	0
1758	1	2	1	0	4	453	0	1	1	0
1758	1	1	2	0	20	2673	0	1	0	0
1759	1	2	1	0	4	453	0	1	1	0
1759	1	1	2	0	20	2673	0	1	0	0
1760	1	2	1	0	4	903	0	1	1	0
1761	1	2	1	0	4	903	0	1	1	0
1762	1	2	1	0	4	903	0	1	1	0
1763	1	2	1	0	4	903	0	1	1	0
1765	1	2	1	0	4	903	0	1	1	0
1766	1	2	1	0	4	903	0	1	1	0
1767	1	2	1	0	14	3182	0	1	1	0
1768	1	2	1	0	14	3182	0	1	1	0
1769	1	2	1	0	14	3182	0	1	1	0
1770	1	2	1	0	14	3182	0	1	1	0
1771	1	2	1	0	14	3182	0	1	1	0
1772	1	2	1	0	14	3182	0	1	1	0
1773	1	2	1	0	14	3182	0	1	1	0
1775	1	2	1	0	14	3182	0	1	1	0
1776	1	2	1	0	14	3182	0	1	1	0
1777	1	2	1	0	14	3182	0	1	1	0
1778	1	2	1	0	14	3182	0	1	1	0
1779	1	2	1	0	16	1908	0	1	1	0
1779	1	1	2	0	20	2673	0	1	1	0
1780	1	2	1	0	14	3182	0	1	1	0
1781	1	2	1	0	14	3182	0	1	1	0
1782	1	2	1	0	14	3182	0	1	1	0
1783	1	2	1	0	14	3182	0	1	1	0
1785	1	2	1	0	14	3182	0	1	1	0
1786	1	2	1	0	16	1908	0	1	1	0
1786	1	1	2	0	20	2673	0	1	0	0
1787	1	2	1	0	14	3182	0	1	1	0
1788	1	2	1	0	14	3182	0	1	1	0
1789	1	2	1	0	14	3182	0	1	1	0
1790	1	2	1	0	14	3182	0	1	1	0
1791	1	2	1	0	14	3182	0	1	1	0
1792	1	2	1	0	14	3182	0	1	1	0
1793	1	2	1	0	14	3182	0	1	1	0
1795	1	2	1	0	14	3182	0	1	1	0
1796	1	2	1	0	14	3182	0	1	1	0
1797	1	2	1	0	14	3182	0	1	1	0
1798	1	2	1	0	14	3182	0	1	1	0
1799	1	2	1	0	16	1908	0	1	1	0
1799	1	1	2	0	20	2673	0	1	1	0
1800	1	2	1	0	16	1908	0	1	1	0
1800	1	1	2	0	20	2673	0	1	1	0
1801	1	2	1	0	16	1908	0	1	1	0
1801	1	1	2	0	20	2673	0	1	0	0
1802	1	2	1	0	16	1908	0	1	1	0
1802	1	1	2	0	20	2673	0	1	0	0
1803	1	2	1	0	16	1908	0	1	1	0
1803	1	1	2	0	20	2673	0	1	0	0
1804	1	2	1	0	16	1908	0	1	1	0
1804	1	1	2	0	20	2673	0	1	0	0
1827	1	1	2	0	22	2865	0	1	1	0
1847	1	2	1	0	12	2481	0	1	1	0
1848	1	2	1	0	12	2481	0	1	1	0
1849	1	2	1	0	18	2292	0	1	1	0
1849	1	1	2	0	6	645	0	1	1	0
1850	1	2	1	0	18	2292	0	1	1	0
1850	1	1	2	0	6	645	0	1	1	0
1851	1	2	1	0	18	2292	0	1	1	0
1851	1	1	2	0	6	645	0	1	1	0
1852	1	2	1	0	18	2292	0	1	1	0
1852	1	1	2	0	6	645	0	1	0	0
1853	1	2	1	0	18	2292	0	1	1	0
1853	1	1	2	0	6	645	0	1	0	0
1854	1	2	1	0	18	2292	0	1	1	0
1854	1	1	2	0	6	645	0	1	0	0
1855	1	2	1	0	12	2481	0	1	1	0
1856	1	2	1	0	12	2481	0	1	1	0
1857	1	2	1	0	12	2481	0	1	1	0
1858	1	2	1	0	12	2481	0	1	1	0
1872	1	1	2	0	6	1287	0	1	1	0
1873	1	2	1	0	12	2481	0	1	1	0
1895	1	2	1	0	4	903	0	1	1	0
1896	1	2	1	0	4	903	0	1	1	0
1897	1	2	1	0	4	903	0	1	1	0
1898	1	2	1	0	4	453	0	1	1	0
1898	1	1	2	0	6	645	0	1	1	0
1899	1	2	1	0	4	453	0	1	1	0
1899	1	1	2	0	6	645	0	1	0	0
1900	1	2	1	0	4	453	0	1	1	0
1900	1	1	2	0	6	645	0	1	0	0
1901	1	2	1	0	4	453	0	1	1	0
1901	1	1	2	0	6	645	0	1	0	0
1902	1	2	1	0	4	453	0	1	1	0
1902	1	1	2	0	6	645	0	1	0	0
1903	1	2	1	0	4	903	0	1	1	0
1904	1	2	1	0	4	903	0	1	1	0
1905	1	2	1	0	4	903	0	1	1	0
1906	1	2	1	0	4	903	0	1	1	0
1907	1	2	1	0	4	903	0	1	1	0
1908	1	2	1	0	4	903	0	1	1	0
1909	1	2	1	0	4	903	0	1	1	0
1910	1	2	1	0	4	903	0	1	1	0
1911	1	2	1	0	4	903	0	1	1	0
1912	1	2	1	0	4	903	0	1	1	0
1913	1	2	1	0	4	903	0	1	1	0
1914	1	2	1	0	4	903	0	1	1	0
1915	1	2	1	0	4	903	0	1	1	0
1916	1	2	1	0	4	903	0	1	1	0
1917	1	2	1	0	4	903	0	1	1	0
1918	1	2	1	0	4	903	0	1	1	0
1919	1	2	1	0	4	903	0	1	1	0
1920	1	2	1	0	4	903	0	1	1	0
1921	1	2	1	0	4	903	0	1	1	0
1922	1	2	1	0	4	903	0	1	1	0
1923	1	2	1	0	4	903	0	1	1	0
1924	1	2	1	0	4	903	0	1	1	0
1925	1	2	1	0	4	903	0	1	1	0
1926	1	2	1	0	4	903	0	1	1	0
1947	1	1	2	0	16	1908	0	1	1	0
1967	1	2	1	0	14	3182	0	1	1	0
1968	1	2	1	0	14	3182	0	1	1	0
1969	1	2	1	0	14	3182	0	1	1	0
1995	1	2	1	0	14	3182	0	1	1	0
1996	1	1	2	0	2	573	0	1	1	0
2016	1	2	1	0	12	2481	0	1	1	0
2030	1	2	1	0	12	2481	0	1	1	0
2045	1	1	2	0	14	3182	0	1	1	0
2062	1	2	1	0	2	573	0	1	1	0
2065	1	2	1	0	2	573	0	1	1	0
2066	1	2	1	0	2	573	0	1	1	0
2067	1	2	1	0	2	573	0	1	1	0
2068	1	2	1	0	2	573	0	1	1	0
2069	1	2	1	0	2	573	0	1	1	0
2070	1	2	1	0	2	573	0	1	1	0
2071	1	2	1	0	2	573	0	1	1	0
2072	1	2	1	0	2	573	0	1	1	0
2073	1	2	1	0	2	573	0	1	1	0
2074	1	2	1	0	2	573	0	1	1	0
2075	1	2	1	0	2	573	0	1	1	0
2076	1	2	1	0	2	573	0	1	1	0
2077	1	2	1	0	2	573	0	1	1	0
2078	1	2	1	0	2	573	0	1	1	0
2079	1	2	1	0	2	573	0	1	1	0
2080	1	2	1	0	2	573	0	1	1	0
2081	1	2	1	0	2	573	0	1	1	0
2082	1	2	1	0	2	573	0	1	1	0
2083	1	2	1	0	2	573	0	1	1	0
2084	1	2	1	0	2	573	0	1	1	0
2085	1	2	1	0	2	573	0	1	1	0
2086	1	2	1	0	2	573	0	1	1	0
2087	1	2	1	0	0	349	0	1	1	0
2088	1	2	1	0	0	349	0	1	1	0
2089	1	2	1	0	0	349	0	1	1	0
2090	1	2	1	0	0	349	0	1	1	0
2091	1	2	1	0	0	349	0	1	1	0
2092	1	2	1	0	0	349	0	1	1	0
2093	1	2	1	0	0	349	0	1	1	0
2094	1	2	1	0	14	1620	0	1	1	0
2097	1	2	1	0	14	1620	0	1	1	0
2104	1	2	1	0	14	1620	0	1	1	0
2105	1	2	1	0	14	1620	0	1	1	0
2111	1	2	1	0	14	1620	0	1	1	0
2112	1	2	1	0	14	1620	0	1	1	0
2114	1	2	1	0	14	1620	0	1	1	0
2115	1	2	1	0	14	1620	0	1	1	0
2117	1	2	1	0	14	1620	0	1	1	0
2118	1	2	1	0	14	1620	0	1	1	0
2119	1	2	1	0	14	1620	0	1	1	0
2120	1	2	1	0	14	1620	0	1	1	0
2121	1	2	1	0	14	1620	0	1	1	0
2122	1	2	1	0	14	1620	0	1	1	0
2123	1	2	1	0	14	1620	0	1	1	0
2124	1	2	1	0	14	1620	0	1	1	0
2125	1	2	1	0	14	1620	0	1	1	0
2126	1	2	1	0	14	1620	0	1	1	0
2128	1	1	2	0	8	871	0	1	1	0
2167	1	2	1	0	4	903	0	1	1	0
2168	1	2	1	0	4	903	0	1	1	0
2169	1	2	1	0	4	903	0	1	1	0
2170	1	2	1	0	4	903	0	1	1	0
2171	1	2	1	0	4	903	0	1	1	0
2172	1	2	1	0	4	903	0	1	1	0
2173	1	2	1	0	4	903	0	1	1	0
2174	1	2	1	0	4	903	0	1	1	0
2175	1	2	1	0	4	903	0	1	1	0
2176	1	2	1	0	4	903	0	1	1	0
2177	1	2	1	0	14	1620	0	1	1	0
2177	1	1	2	0	12	1239	0	1	1	0
2178	1	2	1	0	14	1620	0	1	1	0
2178	1	1	2	0	12	1239	0	1	0	0
2179	1	2	1	0	14	1620	0	1	1	0
2179	1	1	2	0	12	1239	0	1	0	0
2180	1	2	1	0	14	1620	0	1	1	0
2180	1	1	2	0	12	1239	0	1	0	0
2181	1	2	1	0	14	1620	0	1	1	0
2181	1	1	2	0	12	1239	0	1	0	0
2182	1	2	1	0	4	903	0	1	1	0
2183	1	2	1	0	4	903	0	1	1	0
2184	1	2	1	0	4	903	0	1	1	0
2185	1	2	1	0	4	903	0	1	1	0
2193	1	2	1	0	4	903	0	1	1	0
2203	1	2	1	0	4	903	0	1	1	0
2209	1	2	1	0	2	573	0	1	1	0
2210	1	2	1	0	2	573	0	1	1	0
2211	1	2	1	0	2	573	0	1	1	0
2212	1	2	1	0	2	573	0	1	1	0
2213	1	2	1	0	2	573	0	1	1	0
2214	1	2	1	0	2	573	0	1	1	0
2215	1	2	1	0	2	573	0	1	1	0
2216	1	2	1	0	2	573	0	1	1	0
2217	1	2	1	0	2	573	0	1	1	0
2218	1	2	1	0	2	573	0	1	1	0
2219	1	2	1	0	2	573	0	1	1	0
2220	1	2	1	0	2	573	0	1	1	0
2221	1	2	1	0	2	573	0	1	1	0
2222	1	2	1	0	2	573	0	1	1	0
2223	1	2	1	0	2	573	0	1	1	0
2224	1	2	1	0	2	573	0	1	1	0
2225	1	2	1	0	2	573	0	1	1	0
2226	1	2	1	0	12	1239	0	1	1	0
2226	1	1	2	0	4	453	0	1	1	0
2227	1	2	1	0	12	1239	0	1	1	0
2227	1	1	2	0	4	453	0	1	1	0
2228	1	2	1	0	12	1239	0	1	1	0
2228	1	1	2	0	4	453	0	1	0	0
2229	1	2	1	0	12	1239	0	1	1	0
2229	1	1	2	0	4	453	0	1	0	0
2230	1	2	1	0	12	1239	0	1	1	0
2230	1	1	2	0	4	453	0	1	0	0
2231	1	2	1	0	12	1239	0	1	1	0
2231	1	1	2	0	4	453	0	1	0	0
2232	1	2	1	0	2	573	0	1	1	0
2233	1	2	1	0	2	573	0	1	1	0
2234	1	2	1	0	2	573	0	1	1	0
2235	1	2	1	0	2	573	0	1	1	0
2236	1	2	1	0	2	573	0	1	1	0
2237	1	2	1	0	2	573	0	1	1	0
2238	1	2	1	0	2	573	0	1	1	0
2240	1	2	1	0	2	573	0	1	1	0
2275	1	2	1	0	4	453	0	1	1	0
2275	1	1	2	0	18	2292	0	1	1	0
2276	1	2	1	0	4	453	0	1	1	0
2276	1	1	2	0	18	2292	0	1	0	0
2277	1	2	1	0	4	453	0	1	1	0
2277	1	1	2	0	18	2292	0	1	0	0
2278	1	2	1	0	4	453	0	1	1	0
2278	1	1	2	0	18	2292	0	1	0	0
2279	1	2	1	0	4	453	0	1	1	0
2279	1	1	2	0	18	2292	0	1	0	0
2287	1	2	1	0	6	1287	0	1	1	0
2288	1	2	1	0	6	1287	0	1	1	0
2289	1	2	1	0	6	1287	0	1	1	0
2290	1	2	1	0	6	1287	0	1	1	0
2291	1	2	1	0	6	1287	0	1	1	0
2292	1	2	1	0	6	1287	0	1	1	0
2293	1	2	1	0	6	1287	0	1	1	0
2294	1	2	1	0	6	1287	0	1	1	0
2295	1	2	1	0	6	1287	0	1	1	0
2296	1	2	1	0	6	1287	0	1	1	0
2297	1	2	1	0	6	1287	0	1	1	0
2298	1	2	1	0	6	1287	0	1	1	0
2299	1	2	1	0	6	1287	0	1	1	0
2300	1	2	1	0	6	1287	0	1	1	0
2301	1	2	1	0	6	1287	0	1	1	0
2320	1	2	1	0	6	1287	0	1	1	0
2321	1	2	1	0	6	1287	0	1	1	0
2324	1	2	1	0	6	645	0	1	0	0
2324	1	1	2	0	18	2292	0	1	1	0
2337	1	2	1	0	18	4587	0	1	1	0
2338	1	2	1	0	18	4587	0	1	1	0
2339	1	2	1	0	18	4587	0	1	1	0
2340	1	2	1	0	18	4587	0	1	1	0
2341	1	2	1	0	18	4587	0	1	1	0
2342	1	2	1	0	18	4587	0	1	1	0
2343	1	2	1	0	18	4587	0	1	1	0
2347	1	2	1	0	18	4587	0	1	1	0
2373	1	1	2	0	2	277	0	1	1	0
2374	1	1	2	0	2	277	0	1	1	0
2375	1	1	2	0	2	277	0	1	1	0
2395	1	1	2	0	2	277	0	1	1	0
2396	1	1	2	0	2	277	0	1	1	0
2407	1	2	1	0	0	349	0	1	1	0
2408	1	2	1	0	0	349	0	1	1	0
2409	1	2	1	0	0	349	0	1	1	0
2410	1	2	1	0	0	349	0	1	1	0
2411	1	2	1	0	0	349	0	1	1	0
2412	1	2	1	0	0	349	0	1	1	0
2413	1	2	1	0	0	349	0	1	1	0
2414	1	2	1	0	0	349	0	1	1	0
2415	1	2	1	0	0	349	0	1	1	0
2416	1	2	1	0	0	349	0	1	1	0
2417	1	2	1	0	0	349	0	1	1	0
2418	1	2	1	0	0	349	0	1	1	0
2419	1	2	1	0	0	349	0	1	1	0
2420	1	2	1	0	0	349	0	1	1	0
2421	1	2	1	0	0	349	0	1	1	0
2422	1	2	1	0	0	173	0	1	1	0
2422	1	1	2	0	8	871	0	1	1	0
2423	1	2	1	0	0	173	0	1	1	0
2423	1	1	2	0	8	871	0	1	0	0
2424	1	2	1	0	0	173	0	1	1	0
2424	1	1	2	0	8	871	0	1	0	0
2425	1	2	1	0	0	173	0	1	1	0
2425	1	1	2	0	8	871	0	1	0	0
2426	1	2	1	0	0	349	0	1	1	0
2427	1	2	1	0	0	349	0	1	1	0
2428	1	2	1	0	0	349	0	1	1	0
2429	1	2	1	0	0	349	0	1	1	0
2430	1	2	1	0	0	349	0	1	1	0
2431	1	2	1	0	0	349	0	1	1	0
2432	1	2	1	0	0	349	0	1	1	0
2433	1	2	1	0	0	349	0	1	1	0
2434	1	2	1	0	0	349	0	1	1	0
2435	1	2	1	0	0	349	0	1	1	0
2436	1	2	1	0	0	349	0	1	1	0
2437	1	2	1	0	0	349	0	1	1	0
2438	1	2	1	0	0	349	0	1	1	0
2439	1	2	1	0	0	349	0	1	1	0
2440	1	2	1	0	0	349	0	1	1	0
2441	1	2	1	0	0	349	0	1	1	0
2442	1	2	1	0	0	349	0	1	1	0
2443	1	2	1	0	0	349	0	1	1	0
2449	1	2	1	0	2	573	0	1	1	0
