% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
1461	1	2	1	2	1	26	7708	0	1	1	0
1462	1	2	1	2	0	26	7708	0	1	1	0
1462	1	2	1	2	1	26	7708	0	1	1	0
1463	1	2	1	2	0	26	7708	0	1	1	0
1463	1	2	1	2	1	26	7708	0	1	1	0
1464	1	2	1	2	0	26	7708	0	1	1	0
1464	1	2	1	2	1	26	7708	0	1	1	0
1465	1	2	1	2	0	26	7708	0	1	1	0
1465	1	2	1	2	1	26	7708	0	1	1	0
1466	1	1	2	2	0	28	4395	0	1	1	0
1466	1	1	2	2	1	28	4395	0	1	1	0
1466	1	2	1	2	0	26	3662	0	1	1	0
1466	1	2	1	2	1	26	3662	0	1	1	0
1467	1	1	2	2	0	28	4395	0	1	1	0
1467	1	1	2	2	1	28	4395	0	1	1	0
1467	1	2	1	2	0	26	3662	0	1	1	0
1467	1	2	1	2	1	26	3662	0	1	1	0
1468	1	1	2	2	0	28	4395	0	1	1	0
1468	1	1	2	2	1	28	4395	0	1	1	0
1468	1	2	1	2	0	26	3662	0	1	1	0
1468	1	2	1	2	1	26	3662	0	1	1	0
1469	1	2	1	2	0	26	7708	0	1	1	0
1469	1	2	1	2	1	26	7708	0	1	1	0
1470	1	2	1	2	0	26	7708	0	1	1	0
1470	1	2	1	2	1	26	7708	0	1	1	0
1471	1	2	1	2	0	26	7708	0	1	1	0
1471	1	2	1	2	1	26	7708	0	1	1	0
1472	1	2	1	2	0	28	9422	0	1	1	0
1472	1	2	1	2	1	28	9422	0	1	1	0
1473	1	2	1	2	0	28	9422	0	1	1	0
1473	1	2	1	2	1	28	9422	0	1	1	0
1474	1	2	1	2	0	28	9422	0	1	1	0
1474	1	2	1	2	1	28	9422	0	1	1	0
1475	1	2	1	2	0	28	9422	0	1	1	0
1475	1	2	1	2	1	28	9422	0	1	1	0
1477	1	2	1	2	0	26	7708	0	1	1	0
1477	1	2	1	2	1	26	7708	0	1	1	0
1478	1	2	1	2	0	26	7708	0	1	1	0
1478	1	2	1	2	1	26	7708	0	1	1	0
1479	1	2	1	2	0	26	7708	0	1	1	0
1479	1	2	1	2	1	26	7708	0	1	1	0
1480	1	2	1	2	0	26	7708	0	1	1	0
1480	1	2	1	2	1	26	7708	0	1	1	0
1481	1	2	1	2	0	26	7708	0	1	1	0
1481	1	2	1	2	1	26	7708	0	1	1	0
1482	1	2	1	2	0	26	7708	0	1	1	0
1482	1	2	1	2	1	26	7708	0	1	1	0
1483	1	2	1	2	0	26	7708	0	1	1	0
1483	1	2	1	2	1	26	7708	0	1	1	0
1484	1	2	1	2	0	26	7708	0	1	1	0
1484	1	2	1	2	1	26	7708	0	1	1	0
1485	1	2	1	2	0	26	7708	0	1	1	0
1485	1	2	1	2	1	26	7708	0	1	1	0
1486	1	2	1	2	0	28	9422	0	1	1	0
1486	1	2	1	2	1	28	9422	0	1	1	0
1487	1	2	1	2	0	28	9422	0	1	1	0
1487	1	2	1	2	1	28	9422	0	1	1	0
1488	1	2	1	2	0	28	9422	0	1	1	0
1488	1	2	1	2	1	28	9422	0	1	1	0
1489	1	2	1	2	0	28	9422	0	1	1	0
1489	1	2	1	2	1	28	9422	0	1	1	0
1502	1	1	2	2	0	28	4395	0	1	1	0
1502	1	1	2	2	1	28	4395	0	1	1	0
1502	1	2	1	2	0	26	3662	0	1	1	0
1502	1	2	1	2	1	26	3662	0	1	1	0
1503	1	1	2	2	0	28	4395	0	1	1	0
1503	1	1	2	2	1	28	4395	0	1	1	0
1503	1	2	1	2	0	26	3662	0	1	1	0
1503	1	2	1	2	1	26	3662	0	1	1	0
1504	1	1	2	2	0	28	4395	0	1	1	0
1504	1	1	2	2	1	28	4395	0	1	1	0
1504	1	2	1	2	0	26	3662	0	1	1	0
1504	1	2	1	2	1	26	3662	0	1	1	0
1505	1	1	2	2	0	28	4395	0	1	1	0
1505	1	1	2	2	1	28	4395	0	1	1	0
1505	1	2	1	2	0	26	3662	0	1	1	0
1505	1	2	1	2	1	26	3662	0	1	1	0
1506	1	1	2	2	0	28	4395	0	1	1	0
1506	1	1	2	2	1	28	4395	0	1	1	0
1506	1	2	1	2	0	26	3662	0	1	1	0
1506	1	2	1	2	1	26	3662	0	1	1	0
1507	1	1	2	2	0	28	4395	0	1	1	0
1507	1	1	2	2	1	28	4395	0	1	1	0
1507	1	2	1	2	0	26	3662	0	1	1	0
1507	1	2	1	2	1	26	3662	0	1	1	0
1508	1	2	1	2	0	28	9422	0	1	1	0
1508	1	2	1	2	1	28	9422	0	1	1	0
1509	1	2	1	2	0	28	9422	0	1	1	0
1509	1	2	1	2	1	28	9422	0	1	1	0
1511	1	2	1	2	0	28	9422	0	1	1	0
1511	1	2	1	2	1	28	9422	0	1	1	0
1514	1	2	1	2	0	26	7708	0	1	1	0
1514	1	2	1	2	1	26	7708	0	1	1	0
1517	1	2	1	2	0	26	7708	0	1	1	0
1517	1	2	1	2	1	26	7708	0	1	1	0
1519	1	2	1	2	0	26	7708	0	1	1	0
1519	1	2	1	2	1	26	7708	0	1	1	0
1521	1	2	1	2	0	26	7708	0	1	1	0
1521	1	2	1	2	1	26	7708	0	1	1	0
1523	1	1	2	2	0	26	3662	0	1	1	0
1523	1	1	2	2	1	26	3662	0	1	1	0
1523	1	2	1	2	0	26	3662	0	1	1	0
1523	1	2	1	2	1	26	3662	0	1	1	0
1525	1	1	2	2	0	26	3662	0	1	1	0
1525	1	1	2	2	1	26	3662	0	1	1	0
1525	1	2	1	2	0	26	3662	0	1	1	0
1525	1	2	1	2	1	26	3662	0	1	1	0
1527	1	1	2	2	0	26	7708	0	1	1	0
1527	1	1	2	2	1	26	7708	0	1	1	0
1528	1	1	2	2	0	26	3662	0	1	1	0
1528	1	1	2	2	1	26	3662	0	1	1	0
1528	1	2	1	2	0	26	3662	0	1	1	0
1528	1	2	1	2	1	26	3662	0	1	1	0
1529	1	1	2	2	0	26	3662	0	1	1	0
1529	1	1	2	2	1	26	3662	0	1	1	0
1529	1	2	1	2	0	26	3662	0	1	1	0
1529	1	2	1	2	1	26	3662	0	1	1	0
1530	1	1	2	2	0	26	3662	0	1	1	0
1530	1	1	2	2	1	26	3662	0	1	1	0
1530	1	2	1	2	0	26	3662	0	1	1	0
1530	1	2	1	2	1	26	3662	0	1	1	0
1531	1	2	1	2	0	26	7708	0	1	1	0
1531	1	2	1	2	1	26	7708	0	1	1	0
1534	1	1	2	2	0	26	3662	0	1	1	0
1534	1	1	2	2	1	26	3662	0	1	1	0
1534	1	2	1	2	0	28	4395	0	1	1	0
1534	1	2	1	2	1	28	4395	0	1	1	0
1538	1	2	1	2	0	28	9422	0	1	1	0
1538	1	2	1	2	1	28	9422	0	1	1	0
1548	1	2	1	2	0	26	7708	0	1	1	0
1548	1	2	1	2	1	26	7708	0	1	1	0
1551	1	2	1	2	0	26	7708	0	1	1	0
1551	1	2	1	2	1	26	7708	0	1	1	0
1555	1	2	1	2	0	26	7708	0	1	1	0
1555	1	2	1	2	1	26	7708	0	1	1	0
1556	1	2	1	2	0	28	9422	0	1	1	0
1556	1	2	1	2	1	28	9422	0	1	1	0
1557	1	2	1	2	0	28	9422	0	1	1	0
1557	1	2	1	2	1	28	9422	0	1	1	0
1558	1	2	1	2	0	28	9422	0	1	1	0
1558	1	2	1	2	1	28	9422	0	1	1	0
1559	1	2	1	2	0	28	9422	0	1	1	0
1559	1	2	1	2	1	28	9422	0	1	1	0
1563	1	2	1	2	0	28	9422	0	1	1	0
1563	1	2	1	2	1	28	9422	0	1	1	0
1565	1	1	2	2	0	26	3662	0	1	1	0
1565	1	1	2	2	1	26	3662	0	1	1	0
1565	1	2	1	2	0	28	4395	0	1	1	0
1565	1	2	1	2	1	28	4395	0	1	1	0
1566	1	1	2	2	0	26	3662	0	1	1	0
1566	1	1	2	2	1	26	3662	0	1	1	0
1566	1	2	1	2	0	28	4395	0	1	1	0
1566	1	2	1	2	1	28	4395	0	1	1	0
1567	1	1	2	2	0	26	3662	0	1	1	0
1567	1	1	2	2	1	26	3662	0	1	1	0
1567	1	2	1	2	0	28	4395	0	1	1	0
1567	1	2	1	2	1	28	4395	0	1	1	0
1568	1	1	2	2	0	26	7708	0	1	1	0
1568	1	1	2	2	1	26	7708	0	1	1	0
1569	1	1	2	2	0	26	7708	0	1	1	0
1569	1	1	2	2	1	26	7708	0	1	1	0
1570	1	1	2	2	0	26	3662	0	1	1	0
1570	1	1	2	2	1	26	3662	0	1	1	0
1570	1	2	1	2	0	28	4395	0	1	1	0
1570	1	2	1	2	1	28	4395	0	1	1	0
1571	1	1	2	2	0	26	7708	0	1	1	0
1571	1	1	2	2	1	26	7708	0	1	1	0
1572	1	2	1	2	0	26	7708	0	1	1	0
1572	1	2	1	2	1	26	7708	0	1	1	0
1577	1	2	1	2	0	26	7708	0	1	1	0
1577	1	2	1	2	1	26	7708	0	1	1	0
1578	1	2	1	2	0	26	7708	0	1	1	0
1578	1	2	1	2	1	26	7708	0	1	1	0
1579	1	2	1	2	0	26	7708	0	1	1	0
1579	1	2	1	2	1	26	7708	0	1	1	0
1580	1	1	2	2	0	28	4395	0	1	1	0
1580	1	1	2	2	1	28	4395	0	1	1	0
1580	1	2	1	2	0	26	3662	0	1	1	0
1580	1	2	1	2	1	26	3662	0	1	1	0
1592	1	2	1	2	0	28	9422	0	1	1	0
1592	1	2	1	2	1	28	9422	0	1	1	0
1600	1	2	1	2	0	28	9422	0	1	1	0
1600	1	2	1	2	1	28	9422	0	1	1	0
1605	1	2	1	2	0	28	9422	0	1	1	0
1605	1	2	1	2	1	28	9422	0	1	1	0
1606	1	1	2	2	0	26	3662	0	1	1	0
1606	1	1	2	2	1	26	3662	0	1	1	0
1606	1	2	1	2	0	28	4395	0	1	1	0
1606	1	2	1	2	1	28	4395	0	1	1	0
1610	1	2	1	2	0	26	7708	0	1	1	0
1610	1	2	1	2	1	26	7708	0	1	1	0
1614	1	1	2	2	0	26	3662	0	1	1	0
1614	1	1	2	2	1	26	3662	0	1	1	0
1614	1	2	1	2	0	26	3662	0	1	1	0
1614	1	2	1	2	1	26	3662	0	1	1	0
1615	1	1	2	2	0	26	7708	0	1	1	0
1615	1	1	2	2	1	26	7708	0	1	1	0
1616	1	1	2	2	0	26	7708	0	1	1	0
1616	1	1	2	2	1	26	7708	0	1	1	0
1617	1	1	2	2	0	26	3662	0	1	1	0
1617	1	1	2	2	1	26	3662	0	1	1	0
1617	1	2	1	2	0	26	3662	0	1	1	0
1617	1	2	1	2	1	26	3662	0	1	1	0
1618	1	1	2	2	0	26	7708	0	1	1	0
1618	1	1	2	2	1	26	7708	0	1	1	0
1619	1	1	2	2	0	26	3662	0	1	1	0
1619	1	1	2	2	1	26	3662	0	1	1	0
1619	1	2	1	2	0	26	3662	0	1	1	0
1619	1	2	1	2	1	26	3662	0	1	1	0
1620	1	1	2	2	0	26	3662	0	1	1	0
1620	1	1	2	2	1	26	3662	0	1	1	0
1620	1	2	1	2	0	26	3662	0	1	1	0
1620	1	2	1	2	1	26	3662	0	1	1	0
1621	1	1	2	2	0	26	3662	0	1	1	0
1621	1	1	2	2	1	26	3662	0	1	1	0
1621	1	2	1	2	0	26	3662	0	1	1	0
1621	1	2	1	2	1	26	3662	0	1	1	0
1622	1	1	2	2	0	26	7708	0	1	1	0
1622	1	1	2	2	1	26	7708	0	1	1	0
1623	1	1	2	2	0	26	3662	0	1	1	0
1623	1	1	2	2	1	26	3662	0	1	1	0
1623	1	2	1	2	0	26	3662	0	1	1	0
1623	1	2	1	2	1	26	3662	0	1	1	0
1631	1	1	2	2	0	26	3662	0	1	1	0
1631	1	1	2	2	1	26	3662	0	1	1	0
1631	1	2	1	2	0	26	3662	0	1	1	0
1631	1	2	1	2	1	26	3662	0	1	1	0
1643	1	1	2	2	0	26	7708	0	1	1	0
1643	1	1	2	2	1	26	7708	0	1	1	0
1644	1	2	1	2	0	28	9422	0	1	1	0
1644	1	2	1	2	1	28	9422	0	1	1	0
1645	1	2	1	2	0	28	9422	0	1	1	0
1645	1	2	1	2	1	28	9422	0	1	1	0
1646	1	2	1	2	0	26	7708	0	1	1	0
1646	1	2	1	2	1	26	7708	0	1	1	0
1647	1	2	1	2	0	26	7708	0	1	1	0
1647	1	2	1	2	1	26	7708	0	1	1	0
1648	1	1	2	2	0	28	4395	0	1	1	0
1648	1	1	2	2	1	28	4395	0	1	1	0
1648	1	2	1	2	0	26	3662	0	1	1	0
1648	1	2	1	2	1	26	3662	0	1	1	0
1649	1	1	2	2	0	28	4395	0	1	1	0
1649	1	1	2	2	1	28	4395	0	1	1	0
1649	1	2	1	2	0	26	3662	0	1	1	0
1649	1	2	1	2	1	26	3662	0	1	1	0
1650	1	1	2	2	0	28	4395	0	1	1	0
1650	1	1	2	2	1	28	4395	0	1	1	0
1650	1	2	1	2	0	26	3662	0	1	1	0
1650	1	2	1	2	1	26	3662	0	1	1	0
1651	1	1	2	2	0	28	4395	0	1	1	0
1651	1	1	2	2	1	28	4395	0	1	1	0
1651	1	2	1	2	0	26	3662	0	1	1	0
1651	1	2	1	2	1	26	3662	0	1	1	0
1652	1	2	1	2	0	26	7708	0	1	1	0
1652	1	2	1	2	1	26	7708	0	1	1	0
1653	1	2	1	2	0	26	7708	0	1	1	0
1653	1	2	1	2	1	26	7708	0	1	1	0
1654	1	2	1	2	0	24	6882	0	1	1	0
1654	1	2	1	2	1	24	6882	0	1	1	0
1655	1	2	1	2	0	24	6882	0	1	1	0
1655	1	2	1	2	1	24	6882	0	1	1	0
1656	1	2	1	2	0	24	6882	0	1	1	0
1656	1	2	1	2	1	24	6882	0	1	1	0
1657	1	2	1	2	0	24	6882	0	1	1	0
1657	1	2	1	2	1	24	6882	0	1	1	0
1658	1	2	1	2	0	24	6882	0	1	1	0
1658	1	2	1	2	1	24	6882	0	1	1	0
1659	1	2	1	2	0	24	6882	0	1	1	0
1659	1	2	1	2	1	24	6882	0	1	1	0
1660	1	2	1	2	0	24	6882	0	1	1	0
1660	1	2	1	2	1	24	6882	0	1	1	0
1661	1	2	1	2	0	24	6882	0	1	1	0
1661	1	2	1	2	1	24	6882	0	1	1	0
1662	1	2	1	2	0	24	6882	0	1	1	0
1662	1	2	1	2	1	24	6882	0	1	1	0
1663	1	2	1	2	0	24	6882	0	1	1	0
1663	1	2	1	2	1	24	6882	0	1	1	0
1664	1	2	1	2	0	22	5861	0	1	1	0
1664	1	2	1	2	1	22	5861	0	1	1	0
1665	1	2	1	2	0	22	5861	0	1	1	0
1665	1	2	1	2	1	22	5861	0	1	1	0
1666	1	2	1	2	0	22	5861	0	1	1	0
1666	1	2	1	2	1	22	5861	0	1	1	0
1667	1	2	1	2	0	22	5861	0	1	1	0
1667	1	2	1	2	1	22	5861	0	1	1	0
1668	1	2	1	2	0	22	5861	0	1	1	0
1668	1	2	1	2	1	22	5861	0	1	1	0
1669	1	2	1	2	0	22	5861	0	1	1	0
1669	1	2	1	2	1	22	5861	0	1	1	0
1670	1	2	1	2	0	24	6882	0	1	1	0
1670	1	2	1	2	1	24	6882	0	1	1	0
1671	1	2	1	2	0	24	6882	0	1	1	0
1671	1	2	1	2	1	24	6882	0	1	1	0
1672	1	2	1	2	0	24	6882	0	1	1	0
1672	1	2	1	2	1	24	6882	0	1	1	0
1673	1	2	1	2	0	24	6882	0	1	1	0
1673	1	2	1	2	1	24	6882	0	1	1	0
1674	1	2	1	2	0	26	7708	0	1	1	0
1674	1	2	1	2	1	26	7708	0	1	1	0
1678	1	1	2	2	0	26	3662	0	1	1	0
1678	1	1	2	2	1	26	3662	0	1	1	0
1678	1	2	1	2	0	26	3662	0	1	1	0
1678	1	2	1	2	1	26	3662	0	1	1	0
1685	1	1	2	2	0	28	9422	0	1	1	0
1685	1	1	2	2	1	28	9422	0	1	1	0
1685	1	2	1	2	0	26	7708	0	1	1	0
1685	1	2	1	2	1	26	7708	0	1	1	0
1686	1	1	2	2	0	28	9422	0	1	1	0
1686	1	1	2	2	1	28	9422	0	1	1	0
1687	1	1	2	2	0	28	4395	0	1	1	0
1687	1	1	2	2	1	28	4395	0	1	1	0
1687	1	2	1	2	0	26	3662	0	1	1	0
1687	1	2	1	2	1	26	3662	0	1	1	0
1688	1	1	2	2	0	28	4395	0	1	1	0
1688	1	1	2	2	1	28	4395	0	1	1	0
1688	1	2	1	2	0	26	3662	0	1	1	0
1688	1	2	1	2	1	26	3662	0	1	1	0
1689	1	1	2	2	0	28	4395	0	1	1	0
1689	1	1	2	2	1	28	4395	0	1	1	0
1689	1	2	1	2	0	26	3662	0	1	1	0
1689	1	2	1	2	1	26	3662	0	1	1	0
1690	1	1	2	2	0	26	3662	0	1	1	0
1690	1	1	2	2	1	26	3662	0	1	1	0
1690	1	2	1	2	0	26	3662	0	1	1	0
1690	1	2	1	2	1	26	3662	0	1	1	0
1691	1	1	2	2	0	26	3662	0	1	1	0
1691	1	1	2	2	1	26	3662	0	1	1	0
1691	1	2	1	2	0	26	3662	0	1	1	0
1691	1	2	1	2	1	26	3662	0	1	1	0
1692	1	1	2	2	0	26	3662	0	1	1	0
1692	1	1	2	2	1	26	3662	0	1	1	0
1692	1	2	1	2	0	26	3662	0	1	1	0
1692	1	2	1	2	1	26	3662	0	1	1	0
1693	1	1	2	2	0	26	3662	0	1	1	0
1693	1	1	2	2	1	26	3662	0	1	1	0
1693	1	2	1	2	0	26	3662	0	1	1	0
1693	1	2	1	2	1	26	3662	0	1	1	0
1694	1	1	2	2	0	26	3662	0	1	1	0
1694	1	1	2	2	1	26	3662	0	1	1	0
1694	1	2	1	2	0	26	3662	0	1	1	0
1694	1	2	1	2	1	26	3662	0	1	1	0
1695	1	1	2	2	0	26	3662	0	1	1	0
1695	1	1	2	2	1	26	3662	0	1	1	0
1695	1	2	1	2	0	26	3662	0	1	1	0
1695	1	2	1	2	1	26	3662	0	1	1	0
1696	1	1	2	2	0	26	3662	0	1	1	0
1696	1	1	2	2	1	26	3662	0	1	1	0
1696	1	2	1	2	0	26	3662	0	1	1	0
1696	1	2	1	2	1	26	3662	0	1	1	0
1697	1	1	2	2	0	26	3662	0	1	1	0
1697	1	1	2	2	1	26	3662	0	1	1	0
1697	1	2	1	2	0	26	3662	0	1	1	0
1697	1	2	1	2	1	26	3662	0	1	1	0
1698	1	1	2	2	0	26	3662	0	1	1	0
1698	1	1	2	2	1	26	3662	0	1	1	0
1698	1	2	1	2	0	26	3662	0	1	1	0
