1.06593,0,2920
1.14593,2920,4380
1.19493,4380,5840
1.24393,5840,7300
1.24393,7300,8760
1.29293,8760,10220
1.29293,10220,11680
1.29293,11680,13140
1.34193,13140,14600
1.34193,14600,16060
1.34193,16060,17520
1.34193,17520,18980
1.42593,18980,20440
1.42593,20440,21900
1.42593,21900,23360
1.42593,23360,24820
1.42593,24820,26280
1.42593,26280,27740
1.48293,27740,29200
1.48293,29200,30660
1.48293,30660,32120
1.48293,32120,33580
1.48293,33580,35040
1.48293,35040,36500
1.48293,36500,37960
1.48294,37960,39420
1.48294,39420,40880
1.54593,40880,42340
1.54593,42340,43800
1.54593,43800,45260
1.54593,45260,46720
1.54593,46720,48180
1.54593,48180,49640
1.54593,49640,51100
1.54594,51100,52560
1.54594,52560,54020
1.54594,54020,55480
1.54594,55480,56940
1.54594,56940,58400
1.54594,58400,59860
1.54594,59860,61320
1.59493,61320,62780
1.59493,62780,64240
1.59493,64240,65700
1.59493,65700,67160
1.59493,67160,68620
1.59493,68620,70080
1.59493,70080,71540
1.59494,71540,73000
1.59593,73000,74460
1.59593,74460,75920
1.59593,75920,77380
1.59593,77380,78840
1.59593,78840,80300
1.59593,80300,81760
1.59593,81760,83220
1.59594,83220,84680
1.59693,84680,86140
1.59693,86140,87600
1.59693,87600,89060
1.59693,89060,90520
1.59693,90520,91980
1.66593,91980,93440
1.66593,93440,94900
1.66593,94900,96360
1.66593,96360,97820
1.66593,97820,99280
1.66593,99280,100740
1.66593,100740,102200
1.66594,102200,103660
1.66594,103660,105120
1.66594,105120,106580
1.66594,106580,108040
1.66594,108040,109500
1.66594,109500,110960
1.66594,110960,112420
1.66594,112420,113880
1.66594,113880,115340
1.66594,115340,116800
1.66594,116800,118260
1.66594,118260,119720
1.66594,119720,121180
1.66594,121180,122640
1.66595,122640,124100
1.66595,124100,125560
1.66595,125560,127020
1.66595,127020,128480
1.66595,128480,129940
1.66595,129940,131400
1.66693,131400,64240
1.76493,64240,64273
1.76494,64273,64306
1.76494,64306,64339
1.76494,64339,64372
1.76494,64372,64405
1.76494,64405,64438
1.76494,64438,64471
1.76494,64471,64504
1.76593,64504,64537
1.76593,64537,64570
1.76693,64570,64603
1.76693,64603,64635
1.77093,64635,64667
