% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
1.725	1	2	173	6	1	4	453	0
1.726	1	2	173	7	1	4	903	0
1.727	1	2	173	8	1	4	903	0
1.728	1	2	173	9	1	4	903	0
1.729	1	2	173	10	1	4	903	0
1.73	1	2	174	1	1	4	903	0
1.731	1	2	174	2	1	4	903	0
1.732	1	2	174	3	1	4	903	0
1.733	1	2	174	4	1	4	903	0
1.734	1	2	174	5	1	4	903	0
1.735	1	2	174	6	1	4	903	0
1.736	1	2	174	7	1	4	903	0
1.737	1	2	174	8	1	4	903	0
1.738	1	2	174	9	1	4	903	0
1.739	1	2	174	10	1	4	903	0
1.74	1	2	175	1	1	4	903	0
1.741	1	1	175	2	2	20	2673	0
1.741	1	2	175	2	1	4	453	0
1.742	1	1	175	3	2	20	2673	0
1.742	1	2	175	3	1	4	453	0
1.743	1	1	175	4	2	20	2673	0
1.743	1	2	175	4	1	4	453	0
1.744	1	2	175	5	1	4	903	0
1.745	1	2	175	6	1	4	903	0
1.746	1	2	175	7	1	4	903	0
1.747	1	1	175	8	2	20	2673	0
1.747	1	2	175	8	1	4	453	0
1.748	1	1	175	9	2	20	2673	0
1.748	1	2	175	9	1	4	453	0
1.749	1	1	175	10	2	20	2673	0
1.749	1	2	175	10	1	4	453	0
1.75	1	1	176	1	2	20	2673	0
1.75	1	2	176	1	1	4	453	0
1.751	1	1	176	2	2	20	2673	0
1.751	1	2	176	2	1	4	453	0
1.752	1	1	176	3	2	20	2673	0
1.752	1	2	176	3	1	4	453	0
1.753	1	1	176	4	2	20	2673	0
1.753	1	2	176	4	1	4	453	0
1.754	1	2	176	5	1	4	903	0
1.755	1	2	176	6	1	4	903	0
1.756	1	2	176	7	1	4	903	0
1.757	1	2	176	8	1	4	903	0
1.758	1	2	176	9	1	4	903	0
1.759	1	2	176	10	1	4	903	0
1.76	1	2	177	1	1	4	903	0
1.761	1	2	177	2	1	14	3182	0
1.762	1	2	177	3	1	14	3182	0
1.763	1	2	177	4	1	14	3182	0
1.764	1	2	177	5	1	14	3182	0
1.765	1	2	177	6	1	14	3182	0
1.766	1	2	177	7	1	14	3182	0
1.767	1	2	177	8	1	14	3182	0
1.768	1	2	177	9	1	14	3182	0
1.769	1	2	177	10	1	14	3182	0
1.77	1	2	178	1	1	14	3182	0
1.771	1	2	178	2	1	14	3182	0
1.772	1	2	178	3	1	14	3182	0
1.773	1	1	178	4	2	20	2673	0
1.773	1	2	178	4	1	16	1908	0
1.774	1	2	178	5	1	14	3182	0
1.775	1	2	178	6	1	14	3182	0
1.776	1	2	178	7	1	14	3182	0
1.777	1	2	178	8	1	14	3182	0
1.778	1	2	178	9	1	14	3182	0
1.779	1	2	178	10	1	14	3182	0
1.78	1	1	179	1	2	20	2673	0
1.78	1	2	179	1	1	16	1908	0
1.781	1	2	179	2	1	14	3182	0
1.782	1	2	179	3	1	14	3182	0
1.783	1	2	179	4	1	14	3182	0
1.784	1	2	179	5	1	14	3182	0
1.785	1	2	179	6	1	14	3182	0
1.786	1	2	179	7	1	14	3182	0
1.787	1	2	179	8	1	14	3182	0
1.788	1	2	179	9	1	14	3182	0
1.789	1	2	179	10	1	14	3182	0
1.79	1	2	180	1	1	14	3182	0
1.791	1	2	180	2	1	14	3182	0
1.792	1	2	180	3	1	14	3182	0
1.793	1	1	180	4	2	20	2673	0
1.793	1	2	180	4	1	16	1908	0
1.794	1	1	180	5	2	20	2673	0
1.794	1	2	180	5	1	16	1908	0
1.795	1	1	180	6	2	20	2673	0
1.795	1	2	180	6	1	16	1908	0
1.796	1	1	180	7	2	20	2673	0
1.796	1	2	180	7	1	16	1908	0
1.797	1	1	180	8	2	20	2673	0
1.797	1	2	180	8	1	16	1908	0
1.798	1	1	180	9	2	20	2673	0
1.798	1	2	180	9	1	16	1908	0
1.799	1	1	180	10	2	20	2673	0
1.799	1	2	180	10	1	16	1908	0
1.8	1	1	181	1	2	20	2673	0
1.8	1	2	181	1	1	16	1908	0
1.801	1	1	181	2	2	20	2673	0
1.821	1	1	183	2	2	22	2865	0
1.841	1	2	185	2	1	12	2481	0
1.842	1	2	185	3	1	12	2481	0
1.843	1	1	185	4	2	6	645	0
1.843	1	2	185	4	1	18	2292	0
1.844	1	1	185	5	2	6	645	0
1.844	1	2	185	5	1	18	2292	0
1.845	1	1	185	6	2	6	645	0
1.845	1	2	185	6	1	18	2292	0
1.846	1	1	185	7	2	6	645	0
1.846	1	2	185	7	1	18	2292	0
1.847	1	1	185	8	2	6	645	0
1.847	1	2	185	8	1	18	2292	0
1.848	1	1	185	9	2	6	645	0
1.848	1	2	185	9	1	18	2292	0
1.849	1	2	185	10	1	12	2481	0
1.85	1	2	186	1	1	12	2481	0
1.851	1	2	186	2	1	12	2481	0
1.852	1	2	186	3	1	12	2481	0
1.853	1	2	186	4	1	12	2481	0
1.854	1	2	186	5	1	12	2481	0
1.855	1	2	186	6	1	12	2481	0
1.856	1	2	186	7	1	12	2481	0
1.857	1	2	186	8	1	12	2481	0
1.858	1	2	186	9	1	12	2481	0
1.859	1	2	186	10	1	12	2481	0
1.86	1	2	187	1	1	12	2481	0
1.866	1	1	187	7	2	6	1287	0
1.867	1	2	187	8	1	12	2481	0
1.868	1	2	187	9	1	12	2481	0
1.869	1	2	187	10	1	12	2481	0
1.87	1	2	188	1	1	12	2481	0
1.871	1	2	188	2	1	12	2481	0
1.872	1	2	188	3	1	12	2481	0
1.873	1	1	188	4	2	6	1287	0
1.889	1	2	189	10	1	4	903	0
1.89	1	2	190	1	1	4	903	0
1.891	1	2	190	2	1	4	903	0
1.892	1	1	190	3	2	6	645	0
1.892	1	2	190	3	1	4	453	0
1.893	1	1	190	4	2	6	645	0
1.893	1	2	190	4	1	4	453	0
1.894	1	1	190	5	2	6	645	0
1.894	1	2	190	5	1	4	453	0
1.895	1	1	190	6	2	6	645	0
1.895	1	2	190	6	1	4	453	0
1.896	1	1	190	7	2	6	645	0
1.896	1	2	190	7	1	4	453	0
1.897	1	2	190	8	1	4	903	0
1.898	1	2	190	9	1	4	903	0
1.899	1	2	190	10	1	4	903	0
1.9	1	2	191	1	1	4	903	0
1.901	1	2	191	2	1	4	903	0
1.902	1	2	191	3	1	4	903	0
1.903	1	2	191	4	1	4	903	0
1.904	1	2	191	5	1	4	903	0
1.905	1	2	191	6	1	4	903	0
1.906	1	2	191	7	1	4	903	0
1.907	1	2	191	8	1	4	903	0
1.908	1	2	191	9	1	4	903	0
1.909	1	2	191	10	1	4	903	0
1.91	1	2	192	1	1	4	903	0
1.911	1	2	192	2	1	4	903	0
1.912	1	2	192	3	1	4	903	0
1.913	1	2	192	4	1	4	903	0
1.914	1	2	192	5	1	4	903	0
1.915	1	2	192	6	1	4	903	0
1.916	1	2	192	7	1	4	903	0
1.917	1	2	192	8	1	4	903	0
1.918	1	2	192	9	1	4	903	0
1.919	1	2	192	10	1	4	903	0
1.92	1	2	193	1	1	4	903	0
1.941	1	1	195	2	2	16	1908	0
1.942	1	1	195	3	2	16	1908	0
1.943	1	1	195	4	2	16	1908	0
1.944	1	1	195	5	2	16	1908	0
1.945	1	1	195	6	2	16	1908	0
1.961	1	2	197	2	1	14	3182	0
1.962	1	2	197	3	1	14	3182	0
1.963	1	2	197	4	1	14	3182	0
1.964	1	2	197	5	1	14	3182	0
1.965	1	2	197	6	1	14	3182	0
1.966	1	2	197	7	1	14	3182	0
1.967	1	2	197	8	1	14	3182	0
1.968	1	2	197	9	1	14	3182	0
1.969	1	2	197	10	1	14	3182	0
1.97	1	2	198	1	1	14	3182	0
1.971	1	2	198	2	1	14	3182	0
1.989	1	2	199	10	1	14	3182	0
1.99	1	1	200	1	2	2	573	0
1.991	1	1	200	2	2	2	573	0
1.992	1	1	200	3	2	2	573	0
1.993	1	1	200	4	2	2	573	0
1.994	1	2	200	5	1	14	3182	0
2.01	1	2	202	1	1	12	2481	0
2.011	1	2	202	2	1	12	2481	0
2.012	1	2	202	3	1	12	2481	0
2.013	1	2	202	4	1	12	2481	0
2.014	1	2	202	5	1	12	2481	0
2.015	1	2	202	6	1	12	2481	0
2.024	1	2	203	5	1	12	2481	0
2.039	1	1	204	10	2	14	3182	0
2.04	1	1	205	1	2	14	3182	0
2.041	1	1	205	2	2	14	3182	0
2.056	1	2	206	7	1	2	573	0
2.059	1	2	206	10	1	2	573	0
2.06	1	2	207	1	1	2	573	0
2.061	1	2	207	2	1	2	573	0
2.062	1	2	207	3	1	2	573	0
2.063	1	2	207	4	1	2	573	0
2.064	1	2	207	5	1	2	573	0
2.065	1	2	207	6	1	2	573	0
2.066	1	2	207	7	1	2	573	0
2.067	1	2	207	8	1	2	573	0
2.068	1	2	207	9	1	2	573	0
2.069	1	2	207	10	1	2	573	0
2.07	1	2	208	1	1	2	573	0
2.071	1	2	208	2	1	2	573	0
2.072	1	2	208	3	1	2	573	0
2.073	1	2	208	4	1	2	573	0
2.074	1	2	208	5	1	2	573	0
2.075	1	2	208	6	1	2	573	0
2.076	1	2	208	7	1	2	573	0
2.077	1	2	208	8	1	2	573	0
2.078	1	2	208	9	1	2	573	0
2.079	1	2	208	10	1	2	573	0
2.08	1	2	209	1	1	2	573	0
2.081	1	2	209	2	1	0	349	0
2.082	1	2	209	3	1	0	349	0
2.083	1	2	209	4	1	0	349	0
2.084	1	2	209	5	1	0	349	0
2.085	1	2	209	6	1	0	349	0
2.086	1	2	209	7	1	0	349	0
2.087	1	2	209	8	1	0	349	0
2.088	1	2	209	9	1	14	1620	0
2.089	1	2	209	10	1	14	1620	0
2.09	1	2	210	1	1	14	1620	0
2.091	1	2	210	2	1	14	1620	0
2.092	1	2	210	3	1	14	1620	0
2.093	1	2	210	4	1	14	1620	0
2.094	1	2	210	5	1	14	1620	0
2.098	1	2	210	9	1	14	1620	0
2.099	1	2	210	10	1	14	1620	0
2.1	1	2	211	1	1	14	1620	0
2.105	1	2	211	6	1	14	1620	0
2.106	1	2	211	7	1	14	1620	0
2.108	1	2	211	9	1	14	1620	0
2.109	1	2	211	10	1	14	1620	0
2.11	1	2	212	1	1	14	1620	0
2.111	1	2	212	2	1	14	1620	0
2.112	1	2	212	3	1	14	1620	0
2.113	1	2	212	4	1	14	1620	0
2.114	1	2	212	5	1	14	1620	0
2.115	1	2	212	6	1	14	1620	0
2.116	1	2	212	7	1	14	1620	0
2.117	1	2	212	8	1	14	1620	0
2.118	1	2	212	9	1	14	1620	0
2.119	1	2	212	10	1	14	1620	0
2.12	1	2	213	1	1	14	1620	0
2.122	1	1	213	3	2	8	871	0
2.13	1	1	214	1	2	8	871	0
2.161	1	2	217	2	1	4	903	0
2.162	1	2	217	3	1	4	903	0
2.163	1	2	217	4	1	4	903	0
2.164	1	2	217	5	1	4	903	0
2.165	1	2	217	6	1	4	903	0
2.166	1	2	217	7	1	4	903	0
2.167	1	2	217	8	1	4	903	0
2.168	1	2	217	9	1	4	903	0
2.169	1	2	217	10	1	4	903	0
2.17	1	2	218	1	1	4	903	0
2.171	1	1	218	2	2	12	1239	0
2.171	1	2	218	2	1	14	1620	0
2.172	1	1	218	3	2	12	1239	0
2.172	1	2	218	3	1	14	1620	0
2.173	1	1	218	4	2	12	1239	0
2.173	1	2	218	4	1	14	1620	0
2.174	1	1	218	5	2	12	1239	0
2.174	1	2	218	5	1	14	1620	0
2.175	1	1	218	6	2	12	1239	0
2.175	1	2	218	6	1	14	1620	0
2.176	1	2	218	7	1	4	903	0
2.177	1	2	218	8	1	4	903	0
2.178	1	2	218	9	1	4	903	0
2.179	1	2	218	10	1	4	903	0
2.18	1	2	219	1	1	4	903	0
2.181	1	2	219	2	1	4	903	0
2.182	1	2	219	3	1	4	903	0
2.183	1	2	219	4	1	4	903	0
2.184	1	2	219	5	1	4	903	0
2.185	1	2	219	6	1	4	903	0
2.186	1	2	219	7	1	4	903	0
2.187	1	2	219	8	1	4	903	0
2.188	1	2	219	9	1	4	903	0
2.189	1	2	219	10	1	4	903	0
2.19	1	2	220	1	1	4	903	0
2.191	1	2	220	2	1	4	903	0
2.192	1	2	220	3	1	4	903	0
2.193	1	2	220	4	1	4	903	0
2.194	1	2	220	5	1	4	903	0
2.195	1	2	220	6	1	4	903	0
2.196	1	2	220	7	1	4	903	0
2.197	1	2	220	8	1	4	903	0
2.198	1	2	220	9	1	4	903	0
2.199	1	2	220	10	1	4	903	0
2.2	1	2	221	1	1	4	903	0
2.201	1	2	221	2	1	2	573	0
2.202	1	2	221	3	1	2	573	0
2.203	1	2	221	4	1	2	573	0
2.204	1	2	221	5	1	2	573	0
2.205	1	2	221	6	1	2	573	0
2.206	1	2	221	7	1	2	573	0
2.207	1	2	221	8	1	2	573	0
2.208	1	2	221	9	1	2	573	0
2.209	1	2	221	10	1	2	573	0
2.21	1	2	222	1	1	2	573	0
2.211	1	2	222	2	1	2	573	0
2.212	1	2	222	3	1	2	573	0
2.213	1	2	222	4	1	2	573	0
2.214	1	2	222	5	1	2	573	0
2.215	1	2	222	6	1	2	573	0
2.216	1	2	222	7	1	2	573	0
2.217	1	2	222	8	1	2	573	0
2.218	1	2	222	9	1	2	573	0
2.219	1	2	222	10	1	2	573	0
2.22	1	1	223	1	2	4	453	0
2.22	1	2	223	1	1	12	1239	0
2.221	1	1	223	2	2	4	453	0
2.221	1	2	223	2	1	12	1239	0
2.222	1	1	223	3	2	4	453	0
2.222	1	2	223	3	1	12	1239	0
2.223	1	1	223	4	2	4	453	0
2.223	1	2	223	4	1	12	1239	0
2.224	1	1	223	5	2	4	453	0
2.224	1	2	223	5	1	12	1239	0
2.225	1	1	223	6	2	4	453	0
2.225	1	2	223	6	1	12	1239	0
2.226	1	2	223	7	1	2	573	0
2.227	1	2	223	8	1	2	573	0
2.228	1	2	223	9	1	2	573	0
2.229	1	2	223	10	1	2	573	0
2.23	1	2	224	1	1	2	573	0
2.231	1	2	224	2	1	2	573	0
2.232	1	2	224	3	1	2	573	0
2.233	1	2	224	4	1	2	573	0
2.234	1	2	224	5	1	2	573	0
2.235	1	2	224	6	1	2	573	0
2.236	1	2	224	7	1	2	573	0
2.237	1	2	224	8	1	2	573	0
2.238	1	2	224	9	1	2	573	0
2.239	1	2	224	10	1	2	573	0
2.24	1	2	225	1	1	2	573	0
2.269	1	1	227	10	2	18	2292	0
2.269	1	2	227	10	1	4	453	0
2.27	1	1	228	1	2	18	2292	0
2.27	1	2	228	1	1	4	453	0
2.271	1	1	228	2	2	18	2292	0
2.271	1	2	228	2	1	4	453	0
2.272	1	1	228	3	2	18	2292	0
2.272	1	2	228	3	1	4	453	0
2.273	1	1	228	4	2	18	2292	0
2.273	1	2	228	4	1	4	453	0
2.281	1	2	229	2	1	6	1287	0
