1.15393,0,0.0490044,0.0490044
1.21493,0.0490044,0,0.0490044
1.21493,0,0.0609963,0.0609963
1.21493,0.0609963,0,0.0609963
1.21493,0,0.0609992,0.0609992
1.21494,0.0609992,0,0.0609992
1.21494,0,0.0610021,0.0610021
1.21494,0.0610021,0,0.0610021
1.21494,0,0.061005,0.061005
1.21494,0.061005,0,0.061005
1.21494,0,0.0610079,0.0610079
1.21494,0.0610079,0,0.0610079
1.21495,0,0.0610108,0.0610108
1.21495,0.0610108,0,0.0610108
1.30494,0,0.0900055,0.0900055
1.30494,0.0900055,0,0.0900055
1.30594,0,0.0909975,0.0909975
1.30594,0.0909975,0,0.0909975
1.30693,0,0.091984,0.091984
1.30693,0.091984,0,0.091984
1.30694,0,0.0919874,0.0919874
1.30694,0.0919874,0,0.0919874
1.30695,0,0.0919932,0.0919932
1.32293,0.0919932,0,0.0919932
1.38493,0,0.0799916,0.0799916
1.38493,0.0799916,0,0.0799916
1.38494,0,0.0799976,0.0799976
1.38494,0.0799976,0,0.0799976
1.38494,0,0.0800005,0.0800005
1.38494,0.0800005,0,0.0800005
1.38494,0,0.0800035,0.0800035
1.38495,0.0800035,0,0.0800035
1.38593,0,0.080991,0.080991
1.38594,0.080991,0,0.080991
1.38594,0,0.0800035,0.0800035
1.38693,0.0800035,0,0.0800035
1.38693,0,0.0809954,0.0809954
1.38694,0.0809954,0,0.0809954
1.38694,0,0.0809972,0.0809972
1.38694,0.0809972,0,0.0809972
1.38793,0,0.0810015,0.0810015
1.38794,0.0810015,0,0.0810015
1.38794,0,0.0810061,0.0810061
1.38794,0.0810061,0,0.0810061
1.38894,0,0.0819948,0.0819948
1.38894,0.0819948,0,0.0819948
1.38993,0,0.0819976,0.0819976
1.39093,0.0819976,0,0.0819976
1.43393,0,0.0489995,0.0489995
1.43493,0.0489995,0,0.0489995
1.43593,0,0.0509963,0.0509963
1.43893,0.0509963,0,0.0509963
1.43993,0,0.0549848,0.0549848
1.44093,0.0549848,0,0.0549848
1.44093,0,0.0559856,0.0559856
1.44093,0.0559856,0,0.0559856
1.44193,0,0.0559963,0.0559963
1.44293,0.0559963,0,0.0559963
1.44293,0,0.0569963,0.0569963
1.44393,0.0569963,0,0.0569963
1.44693,0,0.0600026,0.0600026
1.44793,0.0600026,0,0.0600026
1.45193,0,0.0649908,0.0649908
1.45193,0.0649908,0,0.0649908
1.45193,0,0.0649938,0.0649938
1.45193,0.0649938,0,0.0649938
1.45293,0,0.0659901,0.0659901
1.45293,0.0659901,0,0.0659901
1.45393,0,0.0669901,0.0669901
1.45393,0.0669901,0,0.0669901
1.45393,0,0.0669886,0.0669886
1.45493,0.0669886,0,0.0669886
1.45893,0,0.070996,0.070996
1.45993,0.070996,0,0.070996
1.46093,0,0.0729911,0.0729911
1.46193,0.0729911,0,0.0729911
1.46293,0,0.0749866,0.0749866
1.46393,0.0749866,0,0.0749866
1.46493,0,0.0759907,0.0759907
1.46494,0.0759907,0,0.0759907
1.46495,0,0.0760064,0.0760064
1.46495,0.0760064,0,0.0760064
1.46495,0,0.0760086,0.0760086
1.46495,0.0760086,0,0.0760086
1.46593,0,0.0769855,0.0769855
1.46593,0.0769855,0,0.0769855
1.46594,0,0.0760083,0.0760083
1.46594,0.0760083,0,0.0760083
1.46595,0,0.0760081,0.0760081
1.46793,0.0760081,0,0.0760081
1.46794,0,0.0770065,0.0770065
1.46794,0.0770065,0,0.0770065
1.46794,0,0.0770087,0.0770087
1.46794,0.0770087,0,0.0770087
1.46795,0,0.0770129,0.0770129
1.48294,0.0770129,0,0.0770129
1.48294,0,0.0490056,0.0490056
1.48294,0.0490056,0,0.0490056
1.48294,0,0.0490087,0.0490087
1.48294,0.0490087,0,0.0490087
1.48295,0,0.0490117,0.0490117
1.48295,0.0490117,0,0.0490117
1.48393,0,0.0499961,0.0499961
1.48394,0.0499961,0,0.0499961
1.48394,0,0.0490069,0.0490069
1.48394,0.0490069,0,0.0490069
1.48395,0,0.0450168,0.0450168
1.48395,0.0450168,0,0.0450168
1.48493,0,0.0460025,0.0460025
1.48494,0.0460025,0,0.0460025
1.48495,0,0.045014,0.045014
1.48495,0.045014,0,0.045014
1.49593,0,0.0419964,0.0419964
1.49693,0.0419964,0,0.0419964
1.51093,0,0.0429805,0.0429805
1.53193,0.0429805,0,0.0429805
1.53193,0,0.0479957,0.0479957
1.53193,0.0479957,0,0.0479957
1.53293,0,0.0479856,0.0479856
1.53293,0.0479856,0,0.0479856
1.53393,0,0.0450002,0.0450002
1.55094,0.0450002,0,0.0450002
1.55794,0,0.0480079,0.0480079
1.55794,0.0480079,0,0.0480079
1.55795,0,0.0480185,0.0480185
1.55796,0.0480185,0,0.0480185
1.55796,0,0.0470297,0.0470297
1.55796,0.0470297,0,0.0470297
1.55893,0,0.0480001,0.0480001
1.55893,0.0480001,0,0.0480001
1.55894,0,0.0480084,0.0480084
1.55894,0.0480084,0,0.0480084
1.55894,0,0.0470119,0.0470119
1.55894,0.0470119,0,0.0470119
1.55895,0,0.0470154,0.0470154
1.55895,0.0470154,0,0.0470154
1.55895,0,0.0470189,0.0470189
1.55895,0.0470189,0,0.0470189
1.55895,0,0.0470225,0.0470225
1.55895,0.0470225,0,0.0470225
1.55896,0,0.047026,0.047026
1.58093,0.047026,0,0.047026
1.58094,0,0.0490049,0.0490049
1.58094,0.0490049,0,0.0490049
1.58094,0,0.0490084,0.0490084
1.58094,0.0490084,0,0.0490084
1.58094,0,0.049012,0.049012
1.58094,0.049012,0,0.049012
1.58095,0,0.0490203,0.0490203
1.58095,0.0490203,0,0.0490203
1.58095,0,0.049023,0.049023
1.58096,0.049023,0,0.049023
1.58096,0,0.0490265,0.0490265
1.58096,0.0490265,0,0.0490265
1.58193,0,0.0499984,0.0499984
1.58193,0.0499984,0,0.0499984
1.58193,0,0.0500019,0.0500019
1.58194,0.0500019,0,0.0500019
1.58194,0,0.0500054,0.0500054
1.58194,0.0500054,0,0.0500054
1.58194,0,0.0500089,0.0500089
1.58194,0.0500089,0,0.0500089
1.58194,0,0.0500116,0.0500116
1.58195,0.0500116,0,0.0500116
1.58195,0,0.0500151,0.0500151
1.58195,0.0500151,0,0.0500151
1.58195,0,0.0500187,0.0500187
1.58195,0.0500187,0,0.0500187
1.58196,0,0.050027,0.050027
1.62493,0.050027,0,0.050027
1.62493,0,0.0929993,0.0929993
1.62493,0.0929993,0,0.0929993
1.62494,0,0.0920054,0.0920054
1.62494,0.0920054,0,0.0920054
1.62494,0,0.0920089,0.0920089
1.62593,0.0920089,0,0.0920089
1.62593,0,0.0930018,0.0930018
1.62593,0.0930018,0,0.0930018
1.62594,0,0.0930053,0.0930053
1.62594,0.0930053,0,0.0930053
1.62594,0,0.0930089,0.0930089
1.62693,0.0930089,0,0.0930089
1.62693,0,0.0940009,0.0940009
1.62693,0.0940009,0,0.0940009
1.62694,0,0.0940044,0.0940044
1.62694,0.0940044,0,0.0940044
1.62694,0,0.094008,0.094008
1.62793,0.094008,0,0.094008
1.62793,0,0.0950009,0.0950009
1.62793,0.0950009,0,0.0950009
1.62794,0,0.0950044,0.0950044
1.62794,0.0950044,0,0.0950044
1.62794,0,0.0950079,0.0950079
1.62893,0.0950079,0,0.0950079
1.62893,0,0.0960001,0.0960001
1.62894,0.0960001,0,0.0960001
1.62894,0,0.0960084,0.0960084
1.62993,0.0960084,0,0.0960084
1.62993,0,0.097,0.097
1.62993,0.097,0,0.097
1.62994,0,0.0970036,0.0970036
1.62994,0.0970036,0,0.0970036
1.62994,0,0.0970071,0.0970071
1.63093,0.0970071,0,0.0970071
1.63093,0,0.098,0.098
1.63093,0.098,0,0.098
1.63094,0,0.0980035,0.0980035
1.63094,0.0980035,0,0.0980035
1.63094,0,0.0980071,0.0980071
1.63193,0.0980071,0,0.0980071
1.63193,0,0.099,0.099
1.63193,0.099,0,0.099
1.63194,0,0.0990035,0.0990035
1.63194,0.0990035,0,0.0990035
1.63194,0,0.099007,0.099007
1.63293,0.099007,0,0.099007
1.63293,0,0.1,0.1
1.63293,0.1,0,0.1
1.63294,0,0.100004,0.100004
1.63294,0.100004,0,0.100004
1.63294,0,0.100007,0.100007
1.63393,0.100007,0,0.100007
1.63393,0,0.101,0.101
1.63394,0.101,0,0.101
1.63394,0,0.10001,0.10001
1.63593,0.10001,0,0.10001
1.63593,0,0.102002,0.102002
1.63593,0.102002,0,0.102002
1.63594,0,0.102005,0.102005
1.63594,0.102005,0,0.102005
1.63594,0,0.102009,0.102009
1.63693,0.102009,0,0.102009
1.63693,0,0.103002,0.103002
1.63693,0.103002,0,0.103002
1.63694,0,0.103005,0.103005
1.63793,0.103005,0,0.103005
1.63893,0,0.0809948,0.0809948
1.63893,0.0809948,0,0.0809948
1.63894,0,0.0809974,0.0809974
1.63894,0.0809974,0,0.0809974
1.63894,0,0.081,0.081
1.63894,0.081,0,0.081
1.63993,0,0.0819864,0.0819864
1.63994,0.0819864,0,0.0819864
1.64093,0,0.0829766,0.0829766
1.64094,0.0829766,0,0.0829766
1.64193,0,0.0830044,0.0830044
1.64194,0.0830044,0,0.0830044
1.64293,0,0.0839961,0.0839961
1.64294,0.0839961,0,0.0839961
1.64394,0,0.0849886,0.0849886
1.64493,0.0849886,0,0.0849886
1.64593,0,0.0649961,0.0649961
1.64594,0.0649961,0,0.0649961
1.64594,0,0.0650029,0.0650029
1.64694,0.0650029,0,0.0650029
1.64793,0,0.0669816,0.0669816
1.64794,0.0669816,0,0.0669816
1.64893,0,0.0679728,0.0679728
1.64894,0.0679728,0,0.0679728
1.64993,0,0.0679956,0.0679956
1.64994,0.0679956,0,0.0679956
1.65093,0,0.0689868,0.0689868
1.65094,0.0689868,0,0.0689868
1.65193,0,0.0699732,0.0699732
1.66694,0.0699732,0,0.0699732
1.66794,0,0.042003,0.042003
1.66893,0.042003,0,0.042003
1.66993,0,0.042993,0.042993
1.66994,0.042993,0,0.042993
1.67094,0,0.042,0.042
1.67193,0.042,0,0.042
1.67493,0,0.0439913,0.0439913
1.67494,0.0439913,0,0.0439913
1.67594,0,0.0430015,0.0430015
1.67794,0.0430015,0,0.0430015
1.67893,0,0.0449927,0.0449927
1.67993,0.0449927,0,0.0449927
1.67994,0,0.0430051,0.0430051
1.68094,0.0430051,0,0.0430051
1.68194,0,0.043005,0.043005
1.68293,0.043005,0,0.043005
1.68294,0,0.0440012,0.0440012
1.68394,0.0440012,0,0.0440012
1.68493,0,0.0449953,0.0449953
1.68494,0.0449953,0,0.0449953
1.68593,0,0.0449952,0.0449952
1.68793,0.0449952,0,0.0449952
1.68893,0,0.0459924,0.0459924
1.68894,0.0459924,0,0.0459924
1.68993,0,0.0459936,0.0459936
1.69094,0.0459936,0,0.0459936
1.69193,0,0.0459898,0.0459898
1.69194,0.0459898,0,0.0459898
1.69293,0,0.0459918,0.0459918
1.69394,0.0459918,0,0.0459918
1.69493,0,0.045997,0.045997
1.69594,0.045997,0,0.045997
1.69794,0,0.0469997,0.0469997
1.70993,0.0469997,0,0.0469997
1.71293,0,0.0449924,0.0449924
1.71393,0.0449924,0,0.0449924
1.71594,0,0.0470071,0.0470071
1.72393,0.0470071,0,0.0470071
1.72593,0,0.0559909,0.0559909
1.72893,0.0559909,0,0.0559909
1.73193,0,0.0609945,0.0609945
1.73593,0.0609945,0,0.0609945
1.74093,0,0.0659897,0.0659897
1.74293,0.0659897,0,0.0659897
1.74393,0,0.0679933,0.0679933
1.74493,0.0679933,0,0.0679933
1.74494,0,0.0670024,0.0670024
1.74694,0.0670024,0,0.0670024
1.74694,0,0.0670011,0.0670011
1.74794,0.0670011,0,0.0670011
1.74893,0,0.0679924,0.0679924
1.75093,0.0679924,0,0.0679924
1.75094,0,0.0689997,0.0689997
1.75194,0.0689997,0,0.0689997
1.75293,0,0.0689952,0.0689952
1.75294,0.0689952,0,0.0689952
1.75394,0,0.0690012,0.0690012
1.75494,0.0690012,0,0.0690012
1.75593,0,0.0680007,0.0680007
1.75694,0.0680007,0,0.0680007
1.75794,0,0.0670035,0.0670035
1.75893,0.0670035,0,0.0670035
1.76093,0,0.0689949,0.0689949
1.76193,0.0689949,0,0.0689949
1.76194,0,0.0680006,0.0680006
1.76294,0.0680006,0,0.0680006
1.76393,0,0.0679924,0.0679924
1.76394,0.0679924,0,0.0679924
1.76494,0,0.0670051,0.0670051
1.76593,0.0670051,0,0.0670051
1.76693,0,0.0679985,0.0679985
1.76793,0.0679985,0,0.0679985
1.76893,0,0.0589974,0.0589974
1.77393,0.0589974,0,0.0589974
1.77493,0,0.0510027,0.0510027
1.78294,0.0510027,0,0.0510027
1.78693,0,0.0419939,0.0419939
1.78793,0.0419939,0,0.0419939
1.78893,0,0.041995,0.041995
1.78894,0.041995,0,0.041995
1.78894,0,0.0420059,0.0420059
1.79093,0.0420059,0,0.0420059
1.79293,0,0.0419966,0.0419966
1.79393,0.0419966,0,0.0419966
1.79394,0,0.0419988,0.0419988
1.79493,0.0419988,0,0.0419988
1.79593,0,0.0419933,0.0419933
1.79594,0.0419933,0,0.0419933
1.79693,0,0.0419983,0.0419983
1.79793,0.0419983,0,0.0419983
1.79893,0,0.0419935,0.0419935
1.79894,0.0419935,0,0.0419935
1.79894,0,0.0420048,0.0420048
1.80093,0.0420048,0,0.0420048
1.80094,0,0.043,0.043
1.80394,0.043,0,0.043
1.80493,0,0.0419983,0.0419983
1.80593,0.0419983,0,0.0419983
1.81293,0,0.0419955,0.0419955
1.81393,0.0419955,0,0.0419955
1.81394,0,0.0419999,0.0419999
1.81594,0.0419999,0,0.0419999
1.81893,0,0.0419971,0.0419971
1.82093,0.0419971,0,0.0419971
1.82094,0,0.0429978,0.0429978
1.82095,0.0429978,0,0.0429978
1.82095,0,0.0420141,0.0420141
1.86493,0.0420141,0,0.0420141
1.86494,0,0.0819939,0.0819939
1.86494,0.0819939,0,0.0819939
1.86495,0,0.080016,0.080016
1.86593,0.080016,0,0.080016
1.86594,0,0.0800067,0.0800067
1.86595,0.0800067,0,0.0800067
1.86596,0,0.0770251,0.0770251
1.86596,0.0770251,0,0.0770251
1.86694,0,0.078,0.078
1.86695,0.078,0,0.078
1.86696,0,0.0760138,0.0760138
1.86794,0.0760138,0,0.0760138
1.86795,0,0.0740163,0.0740163
1.86796,0.0740163,0,0.0740163
1.86894,0,0.0730047,0.0730047
1.86895,0.0730047,0,0.0730047
1.86896,0,0.0710273,0.0710273
1.86994,0.0710273,0,0.0710273
1.86994,0,0.071003,0.071003
1.86996,0.071003,0,0.071003
1.87093,0,0.0699923,0.0699923
1.87094,0.0699923,0,0.0699923
1.87095,0,0.0680112,0.0680112
1.87096,0.0680112,0,0.0680112
1.87193,0,0.067995,0.067995
1.87194,0.067995,0,0.067995
1.87195,0,0.0670151,0.0670151
1.87293,0.0670151,0,0.0670151
1.87294,0,0.0660073,0.0660073
1.87295,0.0660073,0,0.0660073
1.87296,0,0.0620131,0.0620131
1.87296,0.0620131,0,0.0620131
1.87394,0,0.0610057,0.0610057
1.87395,0.0610057,0,0.0610057
1.87396,0,0.0580237,0.0580237
1.87493,0.0580237,0,0.0580237
1.87494,0,0.0590025,0.0590025
1.87495,0.0590025,0,0.0590025
1.87594,0,0.0550016,0.0550016
1.87594,0.0550016,0,0.0550016
1.87595,0,0.0549999,0.0549999
1.91293,0.0549999,0,0.0549999
1.91294,0,0.0479983,0.0479983
1.91393,0.0479983,0,0.0479983
1.91493,0,0.0490039,0.0490039
1.91494,0.0490039,0,0.0490039
1.91594,0,0.0499967,0.0499967
1.91793,0.0499967,0,0.0499967
1.91893,0,0.0529779,0.0529779
1.91993,0.0529779,0,0.0529779
1.92094,0,0.0539864,0.0539864
1.92193,0.0539864,0,0.0539864
1.92194,0,0.0549806,0.0549806
1.92493,0.0549806,0,0.0549806
1.92494,0,0.0569839,0.0569839
1.92594,0.0569839,0,0.0569839
1.92693,0,0.0579927,0.0579927
1.92794,0.0579927,0,0.0579927
1.92893,0,0.0599688,0.0599688
1.92993,0.0599688,0,0.0599688
1.92994,0,0.0599835,0.0599835
1.93094,0.0599835,0,0.0599835
1.93193,0,0.0609887,0.0609887
1.93194,0.0609887,0,0.0609887
1.93294,0,0.0619832,0.0619832
1.93393,0.0619832,0,0.0619832
1.93394,0,0.0620004,0.0620004
1.93593,0.0620004,0,0.0620004
1.93594,0,0.0630059,0.0630059
1.93694,0.0630059,0,0.0630059
1.93793,0,0.0649801,0.0649801
1.93794,0.0649801,0,0.0649801
1.93894,0,0.0659764,0.0659764
1.93993,0.0659764,0,0.0659764
1.93994,0,0.0659983,0.0659983
1.94193,0.0659983,0,0.0659983
1.94194,0,0.0679743,0.0679743
1.94293,0.0679743,0,0.0679743
1.94393,0,0.0689792,0.0689792
1.98493,0.0689792,0,0.0689792
