% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct	ccId
1450	1	2	1	2	1	22	2769	0	1	1	0
1460	1	1	2	2	0	26	7708	0	1	1	0
1460	1	1	2	2	1	26	7708	0	1	1	0
1461	1	2	1	2	0	24	6882	0	1	1	0
1461	1	2	1	2	1	24	6882	0	1	1	0
1472	1	2	1	2	0	26	7708	0	1	1	0
1472	1	2	1	2	1	26	7708	0	1	1	0
1483	1	2	1	2	0	26	7708	0	1	1	0
1483	1	2	1	2	1	26	7708	0	1	1	0
1484	1	1	2	2	0	26	3662	0	1	1	0
1484	1	1	2	2	1	26	3662	0	1	1	0
1484	1	2	1	2	0	26	3662	0	1	1	0
1484	1	2	1	2	1	26	3662	0	1	1	0
1485	1	2	1	2	0	26	7708	0	1	1	0
1485	1	2	1	2	1	26	7708	0	1	1	0
1486	1	2	1	2	0	26	7708	0	1	1	0
1486	1	2	1	2	1	26	7708	0	1	1	0
1487	1	2	1	2	0	26	7708	0	1	1	0
1487	1	2	1	2	1	26	7708	0	1	1	0
1488	1	2	1	2	0	26	7708	0	1	1	0
1488	1	2	1	2	1	26	7708	0	1	1	0
1489	1	2	1	2	0	26	7708	0	1	1	0
1489	1	2	1	2	1	26	7708	0	1	1	0
1490	1	2	1	2	0	26	7708	0	1	1	0
1490	1	2	1	2	1	26	7708	0	1	1	0
1491	1	2	1	2	0	26	7708	0	1	1	0
1491	1	2	1	2	1	26	7708	0	1	1	0
1492	1	2	1	2	0	26	7708	0	1	1	0
1492	1	2	1	2	1	26	7708	0	1	1	0
1493	1	2	1	2	0	26	7708	0	1	1	0
1493	1	2	1	2	1	26	7708	0	1	1	0
1494	1	1	2	2	0	24	3182	0	1	1	0
1494	1	1	2	2	1	24	3182	0	1	1	0
1494	1	2	1	2	0	26	3662	0	1	1	0
1494	1	2	1	2	1	26	3662	0	1	1	0
1495	1	1	2	2	0	24	3182	0	1	1	0
1495	1	1	2	2	1	24	3182	0	1	1	0
1495	1	2	1	2	0	26	3662	0	1	0	0
1495	1	2	1	2	1	26	3662	0	1	0	0
1496	1	1	2	2	0	24	3182	0	1	1	0
1496	1	1	2	2	1	24	3182	0	1	1	0
1496	1	2	1	2	0	26	3662	0	1	1	0
1496	1	2	1	2	1	26	3662	0	1	1	0
1497	1	1	2	2	0	24	3182	0	1	1	0
1497	1	1	2	2	1	24	3182	0	1	1	0
1497	1	2	1	2	0	26	3662	0	1	0	0
1497	1	2	1	2	1	26	3662	0	1	0	0
1498	1	1	2	2	0	26	3662	0	1	1	0
1498	1	1	2	2	1	26	3662	0	1	1	0
1498	1	2	1	2	0	24	3182	0	1	1	0
1498	1	2	1	2	1	24	3182	0	1	1	0
1499	1	1	2	2	0	26	3662	0	1	1	0
1499	1	1	2	2	1	26	3662	0	1	1	0
1499	1	2	1	2	0	24	3182	0	1	1	0
1499	1	2	1	2	1	24	3182	0	1	1	0
1500	1	1	2	2	0	26	3662	0	1	1	0
1500	1	1	2	2	1	26	3662	0	1	1	0
1500	1	2	1	2	0	24	3182	0	1	1	0
1500	1	2	1	2	1	24	3182	0	1	1	0
1501	1	1	2	2	0	26	3662	0	1	0	0
1501	1	1	2	2	1	26	3662	0	1	0	0
1501	1	2	1	2	0	24	3182	0	1	1	0
1501	1	2	1	2	1	24	3182	0	1	1	0
1502	1	1	2	2	0	26	3963	0	1	0	0
1502	1	1	2	2	1	26	3963	0	1	1	0
1502	1	2	1	2	0	26	3662	1	0	1	0
1502	1	2	1	2	1	0	0	0	0	1	0
1503	1	1	2	2	0	26	3662	0	1	1	0
1503	1	1	2	2	1	26	3662	0	1	1	0
1503	1	2	1	2	0	24	3182	0	1	1	0
1503	1	2	1	2	1	24	3182	0	1	1	0
1504	1	1	2	2	0	26	3963	0	1	1	0
1504	1	1	2	2	1	26	3963	0	1	1	0
1504	1	2	1	2	0	26	3662	1	0	1	0
1504	1	2	1	2	1	26	3662	1	0	1	0
1505	1	1	2	2	0	26	3662	0	1	1	0
1505	1	1	2	2	1	26	3662	0	1	1	0
1505	1	2	1	2	0	24	3182	0	1	1	0
1505	1	2	1	2	1	24	3182	0	1	1	0
1506	1	1	2	2	0	26	3662	0	1	1	0
1506	1	1	2	2	1	26	3662	0	1	1	0
1506	1	2	1	2	0	24	3182	0	1	1	0
1506	1	2	1	2	1	24	3182	0	1	1	0
1507	1	1	2	2	0	26	3662	0	1	1	0
1507	1	1	2	2	1	26	3662	0	1	1	0
1507	1	2	1	2	0	24	3182	0	1	1	0
1507	1	2	1	2	1	24	3182	0	1	1	0
1508	1	1	2	2	0	22	2769	0	1	1	0
1508	1	1	2	2	1	22	2769	0	1	1	0
1508	1	2	1	2	0	26	3662	0	1	1	0
1508	1	2	1	2	1	26	3662	0	1	1	0
1509	1	2	1	2	0	26	7708	0	1	1	0
1509	1	2	1	2	1	26	7708	0	1	1	0
1517	1	1	2	2	0	24	3182	0	1	1	0
1517	1	1	2	2	1	24	3182	0	1	1	0
1517	1	2	1	2	0	26	3662	0	1	1	0
1517	1	2	1	2	1	26	3662	0	1	1	0
1520	1	1	2	2	0	26	7708	0	1	1	0
1520	1	1	2	2	1	26	7708	0	1	1	0
1525	1	1	2	2	0	26	3662	0	1	1	0
1525	1	1	2	2	1	26	3662	0	1	1	0
1525	1	2	1	2	0	26	3662	0	1	1	0
1525	1	2	1	2	1	26	3662	0	1	1	0
1526	1	1	2	2	0	26	3662	0	1	1	0
1526	1	1	2	2	1	26	3662	0	1	1	0
1526	1	2	1	2	0	24	3182	0	1	1	0
1526	1	2	1	2	1	24	3182	0	1	1	0
1527	1	1	2	2	0	26	3662	0	1	1	0
1527	1	1	2	2	1	26	3662	0	1	1	0
1527	1	2	1	2	0	24	3182	0	1	1	0
1527	1	2	1	2	1	24	3182	0	1	1	0
1528	1	1	2	2	0	26	3662	0	1	1	0
1528	1	1	2	2	1	26	3662	0	1	1	0
1528	1	2	1	2	0	24	3182	0	1	1	0
1528	1	2	1	2	1	24	3182	0	1	1	0
1529	1	1	2	2	0	26	3662	0	1	1	0
1529	1	1	2	2	1	26	3662	0	1	1	0
1529	1	2	1	2	0	24	3182	0	1	1	0
1529	1	2	1	2	1	24	3182	0	1	1	0
1530	1	1	2	2	0	26	7708	0	1	1	0
1530	1	1	2	2	1	26	7708	0	1	1	0
1534	1	1	2	2	0	26	3662	0	1	1	0
1534	1	1	2	2	1	26	3662	0	1	1	0
1534	1	2	1	2	0	26	3662	0	1	1	0
1534	1	2	1	2	1	26	3662	0	1	1	0
1545	1	1	2	2	0	24	3182	0	1	1	0
1545	1	1	2	2	1	24	3182	0	1	1	0
1545	1	2	1	2	0	26	3662	0	1	1	0
1545	1	2	1	2	1	26	3662	0	1	1	0
1550	1	1	2	2	0	22	5861	0	1	1	0
1550	1	1	2	2	1	22	5861	0	1	1	0
1555	1	1	2	2	0	22	5861	0	1	1	0
1555	1	1	2	2	1	22	5861	0	1	1	0
1556	1	1	2	2	0	20	2385	0	1	1	0
1556	1	1	2	2	1	20	2385	0	1	1	0
1556	1	2	1	2	0	26	3662	0	1	1	0
1556	1	2	1	2	1	26	3662	0	1	1	0
1557	1	1	2	2	0	20	4904	0	1	1	0
1557	1	1	2	2	1	20	4904	0	1	1	0
1558	1	1	2	2	0	20	4904	0	1	1	0
1558	1	1	2	2	1	20	4904	0	1	1	0
1559	1	1	2	2	0	20	4904	0	1	1	0
1559	1	1	2	2	1	20	4904	0	1	1	0
1560	1	1	2	2	0	20	4904	0	1	1	0
1560	1	1	2	2	1	20	4904	0	1	1	0
1561	1	1	2	2	0	20	4904	0	1	1	0
1561	1	1	2	2	1	20	4904	0	1	1	0
1564	1	1	2	2	0	22	2769	0	1	1	0
1564	1	1	2	2	1	22	2769	0	1	1	0
1564	1	2	1	2	0	26	3662	0	1	1	0
1564	1	2	1	2	1	26	3662	0	1	1	0
1565	1	1	2	2	0	22	2769	0	1	1	0
1565	1	1	2	2	1	22	2769	0	1	1	0
1565	1	2	1	2	0	26	3662	0	1	1	0
1565	1	2	1	2	1	26	3662	0	1	1	0
1566	1	1	2	2	0	24	3182	0	1	1	0
1566	1	1	2	2	1	24	3182	0	1	1	0
1566	1	2	1	2	0	26	3662	0	1	1	0
1566	1	2	1	2	1	26	3662	0	1	1	0
1567	1	1	2	2	0	24	3182	0	1	1	0
1567	1	1	2	2	1	24	3182	0	1	1	0
1567	1	2	1	2	0	26	3662	0	1	1	0
1567	1	2	1	2	1	26	3662	0	1	1	0
1568	1	1	2	2	0	24	3182	0	1	1	0
1568	1	1	2	2	1	24	3182	0	1	1	0
1568	1	2	1	2	0	26	3662	0	1	1	0
1568	1	2	1	2	1	26	3662	0	1	1	0
1569	1	1	2	2	0	24	3182	0	1	1	0
1569	1	1	2	2	1	24	3182	0	1	1	0
1569	1	2	1	2	0	26	3662	0	1	1	0
1569	1	2	1	2	1	26	3662	0	1	1	0
1570	1	2	1	2	0	26	7708	0	1	1	0
1570	1	2	1	2	1	26	7708	0	1	1	0
1571	1	2	1	2	0	26	7708	0	1	1	0
1571	1	2	1	2	1	26	7708	0	1	1	0
1572	1	2	1	2	0	26	7708	0	1	1	0
1572	1	2	1	2	1	26	7708	0	1	1	0
1573	1	2	1	2	0	26	7708	0	1	1	0
1573	1	2	1	2	1	26	7708	0	1	1	0
1574	1	1	2	2	0	26	3662	0	1	1	0
1574	1	1	2	2	1	26	3662	0	1	1	0
1574	1	2	1	2	0	26	3662	0	1	1	0
1574	1	2	1	2	1	26	3662	0	1	1	0
1575	1	1	2	2	0	26	3662	0	1	1	0
1575	1	1	2	2	1	26	3662	0	1	1	0
1575	1	2	1	2	0	26	3662	0	1	1	0
1575	1	2	1	2	1	26	3662	0	1	1	0
1576	1	1	2	2	0	26	3662	0	1	1	0
1576	1	1	2	2	1	26	3662	0	1	1	0
1576	1	2	1	2	0	26	3662	0	1	1	0
1576	1	2	1	2	1	26	3662	0	1	1	0
1577	1	1	2	2	0	26	3662	0	1	1	0
1577	1	1	2	2	1	26	3662	0	1	1	0
1577	1	2	1	2	0	26	3662	0	1	1	0
1577	1	2	1	2	1	26	3662	0	1	1	0
1578	1	1	2	2	0	26	3662	0	1	1	0
1578	1	1	2	2	1	26	3662	0	1	1	0
1578	1	2	1	2	0	26	3662	0	1	1	0
1578	1	2	1	2	1	26	3662	0	1	1	0
1579	1	1	2	2	0	26	3662	0	1	1	0
1579	1	1	2	2	1	26	3662	0	1	1	0
1579	1	2	1	2	0	26	3662	0	1	1	0
1579	1	2	1	2	1	26	3662	0	1	1	0
1580	1	1	2	2	0	26	3662	0	1	1	0
1580	1	1	2	2	1	26	3662	0	1	1	0
1580	1	2	1	2	0	26	3662	0	1	1	0
1580	1	2	1	2	1	26	3662	0	1	1	0
1581	1	1	2	2	0	26	3662	0	1	1	0
1581	1	1	2	2	1	26	3662	0	1	1	0
1581	1	2	1	2	0	26	3662	0	1	1	0
1581	1	2	1	2	1	26	3662	0	1	1	0
1582	1	2	1	2	0	26	7708	0	1	1	0
1582	1	2	1	2	1	26	7708	0	1	1	0
1583	1	2	1	2	0	26	7708	0	1	1	0
1583	1	2	1	2	1	26	7708	0	1	1	0
1584	1	2	1	2	0	26	7708	0	1	1	0
1584	1	2	1	2	1	26	7708	0	1	1	0
1585	1	2	1	2	0	26	7708	0	1	1	0
1585	1	2	1	2	1	26	7708	0	1	1	0
1586	1	1	2	2	0	26	3662	0	1	1	0
1586	1	1	2	2	1	26	3662	0	1	1	0
1586	1	2	1	2	0	26	3662	0	1	1	0
1586	1	2	1	2	1	26	3662	0	1	1	0
1587	1	1	2	2	0	26	3662	0	1	1	0
1587	1	1	2	2	1	26	3662	0	1	1	0
1587	1	2	1	2	0	26	3662	0	1	1	0
1587	1	2	1	2	1	26	3662	0	1	1	0
1588	1	1	2	2	0	26	3662	0	1	1	0
1588	1	1	2	2	1	26	3662	0	1	1	0
1588	1	2	1	2	0	26	3662	0	1	1	0
1588	1	2	1	2	1	26	3662	0	1	1	0
1589	1	1	2	2	0	26	3662	0	1	1	0
1589	1	1	2	2	1	26	3662	0	1	1	0
1589	1	2	1	2	0	26	3662	0	1	1	0
1589	1	2	1	2	1	26	3662	0	1	1	0
1590	1	1	2	2	0	26	3662	0	1	1	0
1590	1	1	2	2	1	26	3662	0	1	1	0
1590	1	2	1	2	0	26	3662	0	1	1	0
1590	1	2	1	2	1	26	3662	0	1	1	0
1591	1	1	2	2	0	26	3662	0	1	1	0
1591	1	1	2	2	1	26	3662	0	1	1	0
1591	1	2	1	2	0	26	3662	0	1	1	0
1591	1	2	1	2	1	26	3662	0	1	1	0
1592	1	1	2	2	0	26	3662	0	1	1	0
1592	1	1	2	2	1	26	3662	0	1	1	0
1592	1	2	1	2	0	26	3662	0	1	1	0
1592	1	2	1	2	1	26	3662	0	1	1	0
1593	1	1	2	2	0	26	3662	0	1	1	0
1593	1	1	2	2	1	26	3662	0	1	1	0
1593	1	2	1	2	0	26	3662	0	1	1	0
1593	1	2	1	2	1	26	3662	0	1	1	0
1594	1	1	2	2	0	24	3182	0	1	1	0
1594	1	1	2	2	1	24	3182	0	1	1	0
1594	1	2	1	2	0	26	3662	0	1	1	0
1594	1	2	1	2	1	26	3662	0	1	1	0
1595	1	1	2	2	0	24	3182	0	1	1	0
1595	1	1	2	2	1	24	3182	0	1	1	0
1595	1	2	1	2	0	26	3662	0	1	1	0
1595	1	2	1	2	1	26	3662	0	1	1	0
1596	1	1	2	2	0	24	3182	0	1	1	0
1596	1	1	2	2	1	24	3182	0	1	1	0
1596	1	2	1	2	0	26	3662	0	1	1	0
1596	1	2	1	2	1	26	3662	0	1	1	0
1610	1	1	2	2	0	22	2769	0	1	1	0
1610	1	1	2	2	1	22	2769	0	1	1	0
1610	1	2	1	2	0	24	3182	0	1	1	0
1610	1	2	1	2	1	24	3182	0	1	1	0
1611	1	1	2	2	0	22	5861	0	1	1	0
1611	1	1	2	2	1	22	5861	0	1	1	0
1616	1	1	2	2	0	22	5861	0	1	1	0
1616	1	1	2	2	1	22	5861	0	1	1	0
1617	1	1	2	2	0	22	5861	0	1	1	0
1617	1	1	2	2	1	22	5861	0	1	1	0
1618	1	1	2	2	0	22	5861	0	1	1	0
1618	1	1	2	2	1	22	5861	0	1	1	0
1619	1	1	2	2	0	22	5861	0	1	1	0
1619	1	1	2	2	1	22	5861	0	1	1	0
1620	1	1	2	2	0	22	5861	0	1	1	0
1620	1	1	2	2	1	22	5861	0	1	1	0
1621	1	1	2	2	0	22	2769	0	1	1	0
1621	1	1	2	2	1	22	2769	0	1	1	0
1621	1	2	1	2	0	24	3182	0	1	1	0
1621	1	2	1	2	1	24	3182	0	1	1	0
1632	1	1	2	2	0	24	6882	0	1	1	0
1632	1	1	2	2	1	24	6882	0	1	1	0
1632	1	2	1	2	0	24	6882	0	1	1	0
1632	1	2	1	2	1	24	6882	0	1	1	0
1641	1	1	2	2	0	24	6882	0	1	1	0
1641	1	1	2	2	1	24	6882	0	1	1	0
1643	1	2	1	2	0	24	6882	0	1	1	0
1643	1	2	1	2	1	24	6882	0	1	1	0
1644	1	2	1	2	0	24	6882	0	1	1	0
1644	1	2	1	2	1	24	6882	0	1	1	0
1645	1	2	1	2	0	24	6882	0	1	1	0
1645	1	2	1	2	1	24	6882	0	1	1	0
1646	1	1	2	2	0	24	3182	0	1	1	0
1646	1	1	2	2	1	24	3182	0	1	1	0
1646	1	2	1	2	0	24	3182	0	1	1	0
1646	1	2	1	2	1	24	3182	0	1	1	0
1647	1	1	2	2	0	24	3182	0	1	1	0
1647	1	1	2	2	1	24	3182	0	1	1	0
1647	1	2	1	2	0	24	3182	0	1	0	0
1647	1	2	1	2	1	24	3182	0	1	0	0
1648	1	1	2	2	0	26	3662	0	1	1	0
1648	1	1	2	2	1	26	3662	0	1	1	0
1648	1	2	1	2	0	22	2769	0	1	1	0
1648	1	2	1	2	1	22	2769	0	1	1	0
1649	1	1	2	2	0	26	3662	0	1	1	0
1649	1	1	2	2	1	26	3662	0	1	1	0
1649	1	2	1	2	0	22	2769	0	1	1	0
1649	1	2	1	2	1	22	2769	0	1	1	0
1650	1	1	2	2	0	26	3662	0	1	1	0
1650	1	1	2	2	1	26	3662	0	1	1	0
1650	1	2	1	2	0	22	2769	0	1	1	0
1650	1	2	1	2	1	22	2769	0	1	1	0
1651	1	1	2	2	0	26	3662	0	1	1	0
1651	1	1	2	2	1	26	3662	0	1	1	0
1651	1	2	1	2	0	22	2769	0	1	1	0
1651	1	2	1	2	1	22	2769	0	1	1	0
1652	1	2	1	2	0	22	5861	0	1	1	0
1652	1	2	1	2	1	22	5861	0	1	1	0
1653	1	2	1	2	0	22	5861	0	1	1	0
1653	1	2	1	2	1	22	5861	0	1	1	0
1654	1	2	1	2	0	24	3182	1	0	1	0
1654	1	2	1	2	1	24	3182	1	0	1	0
1655	1	2	1	2	0	20	4904	0	1	1	0
1655	1	2	1	2	1	20	4904	0	1	1	0
1656	1	2	1	2	0	20	4904	0	1	1	0
1656	1	2	1	2	1	20	4904	0	1	1	0
1657	1	2	1	2	0	20	4904	0	1	1	0
1657	1	2	1	2	1	20	4904	0	1	1	0
1658	1	2	1	2	0	20	4904	0	1	1	0
1658	1	2	1	2	1	20	4904	0	1	1	0
1659	1	2	1	2	0	20	4904	0	1	1	0
1659	1	2	1	2	1	20	4904	0	1	1	0
1660	1	2	1	2	0	18	4107	0	1	1	0
1660	1	2	1	2	1	18	4107	0	1	1	0
1661	1	2	1	2	0	18	4107	0	1	1	0
1661	1	2	1	2	1	18	4107	0	1	1	0
1662	1	2	1	2	0	18	4107	0	1	1	0
1662	1	2	1	2	1	18	4107	0	1	1	0
1663	1	2	1	2	0	18	4107	0	1	1	0
1663	1	2	1	2	1	18	4107	0	1	1	0
1664	1	2	1	2	0	16	3822	0	1	1	0
1664	1	2	1	2	1	16	3822	0	1	1	0
1665	1	2	1	2	0	16	3822	0	1	1	0
1665	1	2	1	2	1	16	3822	0	1	1	0
1666	1	2	1	2	0	16	3822	0	1	1	0
1666	1	2	1	2	1	16	3822	0	1	1	0
1667	1	2	1	2	0	16	3822	0	1	1	0
1667	1	2	1	2	1	16	3822	0	1	1	0
1668	1	2	1	2	0	16	3822	0	1	1	0
1668	1	2	1	2	1	16	3822	0	1	1	0
1669	1	2	1	2	0	16	3822	0	1	1	0
1669	1	2	1	2	1	16	3822	0	1	1	0
1670	1	2	1	2	0	18	4107	0	1	1	0
