0.5,0,0
1.5,1.8887,2.16978
2.5,9.09339,5.99242
3.5,6.70738,6.80114
4.5,5.19018,6.34039
5.5,4.32289,5.40649
6.5,3.77351,4.83667
7.5,3.66677,4.55513
8.5,3.50411,4.30501
9.5,3.44624,4.16047
10.5,3.43727,3.92459
11.5,3.40121,3.64775
12.5,3.30167,3.45484
13.5,3.18766,3.35189
14.5,3.12662,3.35984
15.5,3.03606,3.3233
16.5,2.92381,3.46068
17.5,2.79894,3.60025
18.5,2.78978,3.69097
19.5,2.86778,3.6237
20.5,2.91805,3.64532
21.5,2.90941,3.61765
22.5,2.89885,3.65497
23.5,2.81127,3.68341
24.5,2.74312,3.7043
25.5,2.63394,3.67322
26.5,2.5776,3.65388
27.5,2.54783,3.61799
28.5,2.55557,3.63611
29.5,2.50529,3.60238
30.5,2.47695,3.60431
31.5,2.48827,3.57695
32.5,2.52088,3.53148
33.5,2.4794,3.52824
34.5,2.48474,3.53571
35.5,2.44737,3.53176
36.5,2.41636,3.51858
37.5,2.39858,3.50487
38.5,2.36166,3.46621
39.5,2.36613,3.43478
40.5,2.39478,3.41761
