1.09993,0,0.099
1.14593,0.099,0.092375
1.22893,0.092375,0.0969531
1.27793,0.0969531,0.101334
1.27793,0.101334,0.0947922
1.32693,0.0947922,0.0890682
1.32693,0.0890682,0.0840597
1.32693,0.0840597,0.0796772
1.37593,0.0796772,0.0758426
1.37593,0.0758426,0.0724872
1.37593,0.0724872,0.0695513
1.37593,0.0695513,0.0669824
1.42593,0.0669824,0.0709846
1.42593,0.0709846,0.0683615
1.42593,0.0683615,0.0660663
1.42593,0.0660663,0.0640581
1.42593,0.0640581,0.0623008
1.42593,0.0623008,0.0607632
1.47493,0.0607632,0.0655428
1.47493,0.0655428,0.0634749
1.47493,0.0634749,0.0616656
1.47493,0.0616656,0.0600824
1.47493,0.0600824,0.0586971
1.47493,0.0586971,0.0574849
1.47493,0.0574849,0.0564243
1.47494,0.0564243,0.0554963
1.47593,0.0554963,0.0548092
1.66593,0.0548092,0.0779581
1.66593,0.0779581,0.0920883
1.66593,0.0920883,0.104452
1.66593,0.104452,0.115271
1.66593,0.115271,0.124737
1.66593,0.124737,0.13302
1.66593,0.13302,0.140267
1.66594,0.140267,0.146609
1.66594,0.146609,0.152158
1.66594,0.152158,0.157013
1.66594,0.157013,0.161261
1.66693,0.161261,0.165104
1.66693,0.165104,0.168466
1.66693,0.168466,0.171283
1.71493,0.171283,0.155997
1.71493,0.155997,0.142623
1.71493,0.142623,0.13092
1.71493,0.13092,0.12068
1.71493,0.12068,0.11172
1.71493,0.11172,0.10388
1.71493,0.10388,0.0970199
1.71494,0.0970199,0.0910174
1.71494,0.0910174,0.0857652
1.71494,0.0857652,0.0811696
1.71494,0.0811696,0.0771484
1.71494,0.0771484,0.0736298
1.71494,0.0736298,0.0705511
1.71494,0.0705511,0.0678572
1.71494,0.0678572,0.0655001
1.71494,0.0655001,0.0634375
1.71494,0.0634375,0.0616329
1.71494,0.0616329,0.0599287
1.71494,0.0599287,0.0584377
1.71494,0.0584377,0.0571329
1.71494,0.0571329,0.0559913
1.76393,0.0559913,0.0551174
1.76393,0.0551174,0.0543527
