% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
1.401	1	2	1	987.631	0
1.402	1	1	2	660.746	0
1.441	1	2	1	1160.33	0
1.442	1	1	2	423.733	0
1.481	1	2	1	1601.44	0
1.482	1	1	2	750.68	0
1.521	1	2	1	598.273	0
1.522	1	1	2	856.091	0
1.561	1	2	1	680.094	0
1.562	1	1	2	1103.21	0
1.601	1	2	1	804.11	0
1.602	1	1	2	654.751	0
1.641	1	2	1	1240.51	0
1.642	1	1	2	1280.86	0
1.681	1	2	1	1114.71	0
1.682	1	1	2	2035.37	0
1.721	1	2	1	861.178	0
1.722	1	1	2	964.895	0
1.761	1	2	1	949.021	0
1.762	1	1	2	1538.86	0
1.801	1	2	1	831.042	0
1.802	1	1	2	1904.32	0
1.841	1	2	1	1159.74	0
1.842	1	1	2	798.558	0
1.881	1	2	1	732.028	0
1.882	1	1	2	460.361	0
1.921	1	2	1	957.138	0
1.922	1	1	2	1393.07	0
1.961	1	2	1	1626.29	0
1.962	1	1	2	1138.39	0
2.001	1	2	1	2952.37	0
2.002	1	1	2	1635.14	0
2.041	1	2	1	1743.5	0
2.042	1	1	2	821.832	0
2.081	1	2	1	1369.12	0
2.082	1	1	2	430.431	0
2.121	1	2	1	1219.47	0
2.122	1	1	2	911.669	0
2.161	1	2	1	945.458	0
2.162	1	1	2	1301.22	0
2.201	1	2	1	2132.42	0
2.202	1	1	2	862.105	0
2.241	1	2	1	1420.48	0
2.242	1	1	2	1240.47	0
2.281	1	2	1	1367.67	0
2.282	1	1	2	1336.91	0
2.321	1	2	1	2076.62	0
2.322	1	1	2	557.236	0
2.361	1	2	1	438.919	0
2.362	1	1	2	1183.41	0
2.401	1	2	1	1000.68	0
2.402	1	1	2	329.518	0
2.441	1	2	1	966.239	0
2.442	1	1	2	881.193	0
2.481	1	2	1	967.935	0
2.482	1	1	2	932.469	0
2.521	1	2	1	1613.21	0
2.522	1	1	2	1571.25	0
2.561	1	2	1	1547.8	0
2.562	1	1	2	1148.82	0
2.601	1	2	1	941.197	0
2.602	1	1	2	1936	0
2.641	1	2	1	684.375	0
2.642	1	1	2	526.294	0
2.681	1	2	1	2327.62	0
2.682	1	1	2	1575.78	0
2.721	1	2	1	1147.22	0
2.722	1	1	2	1150.29	0
2.761	1	2	1	1188.41	0
2.762	1	1	2	630.362	0
2.801	1	2	1	370.929	0
2.802	1	1	2	950.789	0
2.841	1	2	1	2629.91	0
2.842	1	1	2	708.015	0
2.881	1	2	1	3001.76	0
2.882	1	1	2	2414.81	0
2.921	1	2	1	666.4	0
2.922	1	1	2	1580.61	0
2.961	1	2	1	1511.77	0
2.962	1	1	2	1979.98	0
3.001	1	2	1	603.894	0
3.002	1	1	2	464.955	0
3.041	1	2	1	556.428	0
3.042	1	1	2	772.073	0
3.081	1	2	1	667.632	0
3.082	1	1	2	1752.99	0
3.121	1	2	1	819.655	0
3.122	1	1	2	610.257	0
3.161	1	2	1	1527.61	0
3.162	1	1	2	502.268	0
3.201	1	2	1	1460.36	0
3.202	1	1	2	796.785	0
3.241	1	2	1	597.587	0
3.242	1	1	2	979.38	0
3.281	1	2	1	908.084	0
3.282	1	1	2	793.598	0
3.321	1	2	1	895.312	0
3.322	1	1	2	297.471	0
3.361	1	2	1	1141.54	0
3.362	1	1	2	1289.21	0
3.401	1	2	1	956.48	0
3.402	1	1	2	824.039	0
3.441	1	2	1	325.409	0
3.442	1	1	2	598.654	0
3.481	1	2	1	708.398	0
3.482	1	1	2	607.279	0
3.521	1	2	1	1669.12	0
3.522	1	1	2	486.326	0
3.561	1	2	1	630.153	0
3.562	1	1	2	1525.26	0
3.601	1	2	1	1278.6	0
3.602	1	1	2	1114.81	0
3.641	1	2	1	1923.99	0
3.642	1	1	2	657.389	0
3.681	1	2	1	1183.71	0
3.682	1	1	2	1027.2	0
3.721	1	2	1	1259.93	0
3.722	1	1	2	767.614	0
3.761	1	2	1	521.94	0
3.762	1	1	2	2321.61	0
3.801	1	2	1	2502.02	0
3.802	1	1	2	1614.02	0
3.841	1	2	1	391.866	0
3.842	1	1	2	2000.35	0
3.881	1	2	1	960.185	0
3.882	1	1	2	575.731	0
3.921	1	2	1	749.545	0
3.922	1	1	2	987.751	0
3.961	1	2	1	457.858	0
3.962	1	1	2	738.071	0
4.001	1	2	1	813.621	0
4.002	1	1	2	922.553	0
4.041	1	2	1	804.033	0
4.042	1	1	2	834.89	0
4.081	1	2	1	1528.41	0
4.082	1	1	2	461.974	0
4.121	1	2	1	987.703	0
4.122	1	1	2	696.146	0
4.161	1	2	1	856.185	0
4.162	1	1	2	2101.71	0
4.201	1	2	1	2298.36	0
4.202	1	1	2	1023.91	0
4.241	1	2	1	1415.8	0
4.242	1	1	2	928.287	0
4.281	1	2	1	464.811	0
4.282	1	1	2	1052.03	0
4.321	1	2	1	1046.29	0
4.322	1	1	2	1760.58	0
4.361	1	2	1	1134.67	0
4.362	1	1	2	708.108	0
4.401	1	2	1	2897.46	0
4.402	1	1	2	227.486	0
4.441	1	2	1	2174.68	0
4.442	1	1	2	589.616	0
4.481	1	2	1	1919.37	0
4.482	1	1	2	497.418	0
4.521	1	2	1	725.007	0
4.522	1	1	2	873.997	0
4.561	1	2	1	1110.47	0
4.562	1	1	2	925.658	0
4.601	1	2	1	452.441	0
4.602	1	1	2	1658.01	0
4.641	1	2	1	1007.62	0
4.642	1	1	2	780.376	0
4.681	1	2	1	2349.77	0
4.682	1	1	2	338.152	0
4.721	1	2	1	950.546	0
4.722	1	1	2	596.551	0
4.761	1	2	1	768.887	0
4.762	1	1	2	625.587	0
4.801	1	2	1	704.13	0
4.802	1	1	2	629.343	0
4.841	1	2	1	1276.18	0
4.842	1	1	2	969.512	0
4.881	1	2	1	1197.26	0
4.882	1	1	2	2046.6	0
4.921	1	2	1	963.721	0
4.922	1	1	2	832.894	0
4.961	1	2	1	1268.69	0
4.962	1	1	2	1545.62	0
5.001	1	2	1	1730.2	0
5.002	1	1	2	379.125	0
5.041	1	2	1	1289.35	0
5.042	1	1	2	1841.58	0
5.081	1	2	1	577.53	0
5.082	1	1	2	652.297	0
5.121	1	2	1	1891.7	0
5.122	1	1	2	1374.13	0
5.161	1	2	1	1321.97	0
5.162	1	1	2	1303.53	0
5.201	1	2	1	1420.26	0
5.202	1	1	2	1502.67	0
5.241	1	2	1	2436.12	0
5.242	1	1	2	1790.51	0
5.281	1	2	1	478.991	0
5.282	1	1	2	1188.4	0
5.321	1	2	1	1000.15	0
5.322	1	1	2	1654.92	0
5.361	1	2	1	1035.53	0
5.362	1	1	2	838.495	0
5.401	1	2	1	1119.54	0
5.402	1	1	2	444.96	0
5.441	1	2	1	700.004	0
5.442	1	1	2	1828.94	0
5.481	1	2	1	419.464	0
5.482	1	1	2	1458.22	0
5.521	1	2	1	1407.86	0
5.522	1	1	2	2208.1	0
5.561	1	2	1	494.955	0
5.562	1	1	2	881.344	0
5.601	1	2	1	1184.05	0
5.602	1	1	2	1476.65	0
5.641	1	2	1	281.904	0
5.642	1	1	2	655.614	0
5.681	1	2	1	829.72	0
5.682	1	1	2	2714.42	0
5.721	1	2	1	1247.8	0
5.722	1	1	2	581.636	0
5.761	1	2	1	2206.27	0
5.762	1	1	2	505.112	0
5.801	1	2	1	492.428	0
5.802	1	1	2	2561.07	0
5.841	1	2	1	1357.93	0
5.842	1	1	2	1022.61	0
5.881	1	2	1	2438.85	0
5.882	1	1	2	3439.06	0
5.921	1	2	1	1093.65	0
5.922	1	1	2	699.509	0
5.961	1	2	1	1176.8	0
5.962	1	1	2	163.804	0
6.001	1	2	1	514.438	0
6.002	1	1	2	521.646	0
6.041	1	2	1	674.789	0
6.042	1	1	2	943.05	0
6.081	1	2	1	730.153	0
6.082	1	1	2	397.198	0
6.121	1	2	1	635.632	0
6.122	1	1	2	898.424	0
6.161	1	2	1	1375.11	0
6.162	1	1	2	1542.32	0
6.201	1	2	1	3364.28	0
6.202	1	1	2	469.369	0
6.241	1	2	1	370.499	0
6.242	1	1	2	450.124	0
6.281	1	2	1	1083.75	0
6.282	1	1	2	735.506	0
6.321	1	2	1	916.669	0
6.322	1	1	2	992.219	0
6.361	1	2	1	1537.19	0
6.362	1	1	2	1237.61	0
6.401	1	2	1	1425.3	0
6.402	1	1	2	1396.2	0
6.441	1	2	1	1083.66	0
6.442	1	1	2	1367.88	0
6.481	1	2	1	766.5	0
6.482	1	1	2	1019.16	0
6.521	1	2	1	860.63	0
6.522	1	1	2	937.14	0
6.561	1	2	1	536.445	0
6.562	1	1	2	432.757	0
6.601	1	2	1	1024.45	0
6.602	1	1	2	1411.66	0
6.641	1	2	1	1360.6	0
6.642	1	1	2	2656.63	0
6.681	1	2	1	850.006	0
6.682	1	1	2	1397.57	0
6.721	1	2	1	1220.82	0
6.722	1	1	2	637.951	0
6.761	1	2	1	1389.11	0
6.762	1	1	2	1372.24	0
6.801	1	2	1	506.431	0
6.802	1	1	2	1458.08	0
6.841	1	2	1	1248	0
6.842	1	1	2	2809.44	0
6.881	1	2	1	320.03	0
6.882	1	1	2	1609.93	0
6.921	1	2	1	799.873	0
6.922	1	1	2	2628.9	0
6.961	1	2	1	970.034	0
6.962	1	1	2	387.864	0
7.001	1	2	1	1205.66	0
7.002	1	1	2	978.41	0
7.041	1	2	1	1232.94	0
7.042	1	1	2	1082.74	0
7.081	1	2	1	2458.35	0
7.082	1	1	2	962.067	0
7.121	1	2	1	894.893	0
7.122	1	1	2	630.199	0
7.161	1	2	1	937.232	0
7.162	1	1	2	1171.88	0
7.201	1	2	1	1524.67	0
7.202	1	1	2	1969.87	0
7.241	1	2	1	842.684	0
7.242	1	1	2	815.59	0
7.281	1	2	1	697.433	0
7.282	1	1	2	1521.5	0
7.321	1	2	1	2670.14	0
7.322	1	1	2	2302.54	0
7.361	1	2	1	1356.06	0
7.362	1	1	2	966.741	0
7.401	1	2	1	407.331	0
7.402	1	1	2	456.39	0
7.441	1	2	1	842.561	0
7.442	1	1	2	1255.65	0
7.481	1	2	1	1402.91	0
7.482	1	1	2	1579.57	0
7.521	1	2	1	639.657	0
7.522	1	1	2	894.27	0
7.561	1	2	1	489.637	0
7.562	1	1	2	1126.7	0
7.601	1	2	1	850.184	0
7.602	1	1	2	757.869	0
7.641	1	2	1	1569.96	0
7.642	1	1	2	1174.15	0
7.681	1	2	1	573.419	0
7.682	1	1	2	271.822	0
7.721	1	2	1	562.835	0
7.722	1	1	2	2114.74	0
7.761	1	2	1	859.059	0
7.762	1	1	2	675.837	0
7.801	1	2	1	904.446	0
7.802	1	1	2	1066.35	0
7.841	1	2	1	811.973	0
7.842	1	1	2	422.913	0
7.881	1	2	1	227.066	0
7.882	1	1	2	1293.69	0
7.921	1	2	1	1217.71	0
7.922	1	1	2	1104.77	0
7.961	1	2	1	980.732	0
7.962	1	1	2	780.067	0
8.001	1	2	1	1239.77	0
8.002	1	1	2	2995.38	0
8.041	1	2	1	904.704	0
8.042	1	1	2	690.457	0
8.081	1	2	1	1911.16	0
8.082	1	1	2	1477.53	0
8.121	1	2	1	1760.27	0
8.122	1	1	2	1047.33	0
8.161	1	2	1	1979.4	0
8.162	1	1	2	835.846	0
8.201	1	2	1	726.358	0
8.202	1	1	2	1014.32	0
8.241	1	2	1	695.234	0
8.242	1	1	2	589.686	0
8.281	1	2	1	787.221	0
8.282	1	1	2	820.08	0
8.321	1	2	1	1391.13	0
8.322	1	1	2	1419.09	0
8.361	1	2	1	2523.96	0
8.362	1	1	2	315.245	0
8.401	1	2	1	1391.82	0
8.402	1	1	2	1650.27	0
8.441	1	2	1	733.968	0
8.442	1	1	2	667.097	0
8.481	1	2	1	629.696	0
8.482	1	1	2	1328.8	0
8.521	1	2	1	1150.29	0
8.522	1	1	2	1027.2	0
8.561	1	2	1	630.362	0
8.562	1	1	2	767.614	0
8.601	1	2	1	950.789	0
8.602	1	1	2	2321.61	0
8.641	1	2	1	708.015	0
8.642	1	1	2	1614.02	0
8.681	1	2	1	2414.81	0
8.682	1	1	2	2000.35	0
8.721	1	2	1	1580.61	0
8.722	1	1	2	575.731	0
8.761	1	2	1	1979.98	0
8.762	1	1	2	987.751	0
8.801	1	2	1	533.95	0
8.802	1	1	2	738.071	0
8.841	1	2	1	1085.44	0
8.842	1	1	2	1079.85	0
8.881	1	2	1	771.174	0
8.882	1	1	2	2247.81	0
8.921	1	2	1	1001.04	0
8.922	1	1	2	1511.94	0
8.961	1	2	1	2081.13	0
8.962	1	1	2	1131.48	0
9.001	1	2	1	2171.95	0
9.002	1	1	2	752.881	0
9.041	1	2	1	523.867	0
9.042	1	1	2	523.341	0
9.081	1	2	1	856.095	0
9.082	1	1	2	1250.21	0
9.121	1	2	1	899.349	0
9.122	1	1	2	1404.71	0
9.161	1	2	1	581.953	0
9.162	1	1	2	896.228	0
9.201	1	2	1	657.167	0
9.202	1	1	2	1014.4	0
9.241	1	2	1	1008.88	0
9.242	1	1	2	616.193	0
9.281	1	2	1	1138.96	0
9.282	1	1	2	896.444	0
9.321	1	2	1	798.471	0
9.322	1	1	2	602.57	0
9.361	1	2	1	1173.72	0
9.362	1	1	2	826.177	0
9.401	1	2	1	967.851	0
9.402	1	1	2	1299.92	0
9.441	1	2	1	607.484	0
9.442	1	1	2	2323.27	0
9.481	1	2	1	934.237	0
9.482	1	1	2	605.679	0
9.521	1	2	1	372.096	0
9.522	1	1	2	1426.81	0
9.561	1	2	1	2098.49	0
9.562	1	1	2	751.874	0
9.601	1	2	1	2974.04	0
9.602	1	1	2	995.183	0
9.641	1	2	1	767.791	0
9.642	1	1	2	409.649	0
9.681	1	2	1	2197.75	0
9.682	1	1	2	1981.16	0
9.721	1	2	1	1310.61	0
9.722	1	1	2	633.938	0
9.761	1	2	1	474.551	0
9.762	1	1	2	877.661	0
9.801	1	2	1	1081.89	0
9.802	1	1	2	582.46	0
9.841	1	2	1	521.749	0
9.842	1	1	2	1720.87	0
9.881	1	2	1	907.837	0
9.882	1	1	2	921.713	0
9.921	1	2	1	582.14	0
9.922	1	1	2	798.803	0
9.961	1	2	1	1007.23	0
9.962	1	1	2	932.198	0
10.001	1	2	1	2409.7	0
10.002	1	1	2	1942.96	0
10.041	1	2	1	1497.84	0
10.042	1	1	2	1431.33	0
10.081	1	2	1	975.337	0
10.082	1	1	2	1203.1	0
10.121	1	2	1	777.448	0
10.122	1	1	2	1589.42	0
10.161	1	2	1	614.653	0
10.162	1	1	2	700.304	0
10.201	1	2	1	875.382	0
10.202	1	1	2	3514.59	0
10.241	1	2	1	1349.27	0
10.242	1	1	2	445.79	0
10.281	1	2	1	558.512	0
10.282	1	1	2	644.635	0
10.321	1	2	1	1155.41	0
10.322	1	1	2	2406.04	0
10.361	1	2	1	394.452	0
10.362	1	1	2	1361.38	0
10.401	1	2	1	286.666	0
10.402	1	1	2	2501.65	0
10.441	1	2	1	1260.12	0
10.442	1	1	2	625.651	0
10.481	1	2	1	610.461	0
10.482	1	1	2	286.716	0
10.521	1	2	1	1068.41	0
10.522	1	1	2	1019.73	0
10.561	1	2	1	1670.59	0
10.562	1	1	2	1532.08	0
10.601	1	2	1	2292.36	0
10.602	1	1	2	788.438	0
10.641	1	2	1	1003.92	0
10.642	1	1	2	611.612	0
10.681	1	2	1	348.41	0
10.682	1	1	2	2809.55	0
10.721	1	2	1	586.498	0
10.722	1	1	2	1349.48	0
10.761	1	2	1	963.258	0
10.762	1	1	2	415.52	0
10.801	1	2	1	854.613	0
10.802	1	1	2	735.613	0
10.841	1	2	1	1277.81	0
10.842	1	1	2	1538.96	0
10.881	1	2	1	1042.78	0
10.882	1	1	2	2916.93	0
10.921	1	2	1	788.849	0
10.922	1	1	2	1542.48	0
10.961	1	2	1	854.838	0
10.962	1	1	2	2268.32	0
11.001	1	2	1	512.573	0
11.002	1	1	2	1581.12	0
11.041	1	2	1	1606.27	0
11.042	1	1	2	540.669	0
11.081	1	2	1	985.951	0
11.082	1	1	2	1015.04	0
11.121	1	2	1	788.795	0
11.122	1	1	2	2402.81	0
11.161	1	2	1	895.256	0
11.162	1	1	2	1391.96	0
11.201	1	2	1	979.837	0
11.202	1	1	2	864.326	0
11.241	1	2	1	1025.6	0
11.242	1	1	2	869.631	0
11.281	1	2	1	1236.02	0
11.282	1	1	2	2625	0
11.321	1	2	1	353.05	0
11.322	1	1	2	1331.04	0
11.361	1	2	1	709.78	0
11.362	1	1	2	404.768	0
11.401	1	2	1	939.648	0
11.402	1	1	2	1771.2	0
11.441	1	2	1	3177.36	0
11.442	1	1	2	737.435	0
11.481	1	2	1	1138.42	0
11.482	1	1	2	2594.09	0
11.521	1	2	1	865.474	0
11.522	1	1	2	800.617	0
11.561	1	2	1	509.7	0
11.562	1	1	2	2173.6	0
11.601	1	2	1	1090.96	0
11.602	1	1	2	766.667	0
11.641	1	2	1	1707.99	0
11.642	1	1	2	558.633	0
11.681	1	2	1	597.692	0
11.682	1	1	2	697.471	0
11.721	1	2	1	762.68	0
11.722	1	1	2	1445.95	0
11.761	1	2	1	1275.7	0
11.762	1	1	2	2467.93	0
11.801	1	2	1	1648.84	0
11.802	1	1	2	658.831	0
11.841	1	2	1	918.383	0
11.842	1	1	2	1261.12	0
11.881	1	2	1	903.991	0
11.882	1	1	2	1387.62	0
11.921	1	2	1	1096.24	0
11.922	1	1	2	857.186	0
11.961	1	2	1	755.51	0
11.962	1	1	2	3419.19	0
12.001	1	2	1	1772.68	0
12.002	1	1	2	839.976	0
12.041	1	2	1	619.108	0
12.042	1	1	2	1528.05	0
12.081	1	2	1	496.396	0
12.082	1	1	2	903.738	0
12.121	1	2	1	786.292	0
12.122	1	1	2	556.805	0
12.161	1	2	1	987.923	0
12.162	1	1	2	531.495	0
12.201	1	2	1	790.302	0
12.202	1	1	2	876.34	0
12.241	1	2	1	310.099	0
12.242	1	1	2	1104.47	0
12.281	1	2	1	1299.83	0
12.282	1	1	2	666.526	0
12.321	1	2	1	802.975	0
12.322	1	1	2	732.06	0
12.361	1	2	1	596.49	0
12.362	1	1	2	898.489	0
12.401	1	2	1	612.804	0
12.402	1	1	2	728.589	0
12.441	1	2	1	792.456	0
12.442	1	1	2	840.315	0
12.481	1	2	1	1510.95	0
12.482	1	1	2	196.012	0
12.521	1	2	1	1779.01	0
12.522	1	1	2	1215.71	0
12.561	1	2	1	285.674	0
12.562	1	1	2	328.377	0
12.601	1	2	1	769.885	0
12.602	1	1	2	1077.12	0
12.641	1	2	1	2106.39	0
12.642	1	1	2	569.087	0
12.681	1	2	1	845.851	0
12.682	1	1	2	866.139	0
12.721	1	2	1	551.81	0
12.722	1	1	2	362.738	0
12.761	1	2	1	636.226	0
12.762	1	1	2	1625.09	0
12.801	1	2	1	1514.64	0
12.802	1	1	2	1906.58	0
12.841	1	2	1	2393.46	0
12.842	1	1	2	478.825	0
12.881	1	2	1	762.385	0
12.882	1	1	2	1092.92	0
12.921	1	2	1	1266.74	0
12.922	1	1	2	949.167	0
12.961	1	2	1	1444.01	0
12.962	1	1	2	441.332	0
13.001	1	2	1	1388.29	0
13.002	1	1	2	467.457	0
13.041	1	2	1	1550.31	0
13.042	1	1	2	1867.38	0
13.081	1	2	1	1211.74	0
13.082	1	1	2	1425.91	0
13.121	1	2	1	1426.62	0
13.122	1	1	2	2208.1	0
13.161	1	2	1	1427.93	0
13.162	1	1	2	881.344	0
13.201	1	2	1	2712.32	0
13.202	1	1	2	1476.65	0
13.241	1	2	1	1234.09	0
13.242	1	1	2	655.614	0
13.281	1	2	1	1232.11	0
13.282	1	1	2	2714.42	0
13.321	1	2	1	690.222	0
13.322	1	1	2	581.636	0
13.361	1	2	1	352.716	0
13.362	1	1	2	505.112	0
13.401	1	2	1	587.972	0
13.402	1	1	2	2561.07	0
13.441	1	2	1	519.221	0
13.442	1	1	2	1022.61	0
13.481	1	2	1	421.038	0
13.482	1	1	2	3439.06	0
13.521	1	2	1	1613.04	0
13.522	1	1	2	1340.37	0
13.561	1	2	1	865.798	0
13.562	1	1	2	466.04	0
13.601	1	2	1	463.235	0
13.602	1	1	2	2077.27	0
13.641	1	2	1	1018.74	0
13.642	1	1	2	550.586	0
13.681	1	2	1	736.731	0
13.682	1	1	2	828.789	0
13.721	1	2	1	739.486	0
13.722	1	1	2	983.599	0
13.761	1	2	1	1071.71	0
13.762	1	1	2	577.707	0
13.801	1	2	1	1839.03	0
13.802	1	1	2	659.248	0
13.841	1	2	1	2220.28	0
13.842	1	1	2	1055.88	0
13.881	1	2	1	1108.88	0
13.882	1	1	2	1090.46	0
13.921	1	2	1	1152.5	0
13.922	1	1	2	733.681	0
13.961	1	2	1	1998.86	0
13.962	1	1	2	1269.02	0
14.001	1	2	1	538.713	0
14.002	1	1	2	802.629	0
14.041	1	2	1	493.127	0
14.042	1	1	2	263.22	0
14.081	1	2	1	1875.72	0
14.082	1	1	2	1257.97	0
14.121	1	2	1	2944.79	0
14.122	1	1	2	889.809	0
14.161	1	2	1	1038.73	0
14.162	1	1	2	602.991	0
14.201	1	2	1	2306.75	0
14.202	1	1	2	589.836	0
14.241	1	2	1	1276.43	0
14.242	1	1	2	785.104	0
14.281	1	2	1	379.62	0
14.282	1	1	2	1481.85	0
14.321	1	2	1	1081.1	0
14.322	1	1	2	1229.19	0
14.361	1	2	1	538.165	0
14.362	1	1	2	484.355	0
14.401	1	2	1	890.537	0
14.402	1	1	2	1204.94	0
14.441	1	2	1	431.115	0
14.442	1	1	2	1187.11	0
14.481	1	2	1	1350.43	0
14.482	1	1	2	1338.89	0
14.521	1	2	1	1351.38	0
14.522	1	1	2	1502.4	0
14.561	1	2	1	1058.03	0
14.562	1	1	2	847.605	0
14.601	1	2	1	964.545	0
14.602	1	1	2	676.211	0
14.641	1	2	1	1393.77	0
14.642	1	1	2	1139.25	0
14.681	1	2	1	1119.61	0
14.682	1	1	2	449.04	0
14.721	1	2	1	1342.97	0
14.722	1	1	2	984.328	0
14.761	1	2	1	1343.41	0
14.762	1	1	2	2422.86	0
14.801	1	2	1	731.298	0
14.802	1	1	2	894.788	0
14.841	1	2	1	1087.44	0
14.842	1	1	2	760.54	0
14.881	1	2	1	1463.02	0
14.882	1	1	2	711.378	0
14.921	1	2	1	386.854	0
14.922	1	1	2	1283.81	0
14.961	1	2	1	1361.92	0
14.962	1	1	2	1177.33	0
15.001	1	2	1	430.323	0
15.002	1	1	2	432.732	0
15.041	1	2	1	1560.73	0
15.042	1	1	2	631.538	0
15.081	1	2	1	2861.34	0
15.082	1	1	2	835.956	0
15.121	1	2	1	1275.13	0
15.122	1	1	2	647.748	0
15.161	1	2	1	762.759	0
15.162	1	1	2	1442.69	0
15.201	1	2	1	1526.23	0
15.202	1	1	2	3273.29	0
15.241	1	2	1	1320.2	0
15.242	1	1	2	308.266	0
15.281	1	2	1	2825.49	0
15.282	1	1	2	1193.31	0
15.321	1	2	1	1247.11	0
15.322	1	1	2	882.036	0
15.361	1	2	1	2836.22	0
15.362	1	1	2	1577.22	0
15.401	1	2	1	260.109	0
15.402	1	1	2	1430.21	0
15.441	1	2	1	1910.83	0
15.442	1	1	2	1018.64	0
15.481	1	2	1	2341.38	0
15.482	1	1	2	745.92	0
15.521	1	2	1	1578.96	0
15.522	1	1	2	1888.58	0
15.561	1	2	1	1239.23	0
15.562	1	1	2	1679.96	0
15.601	1	2	1	2800.8	0
15.602	1	1	2	1253.33	0
15.641	1	2	1	1087.71	0
15.642	1	1	2	1127.8	0
15.681	1	2	1	2934	0
15.682	1	1	2	768.057	0
15.721	1	2	1	227.006	0
15.722	1	1	2	406.138	0
15.761	1	2	1	2017.3	0
15.762	1	1	2	1418.21	0
15.801	1	2	1	2385.44	0
15.802	1	1	2	515.432	0
15.841	1	2	1	1462.54	0
15.842	1	1	2	875.988	0
15.881	1	2	1	923.231	0
15.882	1	1	2	2681.54	0
15.921	1	2	1	510.263	0
15.922	1	1	2	423.269	0
15.961	1	2	1	666.237	0
15.962	1	1	2	848.188	0
16.001	1	2	1	865.595	0
16.002	1	1	2	1130.87	0
16.041	1	2	1	701.83	0
16.042	1	1	2	565.31	0
16.081	1	2	1	726.12	0
16.082	1	1	2	1350.59	0
16.121	1	2	1	1013.3	0
16.122	1	1	2	870.168	0
16.161	1	2	1	318.079	0
16.162	1	1	2	766.531	0
16.201	1	2	1	586.826	0
16.202	1	1	2	665.946	0
16.241	1	2	1	1364.35	0
16.242	1	1	2	857.034	0
16.281	1	2	1	754.625	0
16.282	1	1	2	806.496	0
16.321	1	2	1	1093.38	0
16.322	1	1	2	966.905	0
16.361	1	2	1	1086.29	0
16.362	1	1	2	1505.94	0
16.401	1	2	1	382.186	0
16.402	1	1	2	1412.43	0
16.441	1	2	1	1582.48	0
16.442	1	1	2	329.158	0
16.481	1	2	1	811.082	0
16.482	1	1	2	1042.77	0
16.521	1	2	1	1689.45	0
16.522	1	1	2	630.972	0
16.561	1	2	1	1195.97	0
16.562	1	1	2	898.757	0
16.601	1	2	1	981.201	0
16.602	1	1	2	1081.07	0
16.641	1	2	1	824.391	0
16.642	1	1	2	1068.77	0
16.681	1	2	1	1145.48	0
16.682	1	1	2	1375.37	0
16.721	1	2	1	1002.24	0
16.722	1	1	2	619.883	0
16.761	1	2	1	1462.9	0
16.762	1	1	2	971.355	0
16.801	1	2	1	573.731	0
16.802	1	1	2	837.807	0
16.841	1	2	1	3017.15	0
16.842	1	1	2	1335.8	0
16.881	1	2	1	938.423	0
16.882	1	1	2	939.922	0
16.921	1	2	1	620.369	0
