1.14893,2920,4124
1.14893,4124,5330
1.14893,5330,6536
1.14893,6536,7568
1.14893,7568,8092
1.14893,8092,8616
1.14893,8616,9140
1.17893,9140,9664
1.19793,9664,10188
1.19793,10188,10712
1.19793,10712,11236
1.19793,11236,11760
1.19794,11760,12284
1.19794,12284,12808
1.19794,12808,13332
1.19794,13332,13856
1.19794,13856,14380
1.19794,14380,14904
1.19794,14904,15428
1.19795,15428,15952
1.19795,15952,16476
1.19795,16476,17000
1.19795,17000,17524
1.19795,17524,18048
1.24793,18048,19508
1.24793,19508,20967
1.24793,20967,22427
1.24893,22427,23886
1.24994,23886,25346
1.24994,25346,26806
1.24994,26806,28266
1.25093,28266,29726
1.25193,29726,31186
1.25294,31186,32646
1.25294,32646,34105
1.25294,34105,34352
1.25294,34352,35812
1.25993,35812,37271
1.28193,37271,38519
1.29693,38519,39043
1.29693,39043,40079
1.29693,40079,40607
1.29693,40607,41135
1.29694,41135,41663
1.29694,41663,43123
1.29694,43123,44575
1.29794,44575,46035
1.29794,46035,47487
1.29794,47487,48947
1.29794,48947,50399
1.29795,50399,51859
1.29893,51859,52783
1.29894,52783,54243
1.29894,54243,55367
1.29894,55367,56407
1.29894,56407,57867
1.29894,57867,59319
1.29994,59319,60779
1.29994,60779,62231
1.29994,62231,63691
1.29994,63691,65143
1.30093,65143,66603
1.30094,66603,66999
1.30094,66999,68459
1.30094,68459,69583
1.30094,69583,70623
1.30094,70623,71151
1.30194,71151,72611
1.30194,72611,72743
1.30194,72743,74203
1.30194,74203,74303
1.31993,74303,75763
1.33093,75763,75879
1.33093,75879,76407
1.33093,76407,76935
1.38493,76935,77991
1.38493,77991,79031
1.38493,79031,79559
1.38494,79559,80087
1.38494,80087,80615
1.38494,80615,81143
1.38494,81143,81671
1.38494,81671,82199
1.38494,82199,83255
1.38495,83255,84715
1.38495,84715,84831
1.38495,84831,86291
1.38495,86291,87750
1.38496,87750,89038
1.38496,89038,90498
1.38496,90498,91957
1.38497,91957,93417
1.38497,93417,94293
1.38498,94293,95753
1.38498,95753,96877
1.38498,96877,98337
1.38498,98337,99796
1.38498,99796,101256
1.38499,101256,102715
1.38499,102715,104175
1.385,104175,105634
1.385,105634,107094
1.38593,107094,108553
1.38595,108553,110013
1.38595,110013,110113
1.38595,110113,111573
1.38595,111573,113033
1.38595,113033,113233
1.38595,113233,114693
1.38595,114693,114793
1.38595,114793,116253
1.38595,116253,117712
1.38596,117712,118488
1.38596,118488,119948
1.38596,119948,121407
1.38597,121407,122867
1.38597,122867,123743
1.38598,123743,125203
1.38598,125203,126327
1.38598,126327,127787
1.38598,127787,129246
1.38598,129246,130706
1.38599,130706,132165
1.38599,132165,133625
1.386,133625,135084
1.38694,135084,136544
1.38694,136544,138003
1.38694,138003,138499
1.38694,138499,139959
1.38694,139959,141083
1.38694,141083,142123
1.38694,142123,143583
1.38695,143583,143715
1.38695,143715,145175
1.38695,145175,145275
1.38695,145275,146315
1.38695,146315,146843
1.38695,146843,147371
1.38696,147371,147899
1.38696,147899,148427
1.38696,148427,149483
1.38696,149483,150523
1.38696,150523,151051
1.38697,151051,151579
1.38697,151579,152635
1.38697,152635,153675
1.42893,153675,154203
1.42894,154203,154731
1.42894,154731,155259
1.42894,155259,155787
1.42894,155787,157247
1.42894,157247,157907
1.42894,157907,159367
1.42895,159367,160826
1.42895,160826,162286
1.42895,162286,163706
1.42896,163706,165166
1.42896,165166,165266
1.42896,165266,166306
1.42896,166306,167766
1.42994,167766,168426
1.42994,168426,169886
1.42994,169886,171345
1.42994,171345,172105
1.42994,172105,173565
1.42995,173565,174705
1.42995,174705,176165
1.42995,176165,177624
1.42996,177624,88812
1.47893,88812,88836
1.47895,88836,88859
1.47895,88859,88882
1.47895,88882,88905
1.47895,88905,88919
1.47896,88919,88942
1.47896,88942,88960
1.47896,88960,88977
