% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
1032	1	1	2	0	2	573	0	1	0
1081	1	1	2	0	18	4587	0	1	0
1082	1	2	1	0	0	349	0	1	0
1083	1	2	1	0	0	349	0	1	0
1130	1	1	2	0	22	5861	0	1	0
1131	1	2	1	0	14	3182	0	1	0
1132	1	2	1	0	14	3182	0	1	0
1141	1	2	1	0	14	3182	0	1	0
1161	1	2	1	0	14	3182	0	1	0
1166	1	2	1	0	14	3182	0	1	0
1179	1	1	2	0	14	3182	0	1	0
1180	1	2	1	0	22	5861	0	1	0
1181	1	2	1	0	22	5861	0	1	0
1182	1	2	1	0	22	5861	0	1	0
1191	1	2	1	0	22	5861	0	1	0
1205	1	2	1	0	22	5861	0	1	0
1210	1	2	1	0	2	573	0	1	0
1220	1	2	1	0	2	573	0	1	0
1228	1	1	2	0	16	3822	0	1	0
1229	1	1	2	0	16	1908	0	1	0
1229	1	2	1	0	2	277	0	1	0
1230	1	2	1	0	2	573	0	1	0
1231	1	2	1	0	2	573	0	1	0
1232	1	2	1	0	2	573	0	1	0
1233	1	2	1	0	2	573	0	1	0
1234	1	2	1	0	2	573	0	1	0
1235	1	2	1	0	2	573	0	1	0
1236	1	2	1	0	2	573	0	1	0
1237	1	2	1	0	2	573	0	1	0
1238	1	2	1	0	2	573	0	1	0
1239	1	2	1	0	2	573	0	1	0
1240	1	2	1	0	2	573	0	1	0
1241	1	2	1	0	2	573	0	1	0
1242	1	2	1	0	2	573	0	1	0
1243	1	2	1	0	2	573	0	1	0
1244	1	2	1	0	2	573	0	1	0
1245	1	2	1	0	2	573	0	1	0
1249	1	2	1	0	6	1287	0	1	0
1250	1	2	1	0	6	1287	0	1	0
1251	1	2	1	0	6	1287	0	1	0
1252	1	2	1	0	6	1287	0	1	0
1253	1	2	1	0	6	1287	0	1	0
1264	1	2	1	0	6	1287	0	1	0
1271	1	2	1	0	6	1287	0	1	0
1277	1	1	2	0	12	2481	0	1	0
1278	1	1	2	0	12	2481	0	1	0
1279	1	2	1	0	6	1287	0	1	0
1280	1	2	1	0	6	1287	0	1	0
1281	1	2	1	0	6	1287	0	1	0
1282	1	2	1	0	6	1287	0	1	0
1283	1	2	1	0	6	1287	0	1	0
1284	1	2	1	0	6	1287	0	1	0
1285	1	2	1	0	6	1287	0	1	0
1286	1	2	1	0	6	1287	0	1	0
1287	1	2	1	0	20	5477	0	1	0
1291	1	2	1	0	20	5477	0	1	0
1292	1	2	1	0	20	5477	0	1	0
1293	1	2	1	0	20	5477	0	1	0
1301	1	2	1	0	20	5477	0	1	0
1302	1	2	1	0	20	5477	0	1	0
1311	1	2	1	0	20	5477	0	1	0
1313	1	2	1	0	20	5477	0	1	0
1314	1	2	1	0	20	5477	0	1	0
1326	1	1	2	0	26	7708	0	1	0
1327	1	1	2	0	26	7708	0	1	0
1367	1	2	1	0	20	5477	0	1	0
1368	1	2	1	0	20	5477	0	1	0
1369	1	2	1	0	20	5477	0	1	0
1372	1	2	1	0	20	5477	0	1	0
1373	1	2	1	0	20	5477	0	1	0
1374	1	2	1	0	20	5477	0	1	0
1375	1	1	2	0	4	903	0	1	0
1376	1	1	2	0	4	903	0	1	0
1377	1	1	2	0	4	903	0	1	0
1378	1	1	2	0	4	903	0	1	0
1387	1	2	1	0	20	5477	0	1	0
1388	1	2	1	0	20	5477	0	1	0
1392	1	2	1	0	20	5477	0	1	0
1393	1	2	1	0	20	5477	0	1	0
1397	1	2	1	0	20	5477	0	1	0
1398	1	2	1	0	20	5477	0	1	0
1411	1	2	1	0	12	2481	0	1	0
1412	1	2	1	0	12	2481	0	1	0
1416	1	2	1	0	12	2481	0	1	0
1417	1	2	1	0	12	2481	0	1	0
1418	1	2	1	0	12	2481	0	1	0
1419	1	2	1	0	12	2481	0	1	0
1420	1	2	1	0	12	2481	0	1	0
1421	1	2	1	0	12	2481	0	1	0
1422	1	2	1	0	12	2481	0	1	0
1423	1	2	1	0	12	2481	0	1	0
1424	1	1	2	0	24	3422	0	1	0
1424	1	2	1	0	20	2673	0	1	0
1425	1	1	2	0	24	3422	0	1	0
1425	1	2	1	0	20	2673	0	1	0
1426	1	1	2	0	24	3422	0	1	0
1426	1	2	1	0	20	2673	0	1	0
1427	1	1	2	0	24	3422	0	1	0
1427	1	2	1	0	20	2673	0	1	0
1428	1	1	2	0	24	3422	0	1	0
1428	1	2	1	0	20	2673	0	1	0
1429	1	2	1	0	12	2481	0	1	0
1443	1	2	1	0	12	2481	0	1	0
1461	1	2	1	0	20	5477	0	1	0
1462	1	2	1	0	20	5477	0	1	0
1463	1	2	1	0	20	5477	0	1	0
1464	1	2	1	0	20	5477	0	1	0
1465	1	2	1	0	20	5477	0	1	0
1466	1	2	1	0	20	5477	0	1	0
1467	1	2	1	0	20	5477	0	1	0
1468	1	2	1	0	20	5477	0	1	0
1470	1	2	1	0	20	5477	0	1	0
1472	1	2	1	0	20	5477	0	1	0
1473	1	1	2	0	2	573	0	1	0
1474	1	1	2	0	2	573	0	1	0
1475	1	1	2	0	2	573	0	1	0
1476	1	1	2	0	2	573	0	1	0
1477	1	1	2	0	2	573	0	1	0
1478	1	1	2	0	2	573	0	1	0
1479	1	1	2	0	2	573	0	1	0
1480	1	1	2	0	2	573	0	1	0
1481	1	1	2	0	2	277	0	1	0
1481	1	2	1	0	28	4587	0	1	0
1511	1	1	2	0	2	277	0	1	0
1511	1	2	1	0	28	4587	0	1	0
1512	1	1	2	0	2	277	0	1	0
1512	1	2	1	0	28	4587	0	1	0
1513	1	1	2	0	2	277	0	1	0
1513	1	2	1	0	28	4587	0	1	0
1514	1	2	1	0	14	3182	0	1	0
1515	1	2	1	0	14	3182	0	1	0
1516	1	2	1	0	14	3182	0	1	0
1523	1	2	1	0	14	1620	0	1	0
1528	1	1	2	0	18	4587	0	1	0
1529	1	1	2	0	18	4587	0	1	0
1530	1	2	1	0	24	6882	0	1	0
1540	1	2	1	0	24	6882	0	1	0
